custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Asia,2020-02-24,4678110154,-0.012089405279026277,-0.012089405279026277,-0.012089405279026277,-0.012089405279026277,-0.03601684940866658,-0.03601684940866658,-0.04817906652016402,-1.5700930777144158,-0.03140186155428831,0.002296418777316375
Oceania,2020-02-24,43202462,-0.010074288970401862,0.0021015980063161933,-0.0029027767621657803,-0.0029027767621657803,-0.010074288970401862,-0.010074288970401862,-0.012228654875606312,0.12087499747681217,0.005755952260800579,0
European Union,2020-02-24,447045744,-0.23104470035366173,-0.23104470035366173,-0.23104470035366173,-0.23104470035366173,-0.23104470035366173,-0.23104470035366173,-0.23104470035366173,-6.238206909548866,-0.23104470035366173,2.2369075501141558e-4
North America,2020-02-24,370982987,0.0037579600480790462,0.0037579600480790462,0.0037579600480790462,0.0037579600480790462,0.0037579600480790462,0.0037579600480790462,0.0037579600480790462,0.0075159200961580925,0.0037579600480790462,0
Latin America and Caribbean,2020-03-02,655805524,0.00961332586034327,0.014319261226868944,0.012730912868850678,0.010103428630284943,0.00961332586034327,0.00961332586034327,0.00961332586034327,0.5868925042574594,0.012758532701249117,0
Asia,2020-03-02,4678110154,-0.0764998535971415,-0.06915593149804197,-0.06915593149804197,-0.06915593149804197,-0.0764998535971415,-0.07984708298708479,-0.08876909833372894,-2.6539621960516557,-0.053079243921033116,0.0012153625743802868
Oceania,2020-03-02,43202462,-0.05017948872006948,-0.03524221599729121,-0.04497239694087471,-0.04497239694087471,-0.05017948872006948,-0.05017948872006948,-0.05017948872006948,-0.6960152258063752,-0.03314358218125596,3.3099965460301774e-4
European Union,2020-03-02,447045744,-0.13105337973859055,-0.13105337973859055,-0.13105337973859055,-0.13105337973859055,-0.13105337973859055,-0.13105337973859055,-0.13105337973859055,-3.5384412529419444,-0.13105337973859055,0.0015020834199016555
North America,2020-03-02,370982987,0.010169177352950379,0.010169177352950379,0.010169177352950379,0.010169177352950379,0.010169177352950379,0.010169177352950379,0.010169177352950379,0.020338354705900757,0.010169177352950379,2.3100789794438742e-4
Latin America and Caribbean,2020-03-09,655805524,0.010224796154669048,0.01753310582090729,0.01205339949474691,0.010224796154669048,0.009986258566913276,0.009986258566913276,0.009986258566913276,0.6084029462260204,0.013226151004913488,2.1805244812180018e-5
Asia,2020-03-09,4678110154,-0.03460757707168991,-0.03164556810745563,-0.03460757707168991,-0.03460757707168991,-0.038249412835349446,-0.03979223984424641,-0.05158224597328284,-0.6702034463740079,-0.013404068927480157,0.001267285250846618
Oceania,2020-03-09,43202462,-0.04587275303199438,-0.030410074257760353,-0.0382357961894497,-0.0382357961894497,-0.04587275303199438,-0.04587275303199438,-0.04668793283910763,-0.5950487577379605,-0.028335655130379073,6.619993092060355e-4
European Union,2020-03-09,447045744,0.14654045606614674,0.14654045606614674,0.14654045606614674,0.14654045606614674,0.14654045606614674,0.14654045606614674,0.14654045606614674,3.9565923137859618,0.14654045606614674,0.014923528720586589
North America,2020-03-09,370982987,0.011108766069376382,0.011108766069376382,0.011108766069376382,0.011108766069376382,0.011108766069376382,0.011108766069376382,0.011108766069376382,0.022217532138752764,0.011108766069376382,6.547470059590629e-4
Latin America and Caribbean,2020-03-16,655805524,-0.005446754624834055,-4.86187860878888e-4,-0.0036946838168643676,-0.005446754624834055,-0.006452911585557099,-0.006452911585557099,-0.006452911585557099,-0.015550176745655361,-3.3804732055772523e-4,1.5263671368526013e-4
Asia,2020-03-16,4678110154,-0.019379472916667567,-0.019379472916667567,-0.019379472916667567,-0.019379472916667567,-0.03461712720217957,-0.03807817872400185,-0.052515165908810287,-0.9743491537695345,-0.019486983075390686,0.002378866600754267
Oceania,2020-03-16,43202462,-0.012189462622925586,0.004372640997977573,-0.004198681370927991,-0.004198681370927991,-0.012189462622925586,-0.012189462622925586,-0.012189462622925586,0.12949328340774555,0.006166346828940264,0
European Union,2020-03-16,447045744,0.5471002954828773,0.5471002954828773,0.5471002954828773,0.5471002954828773,0.5471002954828773,0.5471002954828773,0.5471002954828773,14.77170797803769,0.5471002954828773,0.07046281151935091
North America,2020-03-16,370982987,0.054714924367797325,0.054714924367797325,0.054714924367797325,0.054714924367797325,0.054714924367797325,0.054714924367797325,0.054714924367797325,0.10942984873559465,0.054714924367797325,0.0030036417815569533
Latin America and Caribbean,2020-03-23,655805524,0.051470742734853886,0.05746240042855866,0.05537513264488112,0.051470742734853886,0.05121747335524385,0.05121747335524385,0.05121747335524385,2.6892542955717897,0.058462049903734555,0.002396442150127421
Asia,2020-03-23,4678110154,-0.0154380939736581,-0.007444761659154716,-0.01528300999980701,-0.01528300999980701,-0.0154380939736581,-0.01755718889275991,-0.04119943127241575,0.7153612183598832,0.014307224367197665,0.0037286638034988006
Oceania,2020-03-23,43202462,0.009129448344132722,0.020014445039536654,0.012376736123641263,0.01008745121227026,0.009129448344132722,0.009129448344132722,0.005861272233746336,0.5786343531921472,0.02755401681867367,0.001321683935512749
European Union,2020-03-23,447045744,0.9718775351535813,0.9718775351535813,0.9718775351535813,0.9718775351535813,0.9718775351535813,0.9718775351535813,0.9718775351535813,26.240693449146697,0.9718775351535813,0.22905933313168955
North America,2020-03-23,370982987,0.23386060578417958,0.23386060578417958,0.23386060578417958,0.23386060578417958,0.23386060578417958,0.23386060578417958,0.23386060578417958,0.46772121156835916,0.23386060578417958,0.027648437689677667
Latin America and Caribbean,2020-03-30,655805524,0.12296221146316595,0.127560095136809,0.12460211429364153,0.12296221146316595,0.12056476868256184,0.12056476868256184,0.12056476868256184,5.986965375628442,0.13015142120931394,0.008255953635425615
Asia,2020-03-30,4678110154,-0.06513414550826557,-0.05278824829413154,-0.05278824829413154,-0.05278824829413154,-0.06513414550826557,-0.06513414550826557,-0.08915523815839975,-0.30317961042093616,-0.006063592208418723,0.004470779719053191
Oceania,2020-03-30,43202462,0.04366374552795667,0.04976523475907473,0.04439208205017006,0.04366374552795667,0.04315004017789587,0.04315004017789587,0.037337385663405075,1.302759751415987,0.062036178638856514,0.0036386815177338735
European Union,2020-03-30,447045744,1.1547530358891716,1.1547530358891716,1.1547530358891716,1.1547530358891716,1.1547530358891716,1.1547530358891716,1.1547530358891716,31.178331969007626,1.1547530358891716,0.49349356964239444
North America,2020-03-30,370982987,0.6110438630546017,0.6110438630546017,0.6110438630546017,0.6110438630546017,0.6110438630546017,0.6110438630546017,0.6110438630546017,1.2220877261092034,0.6110438630546017,0.13778044220663954
Latin America and Caribbean,2020-04-06,655805524,0.13190493159457387,0.13796070285766607,0.1322867222780654,0.13190493159457387,0.12934542847919514,0.12934542847919514,0.12934542847919514,6.418979825030354,0.13954303967457288,0.024136118743641445
Asia,2020-04-06,4678110154,-0.05796705960642448,-0.05323009041161766,-0.05515755834769624,-0.05515755834769624,-0.05796705960642448,-0.0739077709143289,-0.08569443183435244,-0.3551730071487997,-0.007103460142975995,0.006248014484012939
Oceania,2020-04-06,43202462,0.006788038829218462,0.014064142025354165,0.007908705630743456,0.007661644671126789,0.006788038829218462,0.006788038829218462,-0.004361241083131187,0.552744251627284,0.02632115483939448,0.007606048007171443
European Union,2020-04-06,447045744,1.0064996548867295,1.0064996548867295,1.0064996548867295,1.0064996548867295,1.0064996548867295,1.0064996548867295,1.0064996548867295,27.1754906819417,1.0064996548867295,0.6658316380258392
North America,2020-04-06,370982987,0.902755353317635,0.902755353317635,0.902755353317635,0.902755353317635,0.902755353317635,0.902755353317635,0.902755353317635,1.80551070663527,0.902755353317635,0.4092602769409477
Latin America and Caribbean,2020-04-13,655805524,0.1331668296343821,0.13981653159484408,0.13406942542736858,0.1331668296343821,0.13146826267132275,0.13146826267132275,0.1309601279082776,6.479937211043752,0.1408682002400816,0.04507067860562883
Asia,2020-04-13,4678110154,-0.05677237019840663,-0.05529156670923242,-0.05677237019840663,-0.05677237019840663,-0.06868919120235813,-0.07095840042025786,-0.08991132388085446,-0.42682587314927,-0.0085365174629854,0.007377872445027509
Oceania,2020-04-13,43202462,-0.04441315094006679,-0.039097013058631794,-0.04441315094006679,-0.04441315094006679,-0.046280228659700516,-0.04816123705962991,-0.054864427817414026,-0.5192779863646162,-0.024727523160219825,0.008265732633478157
European Union,2020-04-13,447045744,0.6821736247778912,0.6821736247778912,0.6821736247778912,0.6821736247778912,0.6821736247778912,0.6821736247778912,0.6821736247778912,18.41868786900306,0.6821736247778912,0.6626362155905012
North America,2020-04-13,370982987,0.859618989377424,0.859618989377424,0.859618989377424,0.859618989377424,0.859618989377424,0.859618989377424,0.859618989377424,1.719237978754848,0.859618989377424,0.6106172194899061
Latin America and Caribbean,2020-04-20,655805524,0.1739235413370414,0.1792080174458991,0.1739235413370414,0.1739235413370414,0.17023834003969307,0.17023834003969307,0.16987420650484175,8.316107282997082,0.18078494093471914,0.0688361081874632
