continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Latin America and Caribbean,2021-02-01,655799753,5322.442386489494,5462.930754739193,5451.023178931606,5369.10427165418,5268.6061151726,5161.877743661515,5138.984579766062,214422.7615901267,4764.950257558371,3738
Asia,2021-02-01,4679006159,5819.6017201790355,9143.106244583552,9086.545232896407,6418.361595802985,4357.942413359194,-573.6293627478334,-1102.6622331564256,8919.217358151103,174.8866148657079,1167.143
Africa,2021-02-01,1371693397,4165.936305196197,6051.299014532049,5351.421670178034,4165.936305196197,2767.956365860196,1507.979484438072,692.1323799357552,50637.96424155316,920.6902589373302,789.144
"Europe, United States, Canada, and Oceania",2021-02-01,1162303742,6148.605426309811,6168.7143994332355,6165.81442906621,6157.19186346014,6147.95454949323,6141.295888261953,6136.812348097609,442497.7968687143,6145.8027342876985,8593.426
Latin America and Caribbean,2021-02-08,655799753,4519.815138317401,4685.266053866946,4643.364689426348,4587.707642287042,4467.3510468523955,4389.183131487169,4338.930647367655,180292.72587584078,4006.5050194631285,3382.427
Asia,2021-02-08,4679006159,5410.913227535926,9308.420212045237,8952.878920929017,5781.331110132814,4010.8237459857514,-1132.8732300034278,-1757.3354460375176,3636.10307243691,71.29613867523354,957.999
Africa,2021-02-08,1371693397,3862.708821549955,5215.130127992535,5118.745129104387,3862.708821549955,2150.7976612297803,584.4664625271608,73.3073637986064,33911.416622505545,616.5712113182826,579.431
"Europe, United States, Canada, and Oceania",2021-02-08,1162303742,4615.179151246028,4637.907246015205,4634.594741131563,4624.580521378204,4614.8912148042955,4606.998919162871,4605.253604627423,332118.19686871296,4612.75273428768,7813.716
Latin America and Caribbean,2021-02-15,655799753,4271.630823153169,4397.442006916932,4384.773066678273,4312.551969517154,4210.301138157136,4113.414476216393,4086.874499739238,170226.76159012647,3782.816924225033,3667.429
Asia,2021-02-15,4679006159,6146.6780087291745,8997.46831642315,8666.101565505629,6146.6780087291745,4172.101478022501,-339.1747243485056,-1275.9409144748527,12443.68164386545,243.99375772285194,856.145
Africa,2021-02-15,1371693397,3512.157098067012,4514.40859265659,4404.039431368042,3512.157098067012,2093.8138484819874,758.9067034621336,166.4890914253108,31796.73431822789,578.122442149598,487.142
"Europe, United States, Canada, and Oceania",2021-02-15,1162303742,4067.053299819419,4087.871952537588,4084.662433540109,4073.0431532126245,4063.976969446894,4058.1150937432517,4056.125372635651,292600.48258299916,4063.895591430544,6625.574
Latin America and Caribbean,2021-02-22,655799753,4050.9587389807784,4171.855674299483,4148.241185389461,4086.4807226908047,3996.45513500149,3916.478381026011,3887.4088974851115,160100.90444726928,3557.797876605984,3171.716
Asia,2021-02-22,4679006159,6342.892676007409,8939.25883248875,8732.094266400514,6383.416476292372,4551.668074736416,-122.76523099320157,-1281.0110720073849,6247.3030724368855,122.49613867523304,860.001
Africa,2021-02-22,1371693397,3237.6502237299323,4345.662371280085,4265.285023778948,3237.6502237299323,1855.3921289399655,680.951767200876,-94.07418079816374,26389.710508704058,479.8129183400738,389.427
"Europe, United States, Canada, and Oceania",2021-02-22,1162303742,3109.8263829772345,3130.2307034379446,3127.7032120579565,3115.8552147982923,3106.4274410543935,3098.3843330650902,3097.565190867122,223613.3397258571,3105.7408295257933,5523.005
Latin America and Caribbean,2021-03-01,655799753,5288.536448550418,5429.846326743434,5418.281498696898,5359.045373872046,5246.931965152139,5161.858772388474,5154.800715479083,216905.6814492005,4820.126254426677,3242.429
Asia,2021-03-01,4679006159,7183.966991987552,9470.118614406148,9210.240116234241,7183.966991987552,5082.022411230852,1456.263684461827,-18.631618784326733,25651.78904721142,502.9762558276749,960.147
Africa,2021-03-01,1371693397,3195.9474357571244,4512.200277012702,4070.677326398383,3195.9474357571244,1878.6356901926792,439.8832216010636,175.25346546614364,39277.33727989991,714.1334050890893,335.714
