continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
"W. Europe, NA, and Aus/NZ",2021-09-27,1062311981,4947.553842293725,4954.168617411883,4947.553842293725,4947.553842293725,4943.287072995102,4932.568524589531,4926.748910636992,223914.77625765346,4867.712527340293,3413.716
"W. Europe, NA, and Aus/NZ",2021-10-04,1062311981,4418.191406733858,4420.815317679618,4420.815317679618,4420.815317679618,4418.191406733858,4412.9569261491,4405.521153601985,199779.38738449782,4343.030160532561,3181.4300000000003
"W. Europe, NA, and Aus/NZ",2021-10-11,1062311981,4536.898041730462,4547.743152659283,4547.743152659283,4547.743152659283,4536.898041730462,4536.898041730462,4525.3582583536,205304.3816702121,4463.138731961133,2880.289
"W. Europe, NA, and Aus/NZ",2021-10-18,1062311981,4707.482706584851,4719.09324979208,4719.09324979208,4719.09324979208,4707.482706584851,4700.249903100984,4686.638470000236,212896.09024164072,4628.1758748182765,3095.575
"W. Europe, NA, and Aus/NZ",2021-10-25,1062311981,4664.015009559782,4669.856695607634,4669.856695607634,4669.856695607634,4664.015009559782,4664.015009559782,4652.032662934547,211908.53595592637,4606.707303389704,3075.572
"W. Europe, NA, and Aus/NZ",2021-11-01,1062311981,4651.153830757832,4709.513749713371,4709.513749713371,4709.513749713371,4651.153830757832,4651.153830757832,4616.829434101658,206385.0813232958,4486.632202680344,2946.572
"W. Europe, NA, and Aus/NZ",2021-11-08,1062311981,4990.2090542108635,5019.647489974831,4999.307498807025,4999.307498807025,4990.2090542108635,4980.032494764425,4952.951839165615,219585.8984661529,4773.606488394628,2975.714
"W. Europe, NA, and Aus/NZ",2021-11-15,1062311981,4993.786309391114,5043.072027223379,5012.611440816195,5012.611440816195,4993.786309391114,4993.786309391114,4954.035149335018,218494.5170857356,4749.880806211643,3133.14
"W. Europe, NA, and Aus/NZ",2021-11-22,1062311981,5100.09948173346,5138.874666863936,5138.874666863936,5138.874666863936,5100.09948173346,5100.09948173346,5088.600498101256,223253.5456571643,4853.337949068789,3232.143
"W. Europe, NA, and Aus/NZ",2021-11-29,1062311981,5731.860877391789,5799.1868160466765,5743.176219807451,5731.860877391789,5635.091462807861,5635.091462807861,5635.091462807861,227604.15625106427,4947.916440240528,3082.714
"W. Europe, NA, and Aus/NZ",2021-12-06,1062311981,6012.805783351971,6460.637085155082,6460.637085155082,6460.637085155082,6012.805783351971,6009.722243486997,5833.733258213391,217403.71748590702,4726.167771432762,3881.572
"W. Europe, NA, and Aus/NZ",2021-12-13,1062311981,5322.831393692184,5824.969580828711,5824.969580828711,5824.969580828711,5322.831393692184,5322.831393692184,5147.6305633627035,179737.82766247197,3907.3440796189557,3716.143
"W. Europe, NA, and Aus/NZ",2021-12-20,1062311981,4725.204520661187,5354.756449243608,5354.756449243608,5354.756449243608,4725.204520661187,4725.204520661187,4482.169272873338,147264.41931576238,3201.4004199078777,3698.858
"W. Europe, NA, and Aus/NZ",2021-12-27,1062311981,4159.389127076199,4764.9221656998225,4764.9221656998225,4764.9221656998225,4159.389127076199,4159.389127076199,4032.19417342474,120657.07421142829,2622.9798741614845,3488.2870000000003
"W. Europe, NA, and Aus/NZ",2022-01-03,1062311981,5728.089668228307,6491.571689261976,5728.089668228307,5728.089668228307,4799.067871813411,4799.067871813411,3735.57106705285,24546.333681866934,533.6159496058029,3353.999
"W. Europe, NA, and Aus/NZ",2022-01-10,1062311981,6612.674888430571,7204.56095721789,6612.674888430571,6612.674888430571,4718.951750340254,4718.951750340254,4076.714892862921,7322.916960945962,159.19384697708614,3664.571
"W. Europe, NA, and Aus/NZ",2022-01-17,1062311981,8676.152445053965,9208.9673115787209,8676.152445053965,8676.152445053965,6358.787835868995,6358.787835868995,4516.29651417077,0,0,4194.43
"W. Europe, NA, and Aus/NZ",2022-01-24,1062311981,8676.427545997145,10785.34900256348,8676.427545997145,8676.427545997145,7192.632682492196,7192.632682492196,5094.38566673087,0,0,4676.144
"W. Europe, NA, and Aus/NZ",2022-01-30,1062311981,8720.971042460758,10754.014033235653,8720.971042460758,8720.971042460758,7979.131700065282,7979.131700065282,4855.601495470493,0,0,4753.86
