custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Latin America and Caribbean,2020-08-31,655805524,513165.9072637356,520961.50601436367,520961.50601436367,514898.12246158987,508459.2203956459,499583.176154887,499583.176154887,23014099.55936518,500306.5121601127,321772.192
Asia,2020-08-31,4678110154,1031866.7233423684,1370918.8125619174,1370918.8125619174,1031866.7233423684,521233.9541991051,257819.74986926204,257819.74986926204,-1194504.5414251096,-23890.09082850219,142622.207
Oceania,2020-08-31,43202462,-10348.871892315252,-7342.704191338601,-7342.704191338601,-8181.71893198168,-10465.416110235617,-13681.995054430772,-13681.995054430772,-163697.29417251947,-7795.1092463104505,686.028
European Union,2020-08-31,447045744,176945.36778709578,176945.36778709578,176945.36778709578,176945.36778709578,176945.36778709578,176945.36778709578,176945.36778709578,4777524.930251585,176945.36778709578,140045.15
North America,2020-08-31,370982987,292313.7447340253,292313.7447340253,292313.7447340253,292313.7447340253,292313.7447340253,292313.7447340253,292313.7447340253,584627.4894680507,292313.7447340253,192576.006
Latin America and Caribbean,2020-09-07,655805524,532124.2424222754,540116.8876642582,540116.8876642582,533586.6438079983,527776.8154568442,518222.89510099305,518222.89510099305,23819196.3874733,517808.6171189848,339942.176
Asia,2020-09-07,4678110154,1124783.1020107525,1504663.578041231,1504663.578041231,1124783.1020107525,616081.4286623792,316386.3571622479,316386.3571622479,-950689.6371318367,-19013.79274263673,154029.225
Oceania,2020-09-07,43202462,-10904.298787876638,-7793.073904790402,-7793.073904790402,-8606.231225367219,-11002.190255142437,-14373.731700257436,-14373.731700257436,-173477.0002956542,-8260.809537888295,801.0310000000001
European Union,2020-09-07,447045744,183315.53154758303,183315.53154758303,183315.53154758303,183315.53154758303,183315.53154758303,183315.53154758303,183315.53154758303,4949519.3517847415,183315.53154758303,141249.15
North America,2020-09-07,370982987,299997.05592281173,299997.05592281173,299997.05592281173,299997.05592281173,299997.05592281173,299997.05592281173,299997.05592281173,599994.1118456235,299997.05592281173,198298.002
Latin America and Caribbean,2020-09-14,655805524,549370.5562599258,557898.3568991215,557898.3568991215,550546.1126907135,545336.7168323429,535141.4028938961,535141.4028938961,24550424.88224809,533704.8887445236,355300.176
Asia,2020-09-14,4678110154,1228593.4114337964,1651022.3527212222,1651022.3527212222,1228593.4114337964,705755.9483540667,370367.3381229239,370367.3381229239,-721116.732838563,-14422.33465677126,166430.229
Oceania,2020-09-14,43202462,-11526.206840729392,-8315.04537719463,-8315.04537719463,-9095.434269309668,-11601.144903095399,-15103.09727966836,-15103.09727966836,-184662.86641878897,-8793.469829466141,850.0310000000001
European Union,2020-09-14,447045744,190711.69530807034,190711.69530807034,190711.69530807034,190711.69530807034,190711.69530807034,190711.69530807034,190711.69530807034,5149215.7733179,190711.69530807034,142484.153
North America,2020-09-14,370982987,307790.36711159814,307790.36711159814,307790.36711159814,307790.36711159814,307790.36711159814,307790.36711159814,307790.36711159814,615580.7342231963,307790.36711159814,203560.007
Latin America and Caribbean,2020-09-21,655805524,566673.9574793141,575318.1910619988,575318.1910619988,567912.4057393484,562453.9593502748,552126.3296758063,552126.3296758063,25279723.677022878,549559.2103700625,369704.188
Asia,2020-09-21,4678110154,1323157.5475999247,1791245.915221998,1791245.915221998,1323157.5475999247,794882.5413116559,428689.9956841333,428689.9956841333,-497858.46984963724,-9957.169396992744,179164.216
Oceania,2020-09-21,43202462,-11908.065826620066,-8585.568411709844,-8585.568411709844,-9329.562712327954,-11982.717431486966,-15607.953265520757,-15607.953265520757,-190716.75254192375,-9081.750121043988,890.0360000000001
European Union,2020-09-21,447045744,195158.83906855772,195158.83906855772,195158.83906855772,195158.83906855772,195158.83906855772,195158.83906855772,195158.83906855772,5269288.654851058,195158.83906855772,144549.16
North America,2020-09-21,370982987,316459.3449670513,316459.3449670513,316459.3449670513,316459.3449670513,316459.3449670513,316459.3449670513,316459.3449670513,632918.6899341026,316459.3449670513,208988.01
Latin America and Caribbean,2020-09-28,655805524,582511.1967998161,591175.7584089595,591175.7584089595,583742.3847719837,577760.2354282123,567942.2534222152,567942.2534222152,25945106.23846433,564024.0486622681,384371.19
Asia,2020-09-28,4678110154,1414809.7471104579,1927687.448499799,1927687.448499799,1414809.7471104579,876591.2329663346,486202.8029831437,486202.8029831437,-240294.20686071203,-4805.884137214239,191241.197
Oceania,2020-09-28,43202462,-12248.306206856816,-8819.846735038354,-8819.846735038354,-9524.107603719296,-12333.372737916157,-16020.90892584888,-16020.90892584888,-196099.4786650585,-9338.070412621833,922.033
European Union,2020-09-28,447045744,201290.90282904502,201290.90282904502,201290.90282904502,201290.90282904502,201290.90282904502,201290.90282904502,201290.90282904502,5434854.376384215,201290.90282904502,146933.171
North America,2020-09-28,370982987,323525.656155838,323525.656155838,323525.656155838,323525.656155838,323525.656155838,323525.656155838,323525.656155838,647051.312311676,323525.656155838,214406.01
Latin America and Caribbean,2020-10-05,655805524,599768.7376409783,608524.8908415507,608524.8908415507,601047.9922754174,594394.9280426269,584494.9798755897,584494.9798755897,26674302.00377593,579876.1305168681,403748.191
Asia,2020-10-05,4678110154,1499420.7136693548,2032816.1513540423,2032816.1513540423,1499420.7136693548,943944.2952772257,541174.1350281489,541174.1350281489,17776.32494541764,355.52649890835403,203407.21099999998
Oceania,2020-10-05,43202462,-12714.704130755063,-9197.446429541471,-9197.446429541471,-9853.005225708746,-12807.553281070292,-16626.44223715493,-16626.44223715493,-204029.92478819328,-9715.710704199679,938.035
European Union,2020-10-05,447045744,207490.82164329579,207490.82164329579,207490.82164329579,207490.82164329579,207490.82164329579,207490.82164329579,207490.82164329579,5602252.184368986,207490.82164329579,149627.177
North America,2020-10-05,370982987,332780.63401129114,332780.63401129114,332780.63401129114,332780.63401129114,332780.63401129114,332780.63401129114,332780.63401129114,665561.2680225823,332780.63401129114,219773.008
Latin America and Caribbean,2020-10-12,655805524,616409.7985403965,625423.1177387809,625423.1177387809,617110.0819218709,610427.3879100962,600441.6970778758,600441.6970778758,27381892.335754193,595258.5290381346,416505.215
Asia,2020-10-12,4678110154,1577265.9579027395,2133708.149746453,2133708.149746453,1577265.9579027395,1005964.4524612471,592797.050950008,592797.050950008,325133.8567515473,6502.677135030948,214941.223
Oceania,2020-10-12,43202462,-13120.646087577084,-9495.664102180068,-9495.664102180068,-10118.114617333507,-13216.061367041002,-17158.535308333157,-17158.535308333157,-210585.71091132803,-10027.890995777525,944.034
European Union,2020-10-12,447045744,217793.54045754654,217793.54045754654,217793.54045754654,217793.54045754654,217793.54045754654,217793.54045754654,217793.54045754654,5880425.592353756,217793.54045754654,153152.181
North America,2020-10-12,370982987,339750.9452000776,339750.9452000776,339750.9452000776,339750.9452000776,339750.9452000776,339750.9452000776,339750.9452000776,679501.8904001552,339750.9452000776,224994.007
