custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Oceania,2021-09-13,43202462,-17106.026447194326,-6675.3652046422085,-6675.3652046422085,-9138.17221345574,-17106.026447194326,-23060.16538383753,-23060.16538383753,-297742.60485188826,-14178.219278661347,2447.102
European Union,2021-09-13,447045744,876628.4978773327,876628.4978773327,876628.4978773327,876628.4978773327,876628.4978773327,876628.4978773327,876628.4978773327,23668969.442687985,876628.4978773327,760323.277
North America,2021-09-13,370982987,917677.3041311123,917677.3041311123,917677.3041311123,917677.3041311123,917677.3041311123,917677.3041311123,917677.3041311123,1835354.6082622246,917677.3041311123,690108.02
Latin America and Caribbean,2021-09-20,655805524,2085569.4228673321,2165681.3381867446,2165681.3381867446,2101791.3319034437,2069356.6643419007,2035717.9436904471,2035717.9436904471,85353881.01965566,1855519.1526012102,1457716.365
Asia,2021-09-20,4678110154,7762701.782508822,11352328.508226098,11352328.508226098,8526490.208055384,6029902.719751736,3878009.7999984757,3878009.7999984757,26254890.90718651,525097.8181437302,1097256.531
Oceania,2021-09-20,43202462,-17244.780118788458,-6672.158187870846,-6672.158187870846,-9055.853669789847,-17244.780118788458,-23291.28276943943,-23291.28276943943,-304123.39301606955,-14482.06633409855,2615.109
European Union,2021-09-20,447045744,885364.8517802046,885364.8517802046,885364.8517802046,885364.8517802046,885364.8517802046,885364.8517802046,885364.8517802046,23904850.998065524,885364.8517802046,764125.292
North America,2021-09-20,370982987,937120.9350060523,937120.9350060523,937120.9350060523,937120.9350060523,937120.9350060523,937120.9350060523,937120.9350060523,1874241.8700121045,937120.9350060523,704503.023
Latin America and Caribbean,2021-09-27,655805524,2101876.5230251024,2183951.2423201627,2183951.2423201627,2116885.287625871,2084571.3977962234,2051691.156649078,2051691.156649078,85833275.0821871,1865940.7626562414,1468236.357
Asia,2021-09-27,4678110154,7885788.035799895,11537674.50666543,11537674.50666543,8643231.432047755,6136300.598558496,3941853.5430941815,3941853.5430941815,27404797.30172938,548095.9460345877,1112605.536
Oceania,2021-09-27,43202462,-17109.405404051005,-6245.48619789976,-6245.48619789976,-8909.0866132796309,-17109.405404051005,-23196.701449889537,-23196.701449889537,-305242.00118025084,-14535.333389535754,2819.11
European Union,2021-09-27,447045744,895146.3856830765,895146.3856830765,895146.3856830765,895146.3856830765,895146.3856830765,895146.3856830765,895146.3856830765,24168952.413443062,895146.3856830765,768145.301
North America,2021-09-27,370982987,955751.2235474801,956049.9989828863,956049.9989828863,955897.5663614775,955568.271901918,955405.7360685808,955405.7360685808,1910349.7572301491,955174.8786150746,719362.021
Latin America and Caribbean,2021-10-04,655805524,2113083.0716917254,2197755.4526751623,2197755.4526751623,2129061.2145365323,2095649.079363835,2062680.0255047027,2062680.0255047027,86112274.2839984,1872005.9626956175,1477846.3630000001
Asia,2021-10-04,4678110154,7988413.738944269,11684877.742973838,11684877.742973838,8762746.05133219,6240152.964810802,3981593.1808444527,3981593.1808444527,27675710.1042839,553514.202085678,1126190.52
Oceania,2021-10-04,43202462,-17215.931526525386,-6133.833813734235,-6133.833813734235,-8976.603487259756,-17215.931526525386,-23354.586362837334,-23354.586362837334,-310450.16162968724,-14783.341029985108,3040.114
European Union,2021-10-04,447045744,905805.8314139051,905805.8314139051,905805.8314139051,905805.8314139051,905805.8314139051,905805.8314139051,905805.8314139051,24456757.448175438,905805.8314139051,772377.305
North America,2021-10-04,370982987,971742.5119314543,972223.6868114583,972223.6868114583,972115.5230299376,971423.2366881152,971177.6454904701,971177.6454904701,1941228.311114861,970614.1555574305,733024.026
Latin America and Caribbean,2021-10-11,655805524,2122712.228489412,2208859.8780947737,2208859.8780947737,2139802.9774954077,2105021.4142124755,2072485.6015599775,2072485.6015599775,86350809.5858097,1877191.5127349934,1486452.352
Asia,2021-10-11,4678110154,8090437.272026337,11829402.338096727,11829402.338096727,8913153.513541987,6340109.266585355,4022105.748720617,4022105.748720617,28018255.906838417,560365.1181367683,1137438.533
Oceania,2021-10-11,43202462,-17304.913113731767,-6107.877713599954,-6107.877713599954,-9022.32670204932,-17304.913113731767,-23489.015392640205,-23489.015392640205,-315889.3220791237,-15042.348670434463,3225.11
European Union,2021-10-11,447045744,919684.237144734,919684.237144734,919684.237144734,919684.237144734,919684.237144734,919684.237144734,919684.237144734,24831474.40290782,919684.237144734,777417.319
North America,2021-10-11,370982987,986113.3111454264,986881.8921150706,986881.8921150706,986625.2576709193,985653.5195751789,985211.4638581604,985211.4638581604,1968858.1983329055,984429.0991664528,744077.026
Latin America and Caribbean,2021-10-18,655805524,2130268.09404864,2217819.185902794,2217819.185902794,2146820.759182368,2112656.414735668,2080024.6785352437,2080024.6785352437,86509153.85428765,1880633.779441036,1493136.372
Asia,2021-10-18,4678110154,8194135.072033193,11968717.273331787,11968717.273331787,9059485.532806952,6432644.500997387,4061762.916833372,4061762.916833372,28308773.709392935,566175.4741878588,1147655.523
Oceania,2021-10-18,43202462,-17173.400710450096,-5856.861670391081,-5856.861670391081,-8896.523242441195,-17173.400710450096,-23466.1937531205,-23466.1937531205,-318618.2225285602,-15172.29631088382,3443.111
European Union,2021-10-18,447045744,937265.4428755628,937265.4428755628,937265.4428755628,937265.4428755628,937265.4428755628,937265.4428755628,937265.4428755628,25306166.957640193,937265.4428755628,783202.336
North America,2021-10-18,370982987,999037.5002868655,1000061.5817652651,1000061.5817652651,999647.1206675338,998402.2962487779,997639.903072211,997639.903072211,1993560.752217617,996780.3761088084,756702.03
Latin America and Caribbean,2021-10-25,655805524,2136789.076647628,2226066.9130666764,2226066.9130666764,2153262.075060239,2119694.005093485,2086719.5490282814,2086719.5490282814,86641783.35609895,1883517.029480412,1499438.374
Asia,2021-10-25,4678110154,8303127.349870691,12128415.833803693,12128415.833803693,9209992.668745475,6528474.563570885,4114519.8984492254,4114519.8984492254,28576505.511947453,571530.1102389491,1158262.525
Oceania,2021-10-25,43202462,-17322.93660256094,-5869.434958867328,-5869.434958867328,-8976.342319666552,-17322.93660256094,-23678.145763597306,-23678.145763597306,-325175.00297799666,-15484.523951333174,3593.107
European Union,2021-10-25,447045744,956369.0486063915,956369.0486063915,956369.0486063915,956369.0486063915,956369.0486063915,956369.0486063915,956369.0486063915,25821964.312372573,956369.0486063915,789972.337
North America,2021-10-25,370982987,1010982.2240709146,1012195.5597562398,1012195.5597562398,1011641.9603984256,1010239.4462118333,1009168.1683762469,1009168.1683762469,2016531.3061023285,1008265.6530511642,768365.024
Latin America and Caribbean,2021-11-01,655805524,2144909.0109498673,2236081.192012353,2236081.192012353,2161690.995792383,2128569.0944874114,2094312.8113972554,2094312.8113972554,86837609.06332998,1887774.110072391,1505071.372
Asia,2021-11-01,4678110154,8409472.337633101,12274173.997142019,12274173.997142019,9320639.679921249,6623716.2306854855,4171019.848050759,4171019.848050759,28861028.977639336,577220.5795527868,1169965.531
Oceania,2021-11-01,43202462,-17112.10478939705,-5681.6780334862015,-5681.6780334862015,-8066.87061963954,-17112.10478939705,-23544.800893853113,-23544.800893853113,-325711.9658993444,-15510.093614254496,3738.105
European Union,2021-11-01,447045744,976130.7828495926,976850.7687763362,976850.7687763362,976443.3029868016,976053.5587342322,975226.7041637086,975226.7041637086,26334360.502581574,975346.685280799,798112.336
North America,2021-11-01,370982987,1021853.742715479,1023098.4142652975,1023098.4142652975,1022465.7097637126,1021045.4063755178,1019716.4919324649,1019716.4919324649,2037548.5266537066,1018774.2633268533,777702.023
Latin America and Caribbean,2021-11-08,655805524,2152913.4799428144,2246457.466863033,2246457.466863033,2170240.5866513606,2137376.4530041493,2102257.035285685,2102257.035285685,87032510.17056102,1892011.09066437,1509857.377
Asia,2021-11-08,4678110154,8508727.462338198,12409106.297763204,12409106.297763204,9420243.75845455,6709231.100297526,4224652.897614106,4224652.897614106,29109371.443331223,582187.4288666245,1179995.551
Oceania,2021-11-08,43202462,-16809.77014879721,-5425.908544395881,-5425.908544395881,-7322.435070129226,-16809.77014879721,-23389.562693117772,-23389.562693117772,-325728.1288206922,-15510.86327717582,3868.109
European Union,2021-11-08,447045744,997687.9540449498,998927.4568823671,998927.4568823671,998365.6220310314,997519.1900029171,996015.8427001586,996015.8427001586,26887089.832790576,995818.1419552065,807586.339
North America,2021-11-08,370982987,1033119.5227375432,1034552.648324648,1034552.648324648,1033716.884693292,1032301.8376654225,1030664.8985034196,1030664.8985034196,2059475.0805384186,1029737.5402692093,786317.021
Latin America and Caribbean,2021-11-15,655805524,2160566.7637145235,2255391.868779125,2255391.868779125,2178489.7200528835,2144156.486806533,2109691.431470156,2109691.431470156,87212131.6111254,1895915.9045896824,1514733.395
Asia,2021-11-15,4678110154,8596091.48456271,12534568.15273867,12534568.15273867,9516043.098109616,6793985.243694092,4276075.601703355,4276075.601703355,29322691.909023106,586453.8381804621,1189860.546
Oceania,2021-11-15,43202462,-16486.467540093814,-5021.487719804736,-5021.487719804736,-6625.219057082517,-16486.467540093814,-23060.98793529155,-23060.98793529155,-325168.89174204,-15484.232940097143,3979.115
European Union,2021-11-15,447045744,1021245.7430138154,1023158.5561411127,1023158.5561411127,1022168.472007339,1020786.1617682767,1018604.404977383,1018604.404977383,27488309.00906699,1018085.5188543331,818115.319
North America,2021-11-15,370982987,1042791.9443932704,1044405.8464539394,1044405.8464539394,1043413.2641574707,1041924.1540759585,1040057.3287126194,1040057.3287126194,2078270.9677564632,1039135.4838782316,795046.021
Latin America and Caribbean,2021-11-22,655805524,2167355.282640586,2263040.21901969,2263040.21901969,2185622.4213430732,2150099.9700424857,2116415.480931447,2116415.480931447,87362807.55168976,1899191.4685149947,1519070.392
Asia,2021-11-22,4678110154,8688975.151138578,12630129.278745752,12630129.278745752,9612433.628604347,6875940.77594911,4325412.7467452735,4325412.7467452735,29550484.374714993,591009.6874942998,1199869.545
Oceania,2021-11-22,43202462,-16233.826427892855,-4782.091914125494,-4782.091914125494,-6251.728581543185,-16233.826427892855,-22890.66755423925,-22890.66755423925,-325735.2546633878,-15511.202603018464,4152.113
European Union,2021-11-22,447045744,1045892.6178240099,1048497.4395907202,1048497.4395907202,1047010.0567226646,1045481.5908265723,1042973.2070078305,1042973.2070078305,28118002.38534341,1041407.4957534596,829934.322
North America,2021-11-22,370982987,1053292.7084618274,1055191.847998098,1055191.847998098,1053941.7036299943,1052405.1986271578,1050276.9249550526,1050276.9249550526,2098703.5216411743,1049351.7608205872,803229.021
Latin America and Caribbean,2021-11-29,655805524,2174506.16402707,2270897.861752177,2270897.861752177,2192964.9456267073,2156068.4020110248,2122887.795909019,2122887.795909019,87517962.3589208,1902564.3991069738,1523818.401
Asia,2021-11-29,4678110154,8777833.153879153,12722557.158316335,12722557.158316335,9710727.014841234,6963210.45804146,4374280.585401649,4374280.585401649,29734665.964002363,594693.3192800473,1210052.557
Oceania,2021-11-29,43202462,-16078.504076335023,-4618.045161483127,-4618.045161483127,-6086.270374696609,-16078.504076335023,-22575.64293439116,-22575.64293439116,-325986.61758473556,-15523.172265939787,4211.116
European Union,2021-11-29,447045744,1073207.8837603903,1076539.5706916694,1076539.5706916694,1074204.9879087764,1072140.9283551814,1069651.3011968597,1069651.3011968597,28718040.296451285,1063631.1220907883,842526.321
North America,2021-11-29,370982987,1065629.5530109606,1067910.408677255,1067910.408677255,1066413.4520892876,1064644.2089322426,1062442.1301733265,1062442.1301733265,2122791.4088592194,1061395.7044296097,809783.0160000001
Latin America and Caribbean,2021-12-06,655805524,2183088.22939712,2280870.950461922,2280870.950461922,2203165.4534502877,2164240.6000837376,2132092.237076761,2132092.237076761,87672732.94533023,1905928.9770723965,1528289.406
Asia,2021-12-06,4678110154,8872773.941854667,12813372.628773235,12813372.628773235,9806942.634574922,7047437.794746357,4421025.7895053355,4421025.7895053355,29857534.32796393,597150.6865592786,1221940.559
Oceania,2021-12-06,43202462,-15821.42650154173,-4180.095909066128,-4180.095909066128,-5686.904174778011,-15821.42650154173,-22352.868991142113,-22352.868991142113,-325494.5805060833,-15499.74192886111,4279.121
European Union,2021-12-06,447045744,1099093.4996982336,1103270.023933841,1103270.023933841,1100483.3756137767,1097842.399999218,1095688.9731285502,1095688.9731285502,29242141.558810856,1083042.2799559578,855597.323
North America,2021-12-06,370982987,1077576.7878890086,1080143.1517246012,1080143.1517246012,1078459.4976225176,1076466.9208806772,1074086.9980739723,1074086.9980739723,2146061.9627439305,1073030.9813719653,821432.017
Latin America and Caribbean,2021-12-13,655805524,2191981.346789253,2291327.8101350223,2291327.8101350223,2213756.4571172143,2171341.457086189,2140783.4237384875,2140783.4237384875,87821065.83173968,1909153.6050378191,1532327.405
Asia,2021-12-13,4678110154,8949877.54949318,12874742.625435,12874742.625435,9911350.856911903,7132613.497582703,4453101.857786137,4453101.857786137,29968327.691925496,599366.5538385098,1230984.573
Oceania,2021-12-13,43202462,-15855.682030272385,-3311.786700518868,-3311.786700518868,-5342.562376304042,-15855.682030272385,-22384.777191716716,-22384.777191716716,-326863.1434274311,-15564.911591782433,4367.125
European Union,2021-12-13,447045744,1122389.538055156,1126983.5443256872,1126983.5443256872,1123720.0191902705,1120493.5748965458,1118731.5014390934,1118731.5014390934,29662423.34341762,1098608.2719784302,869839.327
North America,2021-12-13,370982987,1085741.0105638255,1088466.10633652,1088466.10633652,1086615.9008114839,1084393.3682942472,1082016.8645533416,1082016.8645533416,2161753.1832953086,1080876.5916476543,830750.018
Latin America and Caribbean,2021-12-20,655805524,2200471.919812714,2302052.058383867,2302052.058383867,2224825.0810681097,2178108.696816054,2149073.5789530626,2149073.5789530626,87976623.01814912,1912535.2830032418,1536304.399
Asia,2021-12-20,4678110154,9026745.413968643,12932898.823958185,12932898.823958185,9992938.318267532,7210891.733137066,4489322.390040546,4489322.390040546,30081160.505325258,601623.2101065052,1239295.603
Oceania,2021-12-20,43202462,-15639.550143500692,-2748.8383518037567,-2748.8383518037567,-4995.7836346836175,-15639.550143500692,-21775.08022379722,-21775.08022379722,-326043.50634877884,-15525.881254703756,4413.129
European Union,2021-12-20,447045744,1142125.8920615197,1148115.8911845114,1148115.8911845114,1144022.8096132267,1139565.8702461815,1138645.2833461503,1138645.2833461503,29980682.776338983,1110395.6583829254,883918.322
North America,2021-12-20,370982987,1098606.6156628528,1109623.195034336,1109623.195034336,1102539.5788515054,1097824.2416753531,1096189.3815853065,1096189.3815853065,2161753.1832953086,1080876.5916476543,840235.018
Latin America and Caribbean,2021-12-27,655805524,2210658.8675874663,2315142.051469393,2315142.051469393,2240735.7822764795,2186933.655648227,2158703.1893208018,2158703.1893208018,88144320.37122522,1916180.8776353311,1539305.432
Asia,2021-12-27,4678110154,9104236.939034447,13015951.783073101,13015951.783073101,10103131.712779844,7298442.954958998,4516259.501246768,4516259.501246768,30165139.072998527,603302.7814599705,1247639.617
Oceania,2021-12-27,43202462,-15617.603753521133,-1900.6760653500958,-1900.6760653500958,-4694.8544929044565,-15617.603753521133,-21012.19510631975,-21012.19510631975,-327055.06927012664,-15574.050917625078,4463.13
European Union,2021-12-27,447045744,1158900.1063687685,1167508.3424383006,1167508.3424383006,1162433.8081074965,1157244.2274394522,1156408.2588911667,1156408.2588911667,30234635.126114283,1119801.3009671958,895780.326
North America,2021-12-27,370982987,1116433.4796134527,1143309.4344668544,1143309.4344668544,1124383.431854951,1113893.3753778057,1105957.9760003295,1105957.9760003295,2161753.1832953086,1080876.5916476543,850809.022
Latin America and Caribbean,2022-01-03,655805524,2226179.6566571887,2328945.259452515,2328945.259452515,2258674.4954564054,2204242.895103793,2168659.018364807,2168659.018364807,88203152.31842297,1917459.8330091953,1542200.436
Asia,2022-01-03,4678110154,9149512.283168675,13121238.987350265,13121238.987350265,10156063.773678286,7373695.34079727,4567391.6662962735,4567391.6662962735,30143625.871453654,602872.517429073,1254745.611
Oceania,2022-01-03,43202462,-14775.455723562489,-154.56880316542924,-154.56880316542924,-3932.592052027593,-14775.455723562489,-19586.16186547371,-19586.16186547371,-327055.06927012664,-15574.050917625078,4538.128
European Union,2022-01-03,447045744,1169905.8057871372,1183353.9386739084,1183353.9386739084,1176492.2282242496,1169905.8057871372,1167789.6607087175,1167789.6607087175,30326114.716001987,1123189.4339259996,907645.326
North America,2022-01-03,370982987,1138262.372386538,1183338.3872289404,1183338.3872289404,1152277.8864046028,1134780.5088326188,1117026.6309694047,1117026.6309694047,2161753.1832953086,1080876.5916476543,860341.02
Latin America and Caribbean,2022-01-10,655805524,2242196.9850289305,2366669.6233612495,2366669.6233612495,2285793.584977426,2227405.8678641664,2192376.923075964,2192376.923075964,88281220.69895387,1919156.9717163886,1545514.432
Asia,2022-01-10,4678110154,9269399.335385822,13274715.304969657,13274715.304969657,10262237.706626173,7478802.993817029,4648545.169032073,4648545.169032073,30158576.003242053,603171.520064841,1262222.626
Oceania,2022-01-10,43202462,-12655.377866018538,1715.6115231409658,1715.6115231409658,-1638.4796666358218,-12655.377866018538,-17921.27147607096,-17921.27147607096,-327055.06927012664,-15574.050917625078,4696.125
European Union,2022-01-10,447045744,1181544.642598895,1202995.1278378563,1202995.1278378563,1196749.367652419,1181544.642598895,1180327.821679677,1180327.821679677,30347120.472041324,1123967.4248904195,918628.319
North America,2022-01-10,370982987,1163483.2095953266,1228732.9902571575,1228732.9902571575,1184405.015825679,1153887.6200368025,1131702.7052201154,1131702.7052201154,2161753.1832953086,1080876.5916476543,872492.019
Latin America and Caribbean,2022-01-17,655805524,2269604.2271011844,2406787.0977260955,2406787.0977260955,2320043.828895344,2254539.8205259433,2224016.7164806044,2224016.7164806044,88281220.69895387,1919156.9717163886,1551225.431
Asia,2022-01-17,4678110154,9435221.192641588,13549248.875857607,13549248.875857607,10422343.800152004,7709821.233583623,4737647.682540149,4737647.682540149,30158576.003242053,603171.520064841,1269408.616
Oceania,2022-01-17,43202462,-10458.095653895414,3788.2278115613813,3788.2278115613813,131.0756944668224,-11424.525863850313,-17172.253111730777,-17172.253111730777,-327055.06927012664,-15574.050917625078,5093.123
European Union,2022-01-17,447045744,1205498.0343501996,1242450.673156117,1242450.673156117,1225368.7702860853,1205498.0343501996,1197077.3301763746,1197077.3301763746,30347120.472041324,1123967.4248904195,931427.3150000001
North America,2022-01-17,370982987,1186615.7774323423,1271708.979277022,1271708.979277022,1218588.100146672,1183010.4910007305,1144097.9758611426,1144097.9758611426,2161753.1832953086,1080876.5916476543,885402.021
Latin America and Caribbean,2022-01-24,655805524,2297921.889416402,2447695.3879740704,2447695.3879740704,2360233.723969474,2291987.5368468445,2245925.82565408,2245925.82565408,88281220.69895387,1919156.9717163886,1560038.438
Asia,2022-01-24,4678110154,9601526.920449644,13843424.800870547,13843424.800870547,10583770.415640505,7876551.019149593,4826345.732791753,4826345.732791753,30158576.003242053,603171.520064841,1278264.624
Oceania,2022-01-24,43202462,-8643.08639799022,5915.1652559055665,5915.1652559055665,1886.1732564205822,-10605.18987420137,-16660.066408273062,-16660.066408273062,-327055.06927012664,-15574.050917625078,5584.124
European Union,2022-01-24,447045744,1228636.5764682556,1284281.6815439074,1284281.6815439074,1256595.8224230055,1226707.6151667617,1215010.8678959075,1215010.8678959075,30347120.472041324,1123967.4248904195,943309.325
North America,2022-01-24,370982987,1209830.745888622,1306438.9091242293,1306438.9091242293,1253162.9537197081,1209830.745888622,1157059.721794578,1157059.721794578,2161753.1832953086,1080876.5916476543,901439.021
Latin America and Caribbean,2022-01-25,655805524,2302246.9847477726,2453676.579643486,2453676.579643486,2366703.296742579,2297980.3745469954,2249291.0736313444,2249291.0736313444,88281220.69895387,1919156.9717163886,1561447.722
Asia,2022-01-25,4678110154,9628339.396718947,13885702.824244201,13885702.824244201,10613756.820497636,7904825.5519964285,4843507.487799625,4843507.487799625,30158576.003242053,603171.520064841,1279556.911
Oceania,2022-01-25,43202462,-8450.559244543985,6366.103369437238,6366.103369437238,2152.9563572569673,-10480.475989390843,-16554.921954475776,-16554.921954475776,-327055.06927012664,-15574.050917625078,5649.839
European Union,2022-01-25,447045744,1232082.2854535123,1290218.8922569817,1290218.8922569817,1260651.5655057933,1229725.727743313,1217104.28216347,1217104.28216347,30347120.472041324,1123967.4248904195,944992.61
North America,2022-01-25,370982987,1213398.5166503645,1311883.464758428,1311883.464758428,1258648.6925184971,1213398.5166503645,1159045.1761807262,1159045.1761807262,2161753.1832953086,1080876.5916476543,903697.164
