custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Asia,2021-08-02,4678110154,25984.297115202862,34801.37572130648,34801.37572130648,32636.149321577028,21441.10748744077,14321.154895075786,14321.154895075786,187395.42197950822,3747.9084395901646,4284.143
Oceania,2021-08-02,43202462,6.538750776833392,37.594206523184816,37.594206523184816,24.62354229263716,5.745368083567135,-5.524208123273933,-5.524208123273933,-365.8618114728939,-17.421991022518757,9.858
European Union,2021-08-02,447045744,649.9413716852106,649.9413716852106,649.9413716852106,649.9413716852106,649.9413716852106,649.9413716852106,649.9413716852106,17548.417035500686,649.9413716852106,180.571
North America,2021-08-02,370982987,1709.3282202295393,1709.3282202295393,1709.3282202295393,1709.3282202295393,1709.3282202295393,1709.3282202295393,1709.3282202295393,3418.6564404590786,1709.3282202295393,400.857
Latin America and Caribbean,2021-08-09,655805524,3927.283693570215,4233.4341099249805,4233.4341099249805,3961.974322673266,3832.536449916745,3747.2118033684224,3747.2118033684224,144313.4584178671,3137.2490960405894,2324.571
Asia,2021-08-09,4678110154,25981.714606552017,33921.44247467169,33921.44247467169,31999.345913999612,20771.65315686554,13744.077275958643,13744.077275958643,186166.56483665112,3723.331296733022,4664.43
Oceania,2021-08-09,43202462,-2.8765565331851475,23.73192753345394,23.73192753345394,18.400071515504607,-4.041732853852878,-16.97226013876997,-16.97226013876997,-515.1418114728984,-24.5305624510904,13.428
European Union,2021-08-09,447045744,1022.0042288280803,1022.0042288280803,1022.0042288280803,1022.0042288280803,1022.0042288280803,1022.0042288280803,1022.0042288280803,27594.114178358166,1022.0042288280803,230.573
North America,2021-08-09,370982987,2118.6615535628684,2118.6615535628684,2118.6615535628684,2118.6615535628684,2118.6615535628684,2118.6615535628684,2118.6615535628684,4237.323107125737,2118.6615535628684,531.429
Latin America and Caribbean,2021-08-16,655805524,4050.3286109558776,4360.173493464928,4360.173493464928,4113.153794237084,3969.4296297940805,3869.8790594375278,3869.8790594375278,153910.920322629,3345.8895722310654,2130.858
Asia,2021-08-16,4678110154,26626.028906810985,34903.545958870425,34903.545958870425,32498.285175085417,21235.121700652628,14066.51457419305,14066.51457419305,202013.99340807964,4040.2798681615927,4835.004
Oceania,2021-08-16,43202462,-3.5509749526469685,36.09214407776061,36.09214407776061,18.218610620910454,-3.5509749526469685,-23.912897803957133,-23.912897803957133,-491.7418114728947,-23.41627673680451,20.858
European Union,2021-08-16,447045744,1006.8042288280708,1006.8042288280708,1006.8042288280708,1006.8042288280708,1006.8042288280708,1006.8042288280708,1006.8042288280708,27183.71417835791,1006.8042288280708,264.713
North America,2021-08-16,370982987,2660.756791658125,2660.756791658125,2660.756791658125,2660.756791658125,2660.756791658125,2660.756791658125,2660.756791658125,5321.51358331625,2660.756791658125,746
Latin America and Caribbean,2021-08-23,655805524,3977.021590275638,4254.567281719673,4254.567281719673,3991.3442160541886,3904.0420823373015,3755.483251850492,3755.483251850492,148262.12032262902,3223.0895722310656,2194.0009999999997
Asia,2021-08-23,4678110154,26366.290424892788,34040.98511712897,34040.98511712897,32232.308731799003,20258.155877932317,13575.164682626117,13575.164682626117,229344.56483665085,4586.891296733017,4544.43
Oceania,2021-08-23,43202462,-19.20068210048245,26.049740695695718,26.049740695695718,-0.5532259787952166,-22.456901312067878,-29.443976338839963,-29.443976338839963,-873.2218114729056,-41.58199102251932,23.858
European Union,2021-08-23,447045744,867.0899431138022,867.0899431138022,867.0899431138022,867.0899431138022,867.0899431138022,867.0899431138022,867.0899431138022,23411.42846407266,867.0899431138022,394.716
North America,2021-08-23,370982987,2957.4710773723973,2957.4710773723973,2957.4710773723973,2957.4710773723973,2957.4710773723973,2957.4710773723973,2957.4710773723973,5914.942154744795,2957.4710773723973,1095.143
Latin America and Caribbean,2021-08-30,655805524,3820.96412071101,4069.2868175017857,4069.2868175017857,3873.840422493362,3761.0210101024036,3666.448736874141,3666.448736874141,144783.6441321528,3147.470524612018,1997.426
Asia,2021-08-30,4678110154,25187.22234596276,32184.025965495854,32184.025965495854,29971.79063239176,18205.194180447375,11822.99416911822,11822.99416911822,198284.4022358384,3965.688044716768,4165.142
Oceania,2021-08-30,43202462,-17.95708936229933,31.245394683816937,31.245394683816937,0.6838589196876198,-17.95708936229933,-22.15125759185731,-22.15125759185731,-653.1418114728945,-31.101991022518785,25.572
European Union,2021-08-30,447045744,922.329943113783,922.329943113783,922.329943113783,922.329943113783,922.329943113783,922.329943113783,922.329943113783,24902.90846407214,922.329943113783,448.143
North America,2021-08-30,370982987,3086.042505943825,3086.042505943825,3086.042505943825,3086.042505943825,3086.042505943825,3086.042505943825,3086.042505943825,6172.08501188765,3086.042505943825,1381.143
Latin America and Caribbean,2021-09-06,655805524,3396.204201194463,3702.082840109049,3702.082840109049,3430.7116640746885,3254.6136349507274,3064.7241695906764,3064.7241695906764,116100.50839801719,2523.9240956090694,1936.715
Asia,2021-09-06,4678110154,24106.834024843934,31377.290205091318,31377.290205091318,27789.075106594886,17643.289292954334,10623.28546914301,10623.28546914301,198465.79394090755,3969.315878818151,3834.574
Oceania,2021-09-06,43202462,-33.51841435011355,3.340205948908014,3.340205948908014,-15.451210233974884,-33.51841435011355,-39.68984986469857,-39.68984986469857,-963.3211663116076,-45.872436491028935,24
European Union,2021-09-06,447045744,1724.2991289816862,1724.2991289816862,1724.2991289816862,1724.2991289816862,1724.2991289816862,1724.2991289816862,1724.2991289816862,46556.07648250553,1724.2991289816862,477.428
North America,2021-09-06,370982987,3098.32822022954,3098.32822022954,3098.32822022954,3098.32822022954,3098.32822022954,3098.32822022954,3098.32822022954,6196.65644045908,3098.32822022954,1447.143
Latin America and Caribbean,2021-09-13,655805524,3003.510302382659,3332.5182744365984,3332.5182744365984,3083.871896550187,2889.961293635837,2811.1236451605396,2811.1236451605396,102509.47982658836,2228.466952751921,1682.5710000000001
Asia,2021-09-13,4678110154,21363.88022464224,30096.670229632622,30096.670229632622,24577.723458225948,15947.677667236661,10576.745405577498,10576.745405577498,186976.36536947897,3739.527307389579,3321.716
Oceania,2021-09-13,43202462,-22.88953873115514,7.128004290225163,7.128004290225163,-0.7408206627363305,-22.88953873115514,-36.93496478250836,-36.93496478250836,-720.261166311601,-34.2981507767429,19.285
European Union,2021-09-13,447045744,1449.050557553105,1449.050557553105,1449.050557553105,1449.050557553105,1449.050557553105,1449.050557553105,1449.050557553105,39124.365053933834,1449.050557553105,495.144
North America,2021-09-13,370982987,2999.2329821342814,2999.2329821342814,2999.2329821342814,2999.2329821342814,2999.2329821342814,2999.2329821342814,2999.2329821342814,5998.465964268563,2999.2329821342814,1938.714
Latin America and Caribbean,2021-09-20,655805524,2756.270430607495,3056.936606183725,3056.936606183725,2808.318323564442,2634.9814477557616,2514.4404873336293,2514.4404873336293,91139.37506468367,1981.290762275732,1616.142
Asia,2021-09-20,4678110154,18806.277142875406,28739.885722310868,28739.885722310868,22843.71399304646,15564.6385926428,9283.320421848737,9283.320421848737,175911.05636326782,3518.2211272653562,2823.286
Oceania,2021-09-20,43202462,-19.821953084875663,16.266516691570157,16.266516691570157,2.025328778504506,-24.206737518106284,-38.60177421797254,-38.60177421797254,-911.5411663116081,-43.40672220531467,24.000999999999998
European Union,2021-09-20,447045744,1248.0505575531183,1248.0505575531183,1248.0505575531183,1248.0505575531183,1248.0505575531183,1248.0505575531183,1248.0505575531183,33697.3650539342,1248.0505575531183,543.145
North America,2021-09-20,370982987,2777.661553562854,2777.661553562854,2777.661553562854,2777.661553562854,2777.661553562854,2777.661553562854,2777.661553562854,5555.323107125708,2777.661553562854,2056.429
Latin America and Caribbean,2021-09-27,655805524,2329.5857368243533,2597.0394174257626,2597.0394174257626,2365.431690255148,2161.646354772102,1991.0742654584167,1991.0742654584167,68484.86607591974,1488.8014364330377,1502.856
Asia,2021-09-27,4678110154,17583.750470153274,26477.999777046993,26477.999777046993,21881.87244584505,14503.053912051284,9120.534727957966,9120.534727957966,164272.34207755353,3285.4468415510705,2192.715
Oceania,2021-09-27,43202462,19.339244962493265,60.95314142444086,60.95314142444086,38.443533215273504,14.693703826008248,-0.1882870160022036,-0.1882870160022036,-159.8011663116105,-7.609579348171929,29.143
European Union,2021-09-27,447045744,1397.3619861245509,1397.3619861245509,1397.3619861245509,1397.3619861245509,1397.3619861245509,1397.3619861245509,1397.3619861245509,37728.773625362875,1397.3619861245509,574.287
North America,2021-09-27,370982987,2661.4697916325554,2704.151996690582,2704.151996690582,2682.375907917902,2635.3338422665342,2612.1144375040726,2612.1144375040726,5158.2696025778,2579.1348012889,2122.714
Latin America and Caribbean,2021-10-04,655805524,1600.9355238032606,1866.0355312231566,1866.0355312231566,1726.3613240313878,1509.4373705050969,1349.2352678724267,1349.2352678724267,39857.028830185096,866.4571484822848,1372.858
Asia,2021-10-04,4678110154,14660.81473491049,23854.64191026756,23854.64191026756,18312.764951882025,11955.108338170827,5677.091107181616,5677.091107181616,38701.828936359656,774.0365787271932,1940.712
Oceania,2021-10-04,43202462,-15.218017496340286,57.96240458896461,57.96240458896461,9.26343305512692,-20.397875736620062,-29.255491192207987,-29.255491192207987,-744.0229213480641,-35.42966292133639,31.572000000000003
European Union,2021-10-04,447045744,1522.7779615469685,1522.7779615469685,1522.7779615469685,1522.7779615469685,1522.7779615469685,1522.7779615469685,1522.7779615469685,41115.00496176815,1522.7779615469685,604.572
North America,2021-10-04,370982987,2284.469769139164,2332.3029214258318,2332.3029214258318,2309.239382307036,2261.064723153526,2250.3220563201417,2250.3220563201417,4411.221983530258,2205.610991765129,1951.7150000000001
Latin America and Caribbean,2021-10-11,655805524,1375.5938282409659,1626.0628648372356,1626.0628648372356,1538.4066296557019,1295.8013979100224,1159.9066953002657,1159.9066953002657,34076.47168732797,740.7928627679993,1229.4270000000001
Asia,2021-10-11,4678110154,14574.79044029545,21486.780315685042,21486.780315685042,16659.961365738396,11223.417472066089,5787.509696594936,5787.509696594936,48935.114650645366,978.7022930129073,1606.859
Oceania,2021-10-11,43202462,-12.711655315197179,54.904723649015615,54.904723649015615,5.241299326254215,-19.204147114695925,-29.375187168020876,-29.375187168020876,-777.0229213480641,-37.00109149276496,26.427999999999997
European Union,2021-10-11,447045744,1982.6293901183988,1982.6293901183988,1982.6293901183988,1982.6293901183988,1982.6293901183988,1982.6293901183988,1982.6293901183988,53530.993533196764,1982.6293901183988,720.0020000000001
North America,2021-10-11,370982987,2052.9713162817284,2097.718088539136,2097.718088539136,2070.2215740705756,2031.0564863353663,2004.8311953843252,2004.8311953843252,3947.126745434943,1973.5633727174716,1579
Latin America and Caribbean,2021-10-18,655805524,1079.4093656040177,1369.4264735367087,1369.4264735367087,1210.216584346625,998.1832505055261,875.443380133743,875.443380133743,22620.609782566047,491.75238657752277,954.8599999999999
Asia,2021-10-18,4678110154,14813.971429550893,20904.57418070919,20904.57418070919,16414.774937246955,9985.3992664088,5665.309730393543,5665.309730393543,41502.54322207393,830.0508644414787,1459.57
Oceania,2021-10-18,43202462,18.787486183096043,90.08341603058109,90.08341603058109,36.351047094744075,9.298166327944662,-3.031539522656386,-3.031539522656386,-389.8429213480674,-18.563948635622257,31.143
European Union,2021-10-18,447045744,2511.600818689827,2511.600818689827,2511.600818689827,2511.600818689827,2511.600818689827,2511.600818689827,2511.600818689827,67813.22210462533,2511.600818689827,826.431
North America,2021-10-18,370982987,1846.3127344913114,1882.8128071706378,1882.8128071706378,1860.2661423735035,1818.2413534231052,1775.4913162929417,1775.4913162929417,3528.9362692444856,1764.4681346222428,1803.5720000000001
Latin America and Caribbean,2021-10-25,655805524,931.5689427125387,1292.547247818158,1292.547247818158,1068.438575086105,868.2440312108846,748.78026355201,748.78026355201,18947.071687327956,411.8928627679991,900.286
Asia,2021-10-25,4678110154,15570.325405356929,22814.08006741521,22814.08006741521,17648.915925741556,11307.377048625196,7536.711659407607,7536.711659407607,38247.400364931076,764.9480072986215,1515.286
Oceania,2021-10-25,43202462,-21.36227030154979,37.789537382294824,37.789537382294824,-1.796184068035264,-23.245238894357936,-33.59277746525758,-33.59277746525758,-936.6829213480671,-44.603948635622245,21.428
European Union,2021-10-25,447045744,2729.0865329755406,2729.0865329755406,2729.0865329755406,2729.0865329755406,2729.0865329755406,2729.0865329755406,2729.0865329755406,73685.3363903396,2729.0865329755406,967.143
North America,2021-10-25,370982987,1706.3891120070043,1735.449297979088,1735.449297979088,1714.6995601121962,1689.9882650836446,1646.8950434337114,1646.8950434337114,3281.5076978159427,1640.7538489079714,1666.1419999999998
Latin America and Caribbean,2021-11-01,655805524,1159.9906146056205,1430.6112779538025,1430.6112779538025,1227.928308244737,1084.7517669963138,1025.0290816235304,1025.0290816235304,27975.101033005016,608.1543702827178,804.714
Asia,2021-11-01,4678110154,15192.141108915794,20822.594762617857,20822.594762617857,16761.84186669754,10722.546064306196,8071.421371647693,8071.421371647693,40646.20938455499,812.9241876910997,1671.858
Oceania,2021-11-01,43202462,30.1188304519846,124.23852755228734,124.23852755228734,68.40658957271616,22.919784520726054,-11.84556562848557,-11.84556562848557,-76.7089887639681,-3.6528089887603854,20.714
European Union,2021-11-01,447045744,2823.1048918858746,2925.9600242778047,2925.9600242778047,2867.75062577286,2812.0728754058096,2693.9507939024397,2693.9507939024397,73199.45574414315,2711.0909534867833,1162.857
North America,2021-11-01,370982987,1553.0740920806345,1592.6654650669761,1592.6654650669761,1559.5464150180983,1540.9550669096452,1506.9033651739994,1506.9033651739994,3002.4600787683144,1501.2300393841572,1333.857
Latin America and Caribbean,2021-11-08,655805524,1143.495570420987,1360.3867867535155,1360.3867867535155,1229.1127476940394,1118.2293394838382,1011.6351636838979,1011.6351636838979,27843.015318719248,605.282941711288,683.715
Asia,2021-11-08,4678110154,14179.303529299463,20165.703056578775,20165.703056578775,15336.410446571663,9588.421820818518,6926.605645174323,6926.605645174323,35477.49509884069,709.5499019768139,1432.86
Oceania,2021-11-08,43202462,43.190662942834024,93.49021713790519,93.49021713790519,62.08704524636431,28.598042965928627,3.21386827792077,3.21386827792077,-2.308988763967818,-0.10995184590322944,18.572
European Union,2021-11-08,447045744,3079.595885051022,3159.467997794615,3159.467997794615,3138.6472842120766,3052.342534493666,2969.8769337785625,2969.8769337785625,78961.33288700026,2924.493810629639,1353.429
North America,2021-11-08,370982987,1609.3971460091811,1648.7451462595632,1648.7451462595632,1618.9506241548447,1598.7068632888383,1564.0580815649525,1564.0580815649525,3132.364840673143,1566.1824203365716,1230.714
Latin America and Caribbean,2021-11-15,655805524,1093.3262531013356,1300.6417762085437,1300.6417762085437,1180.6917248065208,998.6991652051424,926.8446036040848,926.8446036040848,25660.20579490976,557.8305607589078,696.574
Asia,2021-11-15,4678110154,12480.574603501733,17923.1221393522,17923.1221393522,13685.619950723847,9343.543459235894,6530.4697224687825,6530.4697224687825,30474.35224169784,609.4870448339568,1409.285
Oceania,2021-11-15,43202462,46.1860869576286,105.71074688850044,105.71074688850044,67.93651482961106,40.736321579772394,21.38319992613649,21.38319992613649,79.8910112360319,3.8043338683824715,15.858
European Union,2021-11-15,447045744,3365.39842412365,3461.5856083922217,3461.5856083922217,3392.455274674104,3348.3816655222113,3226.937468174924,3226.937468174924,85888.45375377392,3181.0538427323677,1504.14
North America,2021-11-15,370982987,1381.7745222467295,1407.5997327559103,1407.5997327559103,1391.3757116691143,1373.575085505354,1341.7757441713877,1341.7757441713877,2685.12674543494,1342.56337271747,1247
Latin America and Caribbean,2021-11-22,655805524,969.7884180089445,1224.5290108073077,1224.5290108073077,1092.6214629378874,906.0386116826286,849.0690337075245,849.0690337075245,21525.134366338327,467.9377036160506,619.571
Asia,2021-11-22,4678110154,13269.095225123927,20406.030241434466,20406.030241434466,13770.075784961396,8981.177536105284,4965.054467908907,4965.054467908907,32541.780813126417,650.8356162625283,1429.857
Oceania,2021-11-22,43202462,36.09158745727979,127.70534463577742,127.70534463577742,61.53574555644655,36.09158745727979,3.491684379314646,3.491684379314646,-80.90898876396811,-3.852808988760386,24.714
European Union,2021-11-22,447045744,3520.9821157420765,3619.8404928010764,3619.8404928010764,3562.8779459927064,3511.6419936357324,3438.504753921372,3438.504753921372,89956.19661091683,3331.710985589512,1688.4289999999999
North America,2021-11-22,370982987,1500.109152651002,1540.857363451238,1540.857363451238,1513.9973132723487,1493.4154906856252,1459.9423203476094,1459.9423203476094,2918.936269244457,1459.4681346222285,1169
Latin America and Caribbean,2021-11-29,655805524,1021.5544837834441,1233.4372858045356,1233.4372858045356,1148.2063093102868,919.0344517061318,843.8279046983178,843.8279046983178,22164.972461576446,481.8472274255749,678.287
Asia,2021-11-29,4678110154,12694.00039151077,20419.179519932615,20419.179519932615,15293.759518709963,9967.224726039842,4793.04800215384,4793.04800215384,26311.655612481725,526.2331122496345,1454.716
Oceania,2021-11-29,43202462,22.188907365404507,85.84556279556405,85.84556279556405,41.503376822106965,22.188907365404507,-12.244667951027607,-12.244667951027607,-35.9089887639684,-1.7099518459032572,8.429
European Union,2021-11-29,447045744,3902.1808480543486,4006.0187287070103,4006.0187287070103,3902.1808480543486,3791.3260174839697,3723.999959904231,3723.999959904231,85719.70158683951,3174.8037624755375,1798.857
North America,2021-11-29,370982987,1762.4063641618823,1816.937239879564,1816.937239879564,1781.6783513276093,1751.9852017911348,1737.8864597534086,1737.8864597534086,3441.126745434972,1720.563372717486,936.2850000000001
Latin America and Caribbean,2021-12-06,655805524,1226.0093385784926,1802.940451834241,1802.940451834241,1406.1174479689757,1131.6575893786535,907.9642537504648,907.9642537504648,22110.083772777514,480.65399506038074,638.715
Asia,2021-12-06,4678110154,13562.969710787602,21413.34531151933,21413.34531151933,15176.622609737731,8957.71707039758,4954.146244429638,4954.146244429638,17552.623423080702,351.052468461614,1698.286
Oceania,2021-12-06,43202462,36.72536782761315,95.74866989712864,95.74866989712864,56.53570246899448,31.824849035577984,9.383010518178356,9.383010518178356,70.2910112360322,3.347191011239629,9.715
European Union,2021-12-06,447045744,3697.9451339776156,3818.636177453085,3818.636177453085,3739.4879299585486,3644.968158843789,3515.1130995210206,3515.1130995210206,74871.60890851004,2773.0225521670386,1867.286
North America,2021-12-06,370982987,1706.7478397211573,1758.6156102501507,1758.6156102501507,1724.3963331807997,1689.4273397806019,1663.5525572351123,1663.5525572351123,3324.364840673057,1662.1824203365286,1664.143
Latin America and Caribbean,2021-12-13,655805524,1270.4453417333011,1704.5935904255934,1704.5935904255934,1482.9608871379266,1067.149098345657,802.087908399072,802.087908399072,21190.41234420608,460.6611379175235,576.857
Asia,2021-12-13,4678110154,11014.801091216257,16912.5019898089,16912.5019898089,12167.957548049479,7476.332142897944,3489.088876954528,3489.088876954528,15827.623423080699,316.55246846161396,1292.002
Oceania,2021-12-13,43202462,-4.893646961522014,86.06806824470812,86.06806824470812,25.309846575317874,-4.893646961522014,-20.95662477120801,-20.95662477120801,-195.5089887639681,-9.309951845903242,12.572
European Union,2021-12-13,447045744,3328.00547956031,3448.2986231375166,3448.2986231375166,3364.919893899462,3171.322573536943,3086.9881058042424,3086.9881058042424,60040.254943822976,2223.7131460675178,2034.572
North America,2021-12-13,370982987,1166.3175249738304,1227.888817185539,1227.888817185539,1188.9935159884033,1151.9019433155258,1118.5437262737173,1118.5437262737173,2241.602935911157,1120.8014679555786,1331.143
Latin America and Caribbean,2021-12-20,655805524,1212.9390033516447,1711.9353315011551,1711.9353315011551,1532.0354641206934,1101.8896149213235,950.9457546915553,950.9457546915553,22222.455201348937,483.09685220323775,568.142
Asia,2021-12-20,4678110154,10981.123496494834,16622.410230095036,16622.410230095036,11786.273118621833,7923.794398412186,3718.6500330490553,3718.6500330490553,16118.973342823534,322.3794668564707,1187.29
Oceania,2021-12-20,43202462,30.875983824527506,86.32040940899773,86.32040940899773,50.90764520636615,30.875983824527506,2.165882029758449,2.165882029758449,117.0910112360319,5.575762439811043,6.572
European Union,2021-12-20,447045744,2819.479143766259,3065.1153934342688,3065.1153934342688,2952.640017196578,2765.8184053740406,2639.5950799081825,2639.5950799081825,45465.633274481006,1683.9123434992966,2011.285
North America,2021-12-20,370982987,1837.9435855753343,2707.2098084271643,2707.2098084271643,2298.444734688157,1738.215839359537,1495.2800105676536,1495.2800105676536,0,0,1355
Latin America and Caribbean,2021-12-27,655805524,1455.2782535359731,2230.183611558248,2230.183611558248,1889.1445748279232,1327.4758792752177,1226.181431082068,1226.181431082068,23956.76472515846,520.7992331556187,428.719
Asia,2021-12-27,4678110154,11070.217866543275,15741.913501759012,15741.913501759012,13103.605144793852,8164.3910275035405,3848.1587437460053,3848.1587437460053,11996.938239038433,239.93876478076865,1192.002
Oceania,2021-12-27,43202462,3.135198568508476,121.16604092195159,121.16604092195159,76.1591525886548,3.135198568508476,-0.4503678379777944,-0.4503678379777944,-144.50898876396838,-6.881380417331828,7.143
European Union,2021-12-27,447045744,2396.3163296069947,3094.190511075317,3094.190511075317,2699.3510111690102,2396.3163296069947,2396.3163296069947,2396.3163296069947,36278.907110756976,1343.6632263243325,1694.5720000000001
North America,2021-12-27,370982987,2546.6948500856947,4812.319918931196,4812.319918931196,3025.170876007208,2215.231894471566,1365.8430590958899,1365.8430590958899,0,0,1510.5720000000001
Latin America and Caribbean,2022-01-03,655805524,2217.2555813889,3445.744024114117,3445.744024114117,2696.7306794770006,1571.1585858122469,949.1872552267791,949.1872552267791,8404.563885392552,182.70791055201198,413.572
Asia,2022-01-03,4678110154,6467.906304889819,16635.653634840513,16635.653634840513,13151.381567041113,6467.906304889819,3825.915915421038,3825.915915421038,-3073.314506410793,-61.46629012821586,1015.142
Oceania,2022-01-03,43202462,120.30686142266346,286.74749341248184,286.74749341248184,203.7190344065767,105.1670387596782,36.324625960057624,36.324625960057624,0,0,10.714
European Union,2022-01-03,447045744,1572.2427740526605,2403.608844880217,2403.608844880217,2184.834951530546,1572.2427740526605,1463.98349187295,1463.98349187295,13068.512841100612,484.0189941148375,1695
North America,2022-01-03,370982987,3118.41325329788,6453.429220584912,6453.429220584912,4242.57747201221,2556.914839673483,1581.2364241536134,1581.2364241536134,0,0,1361.714
Latin America and Caribbean,2022-01-10,655805524,2288.1897673917365,5389.194844104895,5389.194844104895,4290.355867022683,2288.1897673917365,1733.332461706856,1733.332461706856,11152.625790127455,242.44838674190117,473.428
Asia,2022-01-10,4678110154,17126.721745306717,25537.404279365983,25537.404279365983,17624.382985100176,12987.341619451992,6965.41123865788,6965.41123865788,2135.733112628457,42.71466225256914,1068.145
Oceania,2022-01-10,43202462,302.8682653634214,339.1274178523357,339.1274178523357,302.8682653634214,121.63100641091724,84.72185262136206,84.72185262136206,0,0,22.570999999999998
European Union,2022-01-10,447045744,1662.6909731082415,3109.004734383978,3109.004734383978,2805.8841662782806,1662.6909731082415,1662.6909731082415,1662.6909731082415,3000.8222913335794,111.14156634568813,1568.999
North America,2022-01-10,370982987,3602.9767441126805,6484.94328974531,6484.94328974531,4475.889816841677,2729.587314883378,1809.0512845264025,1809.0512845264025,0,0,1735.857
Latin America and Caribbean,2022-01-17,655805524,3915.3202960362714,6912.4420932477815,6912.4420932477815,5731.067766406577,3915.3202960362714,2794.280589845777,2794.280589845777,0,0,815.857
Asia,2022-01-17,4678110154,23688.836750823553,39219.0815554215,39219.0815554215,33002.60568094194,19392.55881621791,12728.930501153814,12728.930501153814,0,0,1026.57
Oceania,2022-01-17,43202462,313.89745887473214,430.70608250373004,430.70608250373004,313.89745887473214,153.58341854576898,68.38206137368658,68.38206137368658,0,0,56.714
European Union,2022-01-17,447045744,3421.9131073292433,5918.3671419673165,5918.3671419673165,3985.1672446032535,2958.3141718229153,2392.7869280996283,2392.7869280996283,0,0,1828.4279999999999
North America,2022-01-17,370982987,3304.652548145106,4883.297760141837,4883.297760141837,4359.56307622901,3174.8936107055483,1770.752948718181,1770.752948718181,0,0,1844.286
Latin America and Caribbean,2022-01-24,655805524,4045.380330745401,7121.972741532443,7121.972741532443,5857.034682510217,4045.380330745401,3129.8727390679783,3129.8727390679783,0,0,1259.001
Asia,2022-01-24,4678110154,23757.9611154366,42025.13214470567,42025.13214470567,32895.244178813715,18658.503731393823,12671.150035943372,12671.150035943372,0,0,1265.144
Oceania,2022-01-24,43202462,259.2870365578848,415.18283624428693,415.18283624428693,298.3209198038611,163.52747304425054,73.1695290653878,73.1695290653878,0,0,70.143
European Union,2022-01-24,447045744,3305.5060168651385,5942.091390330525,5942.091390330525,4017.3846592256727,2928.8546712546445,2456.115762568226,2456.115762568226,0,0,1697.43
North America,2022-01-24,370982987,3316.424065182802,4961.418549601076,4961.418549601076,4620.855668744473,3316.424065182802,1851.6779904907403,1851.6779904907403,0,0,2291
Latin America and Caribbean,2022-01-25,655805524,4325.095331370396,7498.862734378848,7498.862734378848,6149.280560187688,4325.095331370396,3365.2479772639977,3365.2479772639977,0,0,1409.284
Asia,2022-01-25,4678110154,26812.476269303002,42278.02337365493,42278.02337365493,38130.49815440052,19700.74511592625,15178.070041999626,15178.070041999626,0,0,1292.287
Oceania,2022-01-25,43202462,192.5271534462351,421.7292602692817,421.7292602692817,303.1753137652059,154.73992396892046,105.14445379728899,105.14445379728899,0,0,65.715
European Union,2022-01-25,447045744,3445.708985256825,6335.857054462282,6335.857054462282,4124.278697150966,3018.112576551279,2093.4142675625285,2093.4142675625285,0,0,1683.285
North America,2022-01-25,370982987,3567.770761742516,5485.738798789106,5485.738798789106,5101.721126850358,3567.770761742516,1985.4543861483096,1985.4543861483096,0,0,2258.143
