custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
European Union,2020-06-15,447045744,-118.08803421611108,-118.08803421611108,-118.08803421611108,-118.08803421611108,-118.08803421611108,-118.08803421611108,-118.08803421611108,-3188.376923834999,-118.08803421611108,190.573
North America,2020-06-15,370982987,853.758741255242,853.758741255242,853.758741255242,853.758741255242,853.758741255242,853.758741255242,853.758741255242,1707.517482510484,853.758741255242,726.143
Latin America and Caribbean,2020-06-22,655805524,3587.825360727303,3673.641346469526,3673.641346469526,3645.8103586314883,3565.889029128244,3508.4940100325907,3508.4940100325907,161271.88237223253,3505.9104863528814,2739.86
Asia,2020-06-22,4678110154,12090.920746559123,14185.454336337125,14185.454336337125,12090.920746559123,6282.917449844611,4044.8196929311207,4044.8196929311207,26885.62918475329,537.7125836950657,1127.857
Oceania,2020-06-22,43202462,-87.96492896193413,-72.99929515495774,-72.99929515495774,-75.6420831468029,-87.96492896193413,-102.38680924787371,-102.38680924787371,-1607.100874733536,-76.52861308254934,0
European Union,2020-06-22,447045744,496.32053721246996,496.32053721246996,496.32053721246996,496.32053721246996,496.32053721246996,496.32053721246996,496.32053721246996,13400.654504736689,496.32053721246996,330.427
North America,2020-06-22,370982987,964.3777888742413,964.3777888742413,964.3777888742413,964.3777888742413,964.3777888742413,964.3777888742413,964.3777888742413,1928.7555777484827,964.3777888742413,610.857
Latin America and Caribbean,2020-06-29,655805524,3735.38753072731,3778.5052016704385,3778.5052016704385,3774.847185459606,3693.8644987305534,3606.1989390673616,3606.1989390673616,166174.71570556582,3612.4938196862136,2662.574
Asia,2020-06-29,4678110154,13954.06127687309,14932.592749885313,14932.592749885313,13954.06127687309,7287.163933833465,4678.954480376577,4678.954480376577,23545.48632761044,470.90972655220884,958.857
Oceania,2020-06-29,43202462,-84.63692030000179,-70.3554792963497,-70.3554792963497,-72.98810885124234,-85.49710505646895,-102.1857770320966,-102.1857770320966,-1561.9208747335356,-74.37718451112075,0.286
European Union,2020-06-29,447045744,226.58625149818852,226.58625149818852,226.58625149818852,226.58625149818852,226.58625149818852,226.58625149818852,226.58625149818852,6117.82879045109,226.58625149818852,132.002
North America,2020-06-29,370982987,1067.0444555409285,1067.0444555409285,1067.0444555409285,1067.0444555409285,1067.0444555409285,1067.0444555409285,1067.0444555409285,2134.088911081857,1067.0444555409285,568
Latin America and Caribbean,2020-07-06,655805524,4633.016460430851,4718.491109705413,4718.491109705413,4700.851967604131,4608.755337485413,4490.121382941911,4490.121382941911,206841.1428945058,4496.54658466317,2641.5730000000003
Asia,2020-07-06,4678110154,11493.979732743026,12447.457755594061,12447.457755594061,11493.979732743026,8060.723808226119,4763.578361491405,4763.578361491405,48327.863439745546,966.5572687949109,1070.857
Oceania,2020-07-06,43202462,-84.26255718963827,-68.95902931713357,-68.95902931713357,-73.58158193889129,-86.5396822792146,-100.05225862637256,-100.05225862637256,-1532.9002295722426,-72.99524902724964,0.286
European Union,2020-07-06,447045744,32.522042588808446,32.522042588808446,32.522042588808446,32.522042588808446,32.522042588808446,32.522042588808446,32.522042588808446,878.095149897828,32.522042588808446,120.143
North America,2020-07-06,370982987,1498.1396936361793,1498.1396936361793,1498.1396936361793,1498.1396936361793,1498.1396936361793,1498.1396936361793,1498.1396936361793,2996.2793872723587,1498.1396936361793,533.714
Latin America and Caribbean,2020-07-13,655805524,4762.511290940514,4829.324683059956,4829.324683059956,4802.3906628632585,4677.299343674304,4582.149919980532,4582.149919980532,209984.91432307725,4564.889441806027,2755.141
Asia,2020-07-13,4678110154,11816.241726733255,12847.418965042374,12847.418965042374,11816.241726733255,7515.639216026009,6428.595792959333,6428.595792959333,53028.292011174264,1060.5658402234853,1165.857
Oceania,2020-07-13,43202462,-89.3681828833184,-75.12132096783623,-75.12132096783623,-80.24995164767031,-92.27204431571319,-105.68236566970694,-105.68236566970694,-1635.800229572257,-77.89524902725033,0.286
European Union,2020-07-13,447045744,-39.363671696885426,-39.363671696885426,-39.363671696885426,-39.363671696885426,-39.363671696885426,-39.363671696885426,-39.363671696885426,-1062.8191358159065,-39.363671696885426,97.858
North America,2020-07-13,370982987,1703.6158841123806,1703.6158841123806,1703.6158841123806,1703.6158841123806,1703.6158841123806,1703.6158841123806,1703.6158841123806,3407.2317682247613,1703.6158841123806,793
Latin America and Caribbean,2020-07-20,655805524,4733.1410517068925,4839.739372703092,4839.739372703092,4791.266877058119,4669.741815394769,4539.332933997622,4539.332933997622,208317.96194212482,4528.651346567931,2950.143
Asia,2020-07-20,4678110154,12004.649755788249,13458.51505120923,13458.51505120923,12004.649755788249,8329.153231779841,6965.012350581918,6965.012350581918,53561.00629688843,1071.2201259377687,1408.43
Oceania,2020-07-20,43202462,-77.23202641504042,-63.99906425544908,-63.99906425544908,-67.93884935397334,-80.46685328179828,-92.47993161298074,-92.47993161298074,-1358.300229572246,-64.6809633129641,2.571
European Union,2020-07-20,447045744,-42.27795741118396,-42.27795741118396,-42.27795741118396,-42.27795741118396,-42.27795741118396,-42.27795741118396,-42.27795741118396,-1141.504850101967,-42.27795741118396,94.716
North America,2020-07-20,370982987,1900.9492174457087,1900.9492174457087,1900.9492174457087,1900.9492174457087,1900.9492174457087,1900.9492174457087,1900.9492174457087,3801.8984348914173,1900.9492174457087,810.858
Latin America and Caribbean,2020-07-27,655805524,4633.777157391107,4712.244670212539,4712.244670212539,4676.567439386368,4531.862950194566,4442.292288366849,4442.292288366849,203142.41432307725,4416.139441806027,2966.573
Asia,2020-07-27,4678110154,12243.187685313902,15245.0062154319,15245.0062154319,12243.187685313902,9437.907990485724,7179.572606636714,7179.572606636714,60144.86343974556,1202.8972687949113,1397.857
Oceania,2020-07-27,43202462,-65.60775322017754,-52.77066859878182,-52.77066859878182,-56.242783911275836,-68.60483197648202,-81.11658752583888,-81.11658752583888,-1113.7402295722452,-53.03524902724977,5.857
European Union,2020-07-27,447045744,812.0220425888101,812.0220425888101,812.0220425888101,812.0220425888101,812.0220425888101,812.0220425888101,812.0220425888101,21924.595149897872,812.0220425888101,81.572
North America,2020-07-27,370982987,1852.568265064751,1852.568265064751,1852.568265064751,1852.568265064751,1852.568265064751,1852.568265064751,1852.568265064751,3705.136530129502,1852.568265064751,1021.1429999999999
Latin America and Caribbean,2020-08-03,655805524,4404.9749163659235,4487.236686500084,4487.236686500084,4432.634129966604,4312.975730892376,4235.530715140293,4235.530715140293,193491.67438452123,4206.340747489592,2940.43
Asia,2020-08-03,4678110154,10977.05015788291,14781.690957690651,14781.690957690651,11324.07865218522,9113.149361564463,7171.257365067984,7171.257365067984,57910.16528306368,1158.2033056612736,1409.146
Oceania,2020-08-03,43202462,-74.13592921945244,-60.75289582020712,-60.75289582020712,-64.96085611311649,-78.02919273959672,-89.36755413134011,-89.36755413134011,-1281.1944231206355,-61.00925824383979,9.715
European Union,2020-08-03,447045744,623.484438902185,623.484438902185,623.484438902185,623.484438902185,623.484438902185,623.484438902185,623.484438902185,16834.079850358998,623.484438902185,99.429
North America,2020-08-03,370982987,1741.1873126837943,1741.1873126837943,1741.1873126837943,1741.1873126837943,1741.1873126837943,1741.1873126837943,1741.1873126837943,3482.3746253675886,1741.1873126837943,1044.7150000000001
Latin America and Caribbean,2020-08-10,655805524,4128.56631157813,4154.150091196866,4154.150091196866,4128.56631157813,4049.9371007788795,4004.5864343478165,4004.5864343478165,180660.85057499746,3927.4097951086405,3104.288
Asia,2020-08-10,4678110154,12045.544118129194,15830.895332052225,15830.895332052225,12045.544118129194,9413.569455853492,7772.359044278042,7772.359044278042,55444.02242592073,1108.8804485184146,1472.429
Oceania,2020-08-10,43202462,-61.78284518310672,-45.576280020688394,-45.576280020688394,-51.48678130734042,-63.664503505921644,-77.44286946627273,-77.44286946627273,-1012.0944231206296,-48.19497252955379,14.286000000000001
European Union,2020-08-10,447045744,1561.9987246164624,1561.9987246164624,1561.9987246164624,1561.9987246164624,1561.9987246164624,1561.9987246164624,1561.9987246164624,42173.96556464448,1561.9987246164624,114.999
North America,2020-08-10,370982987,1828.9968364933368,1828.9968364933368,1828.9968364933368,1828.9968364933368,1828.9968364933368,1828.9968364933368,1828.9968364933368,3657.9936729866736,1828.9968364933368,1050
Latin America and Caribbean,2020-08-17,655805524,3853.2183895821936,3907.3476160778314,3907.3476160778314,3853.2183895821936,3761.2742324116048,3711.0951493465186,3711.0951493465186,167974.05057499753,3651.6097951086417,2865.284
Asia,2020-08-17,4678110154,13353.311737979468,18597.440223853766,18597.440223853766,13353.311737979468,10100.954344463778,7536.427112890053,7536.427112890053,56909.59385449227,1138.1918770898453,1501.715
Oceania,2020-08-17,43202462,-85.56252432611669,-71.32251982181255,-71.32251982181255,-75.58752206859577,-87.34353769317978,-97.49893383534962,-97.49893383534962,-1505.474423120644,-71.68925824384019,15.286
European Union,2020-08-17,447045744,887.9987246164783,887.9987246164783,887.9987246164783,887.9987246164783,887.9987246164783,887.9987246164783,887.9987246164783,23975.965564644914,887.9987246164783,140.716
North America,2020-08-17,370982987,1696.5682650647377,1696.5682650647377,1696.5682650647377,1696.5682650647377,1696.5682650647377,1696.5682650647377,1696.5682650647377,3393.1365301294754,1696.5682650647377,1016.428
Latin America and Caribbean,2020-08-24,655805524,3573.6649987190845,3615.9894490924,3615.9894490924,3573.6649987190845,3486.9437671560045,3413.3321853241737,3413.3321853241737,154743.5743845213,3363.990747489593,2867
Asia,2020-08-24,4678110154,13308.20110653879,18500.328217238803,18500.328217238803,13548.389839601274,10375.71100823066,7238.434025688029,7238.434025688029,51826.02242592073,1036.5204485184147,1428.144
Oceania,2020-08-24,43202462,-97.48603985813317,-82.43978436850368,-82.43978436850368,-86.3142947536043,-99.42897014965145,-111.52067857044293,-111.52067857044293,-1755.4944231206298,-83.5949725295538,12.572000000000001
European Union,2020-08-24,447045744,534.9387246164615,534.9387246164615,534.9387246164615,534.9387246164615,534.9387246164615,534.9387246164615,534.9387246164615,14443.34556464446,534.9387246164615,144.001
North America,2020-08-24,370982987,1380.9968364933138,1380.9968364933138,1380.9968364933138,1380.9968364933138,1380.9968364933138,1380.9968364933138,1380.9968364933138,2761.9936729866276,1380.9968364933138,954.2850000000001
Latin America and Caribbean,2020-08-31,655805524,3231.3282958611094,3280.052944838125,3280.052944838125,3244.954790388562,3186.9567205523654,3103.3022549471257,3103.3022549471257,141030.86486071174,3065.888366537212,2606.572
Asia,2020-08-31,4678110154,11947.833453146453,17611.282420119518,17611.282420119518,13537.942726772859,9202.749045250917,6339.7839844512555,6339.7839844512555,43379.59385449218,867.5918770898436,1552.999
Oceania,2020-08-31,43202462,-76.4578934785925,-59.2948635524016,-59.2948635524016,-64.64984309810727,-76.4578934785925,-86.80388879220658,-86.80388879220658,-1311.314423120636,-62.44354395812553,19.143
European Union,2020-08-31,447045744,659.2615817593246,659.2615817593246,659.2615817593246,659.2615817593246,659.2615817593246,659.2615817593246,659.2615817593246,17800.062707501766,659.2615817593246,123.85799999999999
North America,2020-08-31,370982987,1256.7111222076114,1256.7111222076114,1256.7111222076114,1256.7111222076114,1256.7111222076114,1256.7111222076114,1256.7111222076114,2513.422244415223,1256.7111222076114,919
Latin America and Caribbean,2020-09-07,655805524,2708.3335940771126,2747.8528975203153,2747.8528975203153,2710.853171843734,2636.194212899138,2544.050273676513,2544.050273676513,115013.83258687431,2500.300708410311,2595.712
Asia,2020-09-07,4678110154,13273.768381197735,19106.39506847339,19106.39506847339,15616.105455513514,11307.290338807414,6671.858248201427,6671.858248201427,34830.7006133247,696.614012266494,1629.5739999999998
Oceania,2020-09-07,43202462,-79.34669936591226,-60.644613340791246,-60.644613340791246,-67.30076424475895,-79.34669936591226,-98.81952083238042,-98.81952083238042,-1397.100874733533,-66.52861308254919,16.429000000000002
European Union,2020-09-07,447045744,910.0233943553217,910.0233943553217,910.0233943553217,910.0233943553217,910.0233943553217,910.0233943553217,910.0233943553217,24570.631647593684,910.0233943553217,172
North America,2020-09-07,370982987,1097.6158841123392,1097.6158841123392,1097.6158841123392,1097.6158841123392,1097.6158841123392,1097.6158841123392,1097.6158841123392,2195.2317682246785,1097.6158841123392,817.4280000000001
Latin America and Caribbean,2020-09-14,655805524,2463.7591196643543,2528.23871701847,2528.23871701847,2467.1406625315926,2392.6962979232226,2300.668705447015,2300.668705447015,104461.21353925536,2270.8959465055514,2194
Asia,2020-09-14,4678110154,14830.044203292005,20908.39638285588,20908.39638285588,17115.1313871032,12810.645670241069,7388.73213630612,7388.73213630612,32796.12918475337,655.9225836950675,1771.572
Oceania,2020-09-14,43202462,-88.84400755039337,-69.88614913463563,-69.88614913463563,-76.82517024452477,-88.84400755039337,-104.19508277298927,-104.19508277298927,-1597.980874733539,-76.09432736826376,7
European Union,2020-09-14,447045744,1056.5948229267613,1056.5948229267613,1056.5948229267613,1056.5948229267613,1056.5948229267613,1056.5948229267613,1056.5948229267613,28528.060219022555,1056.5948229267613,176.429
North America,2020-09-14,370982987,1113.33016982663,1113.33016982663,1113.33016982663,1113.33016982663,1113.33016982663,1113.33016982663,1113.33016982663,2226.66033965326,1113.33016982663,751.7149999999999
Latin America and Caribbean,2020-09-21,655805524,2471.914459912592,2488.547737553891,2488.547737553891,2471.914459912592,2391.65034322936,2311.229563818319,2311.229563818319,104185.542110684,2264.9030893626955,2057.716
Asia,2020-09-21,4678110154,13509.162309446881,20031.93750011083,20031.93750011083,15133.072155729798,11321.042172205092,5658.606699458456,5658.606699458456,31894.037569846547,637.8807513969309,1819.1409999999998
Oceania,2020-09-21,43202462,-54.55128369866783,-33.44692043118363,-33.44692043118363,-39.83064081951701,-55.09829081987318,-72.12228369319953,-72.12228369319953,-864.8408747335403,-41.182898796835254,5.715
European Union,2020-09-21,447045744,635.3062514981951,635.3062514981951,635.3062514981951,635.3062514981951,635.3062514981951,635.3062514981951,635.3062514981951,17153.268790451268,635.3062514981951,295.001
North America,2020-09-21,370982987,1238.425407921883,1238.425407921883,1238.425407921883,1238.425407921883,1238.425407921883,1238.425407921883,1238.425407921883,2476.850815843766,1238.425407921883,775.429
Latin America and Caribbean,2020-09-28,655805524,2262.4627600717254,2265.366763851516,2265.366763851516,2262.4627600717254,2186.6108682767954,2132.2509699181583,2132.2509699181583,95054.65163449345,2066.405470315075,2095.286
Asia,2020-09-28,4678110154,13093.1713586476,19692.345328306237,19692.345328306237,14665.290913073777,11641.347879689416,5480.453770877177,5480.453770877177,36794.8947127036,735.897894254072,1725.283
Oceania,2020-09-28,43202462,-48.6057686052499,-27.792127341620404,-27.792127341620404,-33.468331904072905,-49.748337980411044,-58.99366576116049,-58.99366576116049,-768.9608747335367,-36.6171845111208,4.571
European Union,2020-09-28,447045744,876.0091086410438,876.0091086410438,876.0091086410438,876.0091086410438,876.0091086410438,876.0091086410438,876.0091086410438,23652.245933308182,876.0091086410438,340.573
North America,2020-09-28,370982987,1009.4730269695285,1009.4730269695285,1009.4730269695285,1009.4730269695285,1009.4730269695285,1009.4730269695285,1009.4730269695285,2018.946053939057,1009.4730269695285,774
Latin America and Caribbean,2020-10-05,655805524,2465.362977308887,2485.9140327111813,2485.9140327111813,2465.362977308887,2376.3846592020927,2338.405145964788,2338.405145964788,104170.82361594262,2264.583122085709,2768.143
Asia,2020-10-05,4678110154,12087.280936985262,16342.960834560523,16342.960834560523,12098.600818488856,9597.475744595635,5372.287098825829,5372.287098825829,36867.2188294471,737.3443765889419,1738.002
Oceania,2020-10-05,43202462,-66.62827484260664,-46.98537456992145,-46.98537456992145,-53.94281350044518,-67.74007759344785,-86.50475875800696,-86.50475875800696,-1132.9208747335367,-53.948613082549365,2.286
European Union,2020-10-05,447045744,885.7026877501077,885.7026877501077,885.7026877501077,885.7026877501077,885.7026877501077,885.7026877501077,885.7026877501077,23913.972569252906,885.7026877501077,384.858
North America,2020-10-05,370982987,1322.1396936361614,1322.1396936361614,1322.1396936361614,1322.1396936361614,1322.1396936361614,1322.1396936361614,1322.1396936361614,2644.2793872723228,1322.1396936361614,766.714
Latin America and Caribbean,2020-10-12,655805524,2377.294414202605,2414.032413890031,2414.032413890031,2377.294414202605,2290.3514096384597,2258.1977064616185,2258.1977064616185,101084.33313975213,2197.4855030380895,1822.432
Asia,2020-10-12,4678110154,11120.749176197838,15559.016568381228,15559.016568381228,11446.834818539435,8860.022454860193,5784.870190102245,5784.870190102245,43908.2188294471,878.164376588942,1647.7160000000001
Oceania,2020-10-12,43202462,-57.99170811743183,-36.33357959733801,-36.33357959733801,-44.5265593593015,-57.99170811743183,-76.01329588260424,-76.01329588260424,-936.540874733537,-44.59718451112081,0.857
European Union,2020-10-12,447045744,1471.816973464393,1471.816973464393,1471.816973464393,1471.816973464393,1471.816973464393,1471.816973464393,1471.816973464393,39739.05828353861,1471.816973464393,503.572
North America,2020-10-12,370982987,995.7587412552127,995.7587412552127,995.7587412552127,995.7587412552127,995.7587412552127,995.7587412552127,995.7587412552127,1991.5174825104255,995.7587412552127,745.857
Latin America and Caribbean,2020-10-19,655805524,2505.3123510759915,2523.7112617054163,2523.7112617054163,2505.3123510759915,2430.9090014772123,2379.6925897132332,2379.6925897132332,107148.3379016569,2329.3116935142803,1692.4279999999999
Asia,2020-10-19,4678110154,10268.065510315828,15040.287847714771,15040.287847714771,11496.261768104483,8737.240318406106,8017.4900879075685,8017.4900879075685,43878.075972304236,877.5615194460847,1550.714
Oceania,2020-10-19,43202462,-40.082150532607805,-22.39458391515457,-22.39458391515457,-31.848120467863478,-42.27892884568533,-55.19647263683678,-55.19647263683678,-673.9808747335363,-32.094327368263635,1.571
European Union,2020-10-19,447045744,2820.5884020358217,2820.5884020358217,2820.5884020358217,2820.5884020358217,2820.5884020358217,2820.5884020358217,2820.5884020358217,76155.88685496719,2820.5884020358217,698.429
North America,2020-10-19,370982987,1184.044455540947,1184.044455540947,1184.044455540947,1184.044455540947,1184.044455540947,1184.044455540947,1184.044455540947,2368.088911081894,1184.044455540947,786.858
Latin America and Caribbean,2020-10-26,655805524,2479.4614594076074,2488.480602876259,2488.480602876259,2479.4614594076074,2393.012733375074,2370.2682932303987,2370.2682932303987,106245.8617111807,2309.6926458952325,1711.431
Asia,2020-10-26,4678110154,10996.787588011683,16499.379515184344,16499.379515184344,11383.121805831333,8748.05658314232,7747.325494087179,7747.325494087179,54930.21882944718,1098.6043765889435,1475.571
Oceania,2020-10-26,43202462,-52.15349991876962,-27.948325598152437,-27.948325598152437,-37.47704790299737,-52.15349991876962,-63.44397495177209,-63.44397495177209,-770.9408747335397,-36.71147022540665,1.429
European Union,2020-10-26,447045744,3945.254116321536,3945.254116321536,3945.254116321536,3945.254116321536,3945.254116321536,3945.254116321536,3945.254116321536,106521.86114068147,3945.254116321536,1091
North America,2020-10-26,370982987,1317.806360302843,1317.806360302843,1317.806360302843,1317.806360302843,1317.806360302843,1317.806360302843,1317.806360302843,2635.612720605686,1317.806360302843,866.429
Latin America and Caribbean,2020-11-02,655805524,2557.8594514724446,2577.344724719282,2577.344724719282,2557.8594514724446,2496.4493154484526,2436.5386499730375,2436.5386499730375,109966.12407677204,2390.5679147124356,1603.43
Asia,2020-11-02,4678110154,12364.611341028118,16847.91906718355,16847.91906718355,12462.20508658156,8484.955999303344,7940.5480026443165,7940.5480026443165,67163.38280794166,1343.267656158833,1437.573
Oceania,2020-11-02,43202462,-25.686821242355595,-9.985081270858842,-9.985081270858842,-16.114883951900836,-27.180791053172197,-41.723467632191074,-41.723467632191074,-406.0008747335364,-19.33337498731126,2
European Union,2020-11-02,447045744,4909.13577530771,4909.13577530771,4909.13577530771,4909.13577530771,4909.13577530771,4909.13577530771,4909.13577530771,132546.66593330816,4909.13577530771,1729.855
North America,2020-11-02,370982987,1920.7587412552512,1920.7587412552512,1920.7587412552512,1920.7587412552512,1920.7587412552512,1920.7587412552512,1920.7587412552512,3841.5174825105023,1920.7587412552512,907.5709999999999
Latin America and Caribbean,2020-11-09,655805524,2565.203273592215,2575.335654043661,2575.335654043661,2565.203273592215,2500.7974571708482,2431.610827510431,2431.610827510431,110288.3431243911,2397.572676617198,1552.86
Asia,2020-11-09,4678110154,12648.769632738116,17152.737618286283,17152.737618286283,12648.769632738116,9061.728847056655,7418.616246234793,7418.616246234793,74344.52566508451,1486.8905133016904,1573.287
Oceania,2020-11-09,43202462,-10.475363917064886,7.734153210773351,7.734153210773351,-0.21210722665253998,-11.537559705283266,-26.083113465186816,-26.083113465186816,-76.84087473353848,-3.6590892730256424,1.571
European Union,2020-11-09,447045744,5212.192918164855,5212.192918164855,5212.192918164855,5212.192918164855,5212.192918164855,5212.192918164855,5212.192918164855,140729.20879045108,5212.192918164855,2732.287
North America,2020-11-09,370982987,1988.7111222075798,1988.7111222075798,1988.7111222075798,1988.7111222075798,1988.7111222075798,1988.7111222075798,1988.7111222075798,3977.4222444151596,1988.7111222075798,1127.429
Latin America and Caribbean,2020-11-16,655805524,2603.6232791264274,2603.6232791264274,2603.6232791264274,2603.6232791264274,2519.4024391586568,2487.2813292985925,2487.2813292985925,111714.01455296252,2428.5655337600547,1699.432
Asia,2020-11-16,4678110154,12087.171815756346,15292.825552818706,15292.825552818706,12087.171815756346,8567.026554063332,6408.636190537776,6408.636190537776,67715.52566508453,1354.3105133016904,1554.572
Oceania,2020-11-16,43202462,-32.60487833894364,-15.33702530358974,-15.33702530358974,-23.433075158521923,-33.86560272777561,-48.84840594053109,-48.84840594053109,-562.7808747335364,-26.799089273025544,1
European Union,2020-11-16,447045744,5083.478632450569,5083.478632450569,5083.478632450569,5083.478632450569,5083.478632450569,5083.478632450569,5083.478632450569,137253.92307616537,5083.478632450569,3104.856
North America,2020-11-16,370982987,2355.615884112351,2355.615884112351,2355.615884112351,2355.615884112351,2355.615884112351,2355.615884112351,2355.615884112351,4711.231768224702,2355.615884112351,1241.143
Latin America and Caribbean,2020-11-23,655805524,2638.479273399972,2674.242062693553,2674.242062693553,2638.479273399972,2580.7566053803503,2521.9833478142227,2521.9833478142227,113727.28121962919,2472.3322004267216,1559.7140000000002
Asia,2020-11-23,4678110154,11847.381240289398,15908.885072707964,15908.885072707964,12072.957475411542,8600.132040704011,6578.824557819467,6578.824557819467,59290.2399507988,1185.804799015976,1731.572
Oceania,2020-11-23,43202462,-29.886919013365773,-11.863304451783854,-11.863304451783854,-20.17352072312694,-29.886919013365773,-45.05152854510329,-45.05152854510329,-487.3608747335367,-23.207660701596986,1.714
European Union,2020-11-23,447045744,4975.20720387914,4975.20720387914,4975.20720387914,4975.20720387914,4975.20720387914,4975.20720387914,4975.20720387914,134330.5945047368,4975.20720387914,3387.573
North America,2020-11-23,370982987,2600.282550779037,2600.282550779037,2600.282550779037,2600.282550779037,2600.282550779037,2600.282550779037,2600.282550779037,5200.565101558074,2600.282550779037,1703.4279999999999
Latin America and Caribbean,2020-11-30,655805524,2760.0458180204537,2779.309806063079,2779.309806063079,2760.0458180204537,2684.6122802809596,2625.6325438476533,2625.6325438476533,118147.44312439108,2568.4226766171973,1764.572
Asia,2020-11-30,4678110154,10652.99748498507,15280.486252393874,15280.486252393874,11002.025798343477,8125.049054072248,6916.88353087337,6916.88353087337,49235.239950798794,984.7047990159759,1708.29
Oceania,2020-11-30,43202462,2.5344017921387185,19.707931844913762,19.707931844913762,12.922010235984539,1.2680732999121218,-12.769675677183026,-12.769675677183026,151.09912526646295,7.195196441260141,1.143
European Union,2020-11-30,447045744,4794.178632450568,4794.178632450568,4794.178632450568,4794.178632450568,4794.178632450568,4794.178632450568,4794.178632450568,129442.82307616534,4794.178632450568,3568.143
North America,2020-11-30,370982987,3042.4730269695083,3042.4730269695083,3042.4730269695083,3042.4730269695083,3042.4730269695083,3042.4730269695083,3042.4730269695083,6084.946053939017,3042.4730269695083,1663.143
Latin America and Caribbean,2020-12-07,655805524,3257.6660903405004,3301.298291762595,3301.298291762595,3262.02815794041,3197.172257259751,3131.794831143094,3131.794831143094,140852.77783880045,3062.01690953914,1811.142
Asia,2020-12-07,4678110154,10723.298928618591,14583.749521734397,14583.749521734397,10731.59216292333,7219.151609321775,6097.347939773154,6097.347939773154,50477.46306907839,1009.5492613815678,1621.002
Oceania,2020-12-07,43202462,-23.32827011610615,-5.855492838276316,-5.855492838276316,-14.756813576917924,-23.497910355829244,-38.428114304208684,-38.428114304208684,-379.19700376579476,-18.05700017932356,0.571
European Union,2020-12-07,447045744,4469.294116321536,4469.294116321536,4469.294116321536,4469.294116321536,4469.294116321536,4469.294116321536,4469.294116321536,120670.94114068148,4469.294116321536,3414.14
North America,2020-12-07,370982987,3566.9492174456936,3566.9492174456936,3566.9492174456936,3566.9492174456936,3566.9492174456936,3566.9492174456936,3566.9492174456936,7133.898434891387,3566.9492174456936,2424.571
Latin America and Caribbean,2020-12-14,655805524,3483.689105353216,3517.8906338673346,3517.8906338673346,3483.689105353216,3406.988370656834,3342.3690580437487,3342.3690580437487,150606.42069594326,3274.0526238248535,1860.5739999999998
Asia,2020-12-14,4678110154,9300.620064782108,14455.84913419571,14455.84913419571,10625.72543438428,7067.415737011192,5534.919573376948,5534.919573376948,44951.60592622125,899.0321185244251,1512.569
Oceania,2020-12-14,43202462,-6.3009156775326804,11.795546869435325,11.795546869435325,2.165922472445506,-6.4661260186380805,-21.54091122385896,-21.54091122385896,-22.49700376579508,-1.0712858936092895,2.5719999999999996
European Union,2020-12-14,447045744,3882.522687750108,3882.522687750108,3882.522687750108,3882.522687750108,3882.522687750108,3882.522687750108,3882.522687750108,104828.11256925292,3882.522687750108,3297.002
