world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
World,2020-03-09,7868684247,-87421.32537256007,-202750.53178335543,-189096.24036449,-172310.29444230124,-129749.73662353338,-125813.68959522965,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-121603.48833941198,-118782.17513695381,-118413.91640351697,-87421.32537256007,-82244.46679834402
World,2020-03-16,7868684247,-77959.88599923153,-198615.75379452883,-192822.54542069387,-169882.18628990505,-124171.2915180777,-121776.51628353221,-121457.84423545949,-117333.84852790833,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-113981.28179199425,-77959.88599923153,-62980.963325286204
World,2020-03-23,7868684247,-45685.75455922935,-168182.20210659437,-167366.99150817262,-149327.0861952906,-98599.90270812332,-97217.07576116001,-91434.07491310165,-86424.89281141887,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-80631.474284574,-45685.75455922935,-16642.4627948246
World,2020-03-30,7868684247,-5949.558326275876,-134637.93568999844,-130712.53817845491,-111143.42833138871,-73847.38996748191,-73502.75183258974,-50962.12324630082,-49153.65085624556,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-35983.987554193904,-5949.558326275876,35056.81679893941
World,2020-04-06,7868684247,42899.03799543037,-97442.56486696748,-88416.96778251343,-73846.733108652,-47874.711215022595,-37381.15111352477,-3197.1355701296998,-279.38419419257934,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,14831.869940658118,42899.03799543037,95749.58253725716
World,2020-04-13,7868684247,85494.83920655145,-69965.1063622606,-54984.11666425125,-34672.399524293316,-31787.763898169578,-14069.099182994336,32833.448227172754,39043.20334368721,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,53667.577361107964,85494.83920655145,150230.6849507143
World,2020-04-20,7868684247,120270.08278414067,-52321.04429690988,-30158.77030056819,-26140.09044652104,-11653.935184457972,-780.6081196212858,54729.96005364853,64146.91071843139,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,77702.59146094372,120270.08278414067,189554.94596390522
World,2020-04-27,7868684247,146321.0755862493,-45325.58684647668,-16225.640651846103,-8698.230043995556,4056.570833151114,18097.945223964864,70939.56145140476,87076.73769683992,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,96812.32054795539,146321.0755862493,221426.15018496642
World,2020-05-04,7868684247,200493.4212878007,-9428.904124010349,34769.42247877394,35506.00913394779,40320.50627566336,66236.98977018912,119718.14234527716,133117.15416095566,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,145311.30079566152,200493.4212878007,285737.6801168308
World,2020-05-11,7868684247,256648.04802414388,30921.05128153236,63604.875681242214,81787.49365153258,105031.85953300042,120617.22260973918,168810.55022572857,187933.7326552721,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,197506.61859255412,256648.04802414388,354280.989926555
World,2020-05-18,7868684247,317796.3052933932,73057.67410950069,94223.10052884293,127186.97929586942,165107.74553972567,186966.91541235993,219728.5750797087,244784.12605991872,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,251137.26154874777,317796.3052933932,419463.920559595
World,2020-05-25,7868684247,399171.4904660632,117869.14710971127,121620.53816099791,231220.04434587935,257269.7568798014,261811.5791334199,272851.0218307412,307651.72434405645,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,308218.59694754134,399171.4904660632,482555.3870371426
World,2020-06-01,7868684247,511605.58749547997,179088.7446511562,212422.68456718288,334746.7762393315,361905.551363177,365364.9351313628,387037.4337257265,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,404454.9968806826,415775.32025750616,511605.58749547997,573477.0899866362
World,2020-06-08,7868684247,641562.5814975555,243905.39689486407,340215.00416641036,446998.152200447,448875.18298312154,473876.5597239503,483487.1973934751,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,513779.014136258,519948.21028653346,641562.5814975555,667336.9870862252
