world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
World,2021-01-11,7868684247,5926492.306056943,4407833.407500584,4778052.115709696,4904542.000654812,4943346.369213688,4972650.853890943,5180841.882181222,5563296.131031171,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5831807.767056227,5855941.903183292,5926492.306056943
World,2021-01-18,7868684247,6114305.9605191,4572880.571546445,4951064.6625713585,5081876.24814367,5116610.699952797,5136605.726379947,5368661.129647085,5729290.117980509,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6029990.19899205,6056930.114296169,6114305.9605191
World,2021-01-25,7868684247,6280379.04740704,4716167.752334369,5111620.934854561,5235316.353685384,5280579.933133226,5290013.516709996,5534598.871832794,5887017.850744567,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6195250.826903747,6233031.018013382,6280379.04740704
World,2021-02-01,7868684247,6419768.153118507,4826654.482682802,5242781.71701955,5361583.551472918,5417584.051028988,5422323.712570764,5672167.299093111,6018056.321679246,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6332545.105602826,6379719.639356364,6419768.153118507
World,2021-02-08,7868684247,6536917.056220326,4915574.615179234,5346330.712190454,5465753.562169016,5528160.391240111,5544244.504378939,5783098.101908287,6126159.660627741,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6450051.327528221,6507222.996112489,6536917.056220326
World,2021-02-15,7868684247,6653617.723746809,4997294.463994196,5450113.874899672,5575415.421179719,5629694.779734275,5659021.972557148,5893973.091306349,6231076.489882694,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6557149.100230758,6629059.830558222,6653617.723746809
World,2021-02-22,7868684247,6760943.788645382,5069468.098383589,5540229.290425236,5672007.300557506,5724887.122083686,5757392.203339869,6004095.824879275,6327433.143725307,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6662358.746781921,6753435.950892389,6760943.788645382
World,2021-03-01,7868684247,6878010.090278896,5151164.697418422,5647318.190703412,5773436.850150299,5842814.075324028,5878753.749818228,6117293.405484611,6432960.3293909235,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6776087.558061919,6878010.090278896,6882775.512019529
World,2021-03-08,7868684247,7000595.005731521,5237756.000019027,5759986.406119697,5880207.714669624,5966171.092031109,6000848.595834995,6233597.305979184,6545324.679448232,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,6892328.603743919,7000595.005731521,7012026.946776525
World,2021-03-15,7868684247,7133096.0625433745,5337271.1466178475,5881759.388111314,6005682.273065262,6095983.622717955,6136609.625685905,6364996.673753545,6659597.816300077,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7028341.825994271,7133096.0625433745,7142832.651338632
World,2021-03-22,7868684247,7275498.888010166,5447559.171955764,5992451.969448948,6134909.208102569,6229209.345802009,6278139.714571232,6495953.966773367,6787193.175634215,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7179499.606348782,7275498.888010166,7303787.301447429
World,2021-03-29,7868684247,7446049.532383733,5579562.41004978,6146168.807853937,6293231.161488011,6394848.472522869,6451854.24952513,6682670.309054216,6933837.868890449,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7352666.739239681,7446049.532383733,7493667.096617226
World,2021-04-05,7868684247,7663541.961032673,5730272.877206784,6334057.794916479,6480739.787602823,6610489.2683256725,6651588.801735073,6893300.568409336,7119023.507562662,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7574823.753180078,7663541.961032673,7762554.813620815
World,2021-04-12,7868684247,7908805.183817451,5933293.977809606,6536236.247343935,6745258.970333724,6861015.349034741,6873702.612173566,7153964.994132417,7316003.241459397,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7812469.15085576,7908805.183817451,8049697.7595815575
World,2021-04-19,7868684247,8182888.863471737,6210890.83839745,6838682.824827536,7023744.827665439,7142488.375087568,7162548.857815789,7446555.475526676,7537313.700080629,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8085646.613456716,8182888.863471737,8359454.822727605
World,2021-04-26,7868684247,8530479.592905814,6617570.254042806,7338215.54679197,7369725.908968145,7574659.594999715,7627786.41384518,7802274.546315608,7840840.815347137,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8406681.273740847,8530479.592905814,8669292.782363536
