continent,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Europe,2020-03-23,747993718,0.588459746477691,0.588463487381986,0.588459746477691,0.588459746477691,0.5884485202474466,0.5884405316883731,0.5884187718205367,28.83675280994698,0.588505159386673,0.14539881469967106
Oceania,2020-03-23,43202462,0.009129448344132722,0.020014445039536654,0.012376736123641263,0.01008745121227026,0.009129448344132722,0.009129448344132722,0.005861272233746336,0.5786343531921472,0.02755401681867367,0.001321683935512749
Americas,2020-03-30,1026788511,0.2993081552164109,0.30224480427274664,0.30035555428985955,0.2993081552164109,0.2977769185477586,0.2977769185477586,0.2977769185477586,14.587193922641807,0.303899873388371,0.05505369352540408
Asia,2020-03-30,4679006159,-0.06510042324366315,-0.052756890203727105,-0.052756890203727105,-0.052756890203727105,-0.06510042324366315,-0.06510042324366315,-0.08911691598125422,-0.3081002638034653,-0.006041181643205201,0.004488239443670286
Africa,2020-03-30,1371693397,-0.03344464126808509,-0.023237688753860047,-0.023237688753860047,-0.023237688753860047,-0.03344464126808509,-0.10009419996807442,-0.1310839989731794,-0.16377274471440265,-0.0029776862675345937,0.001218712580855268
Europe,2020-03-30,747993718,0.814082324627702,0.8140829178261616,0.814082324627702,0.814082324627702,0.8140816105713088,0.8140785300239203,0.8140635603480963,39.890444573705885,0.8140907055858345,0.334361096866859
Oceania,2020-03-30,43202462,0.04366374552795667,0.04976523475907473,0.04439208205017006,0.04366374552795667,0.04315004017789587,0.04315004017789587,0.037337385663405075,1.302759751415987,0.062036178638856514,0.0036386815177338735
Americas,2020-04-06,1026788511,0.4104164156221069,0.41428421137933497,0.410660263733537,0.4104164156221069,0.4087816716959931,0.4087816716959931,0.4087816716959931,19.934152477482215,0.4152948432808795,0.16328308916966447
Asia,2020-04-06,4679006159,-0.05798905589619663,-0.05325299380600544,-0.0551800926421407,-0.0551800926421407,-0.05798905589619663,-0.07392671464196499,-0.08571111847859116,-0.36389502373201515,-0.007135196543765003,0.006255986635900472
Africa,2020-04-06,1371693397,-0.03831983968786217,-0.026217254563197918,-0.026217254563197918,-0.026217254563197918,-0.03831983968786217,-0.10129723470384662,-0.1405088808490451,-0.4431373724405939,-0.008057043135283526,0.003280835214226813
Europe,2020-04-06,747993718,0.8021821258140213,0.8021825709183577,0.8021825709183577,0.8021825709183577,0.8021821258140213,0.8021739648546663,0.8021698114413315,39.307180604440596,0.8021873592742979,0.49404545934970007
Oceania,2020-04-06,43202462,0.006788038829218462,0.014064142025354165,0.007908705630743456,0.007661644671126789,0.006788038829218462,0.006788038829218462,-0.004361241083131187,0.552744251627284,0.02632115483939448,0.007606048007171443
Americas,2020-04-13,1026788511,0.39563703576437137,0.39988417257190884,0.3962135199192275,0.39563703576437137,0.39455216815500044,0.39455216815500044,0.3942276246088159,19.226681708808094,0.4005558689335019,0.249405011116257
Asia,2020-04-13,4679006159,-0.05676284249015952,-0.055282322567042984,-0.05676284249015952,-0.05676284249015952,-0.0686773814857441,-0.0709461561620476,-0.08989545023776879,-0.43534755997195707,-0.008536226666116807,0.007382572030506276
Africa,2020-04-13,1371693397,-0.028322561954115835,-0.02597907186678428,-0.02597907186678428,-0.02597907186678428,-0.028322561954115835,-0.10941099628077909,-0.13622786132712272,-0.5421182590354906,-0.009856695618827101,0.003603793683640514
Europe,2020-04-13,747993718,0.6800033062876356,0.6800201751909819,0.6800201751909819,0.6800201751909819,0.6800033062876356,0.6800033062876356,0.6799965889986078,33.31894849471583,0.6799785407084864,0.5347261485958096
Oceania,2020-04-13,43202462,-0.04441315094006679,-0.039097013058631794,-0.04441315094006679,-0.04441315094006679,-0.046280228659700516,-0.04816123705962991,-0.054864427817414026,-0.5192779863646162,-0.024727523160219825,0.008265732633478157
Americas,2020-04-20,1026788511,0.3950359016414036,0.39841107441214263,0.3950359016414036,0.3950359016414036,0.39268217899846203,0.39268217899846203,0.3924496084339583,19.172075944497486,0.39941824884369753,0.27419775054339307
Asia,2020-04-20,4679006159,-0.047847526214639606,-0.047847526214639606,-0.047847526214639606,-0.047847526214639606,-0.07781772063344447,-0.07781772063344447,-0.08811163504945456,-0.6054739809208658,-0.011872038841585603,0.01160203644861242
Africa,2020-04-20,1371693397,-0.032731820079221104,-0.032731820079221104,-0.032731820079221104,-0.032731820079221104,-0.04088441076164963,-0.0931621404683441,-0.12512294932066495,-0.8076711469139334,-0.0146849299438897,0.003395292279007741
Europe,2020-04-20,747993718,0.4837765573764739,0.48380872002554504,0.4837765573764739,0.4837765573764739,0.4837673378624241,0.4837673378624241,0.4837522013979806,23.698734010508044,0.48364763286751117,0.4832166250893567
Oceania,2020-04-20,43202462,-0.044304553290406216,-0.03492080789646927,-0.03492080789646927,-0.03492080789646927,-0.044304553290406216,-0.044304553290406216,-0.053051430368427084,-0.3085955488683416,-0.014695026136587696,0.004298366144040587
Americas,2020-04-27,1026788511,0.3550434086277789,0.3577868571944107,0.3559289193099891,0.3550434086277789,0.3542743156837761,0.3542743156837761,0.35379914111916116,17.28069744397811,0.3600145300828773,0.2835471929038754
Asia,2020-04-27,4679006159,-0.04294625220135471,-0.02715055720918126,-0.04294625220135471,-0.04294625220135471,-0.0571715604447137,-0.0571715604447137,-0.0571715604447137,-0.5464502745333284,-0.010714711265359382,0.007535232654520641
Africa,2020-04-27,1371693397,-0.011737572811311223,-0.011737572811311223,-0.011737572811311223,-0.011737572811311223,-0.03508756195943195,-0.11636080883800382,-0.13532058704873617,-1.0625698421380654,-0.01931945167523755,0.0031452363986264782
Europe,2020-04-27,747993718,0.3062909333398435,0.3063099863295496,0.3063099863295496,0.3063099863295496,0.3062909333398435,0.30628042824925017,0.3062638849414743,15.004005908526905,0.3062042022148348,0.38350215128411014
Oceania,2020-04-27,43202462,-0.10311952118677373,-0.08701419667117473,-0.09840069554757531,-0.09840069554757531,-0.10311952118677373,-0.10311952118677373,-0.1050602894401108,-1.5308870006842212,-0.07289938098496292,0.007606048007171443
Americas,2020-05-04,1026788511,0.4521627721772755,0.4521627721772755,0.4521627721772755,0.4521627721772755,0.45058741811453235,0.44938821091608094,0.44686955822579705,21.68260703405178,0.4517209798760788,0.3053906394946018
Asia,2020-05-04,4679006159,0.022003507881085124,0.03159912331360897,0.022003507881085124,0.022003507881085124,0.008260359075330053,0.008260359075330053,5.646299834873132e-4,-0.16325985773343177,-0.0032011736810476812,0.007660408809476842
Africa,2020-05-04,1371693397,0.027442337398502173,0.027442337398502173,0.027442337398502173,0.027442337398502173,0.016041874865043413,-0.05263838641272057,-0.07448099237699422,0.9147767137451621,0.016632303886275675,0.0039680879210356075
Europe,2020-05-04,747993718,0.23042373895052945,0.23043247900342037,0.23043163691273036,0.23043163691273036,0.23042373895052945,0.23041120082597066,0.2303570489035998,11.292148157911543,0.23045200322268455,0.27972012994900575
Oceania,2020-05-04,43202462,-0.07725063933330989,-0.058920274770546247,-0.0655432741311104,-0.0655432741311104,-0.07725063933330989,-0.07725063933330989,-0.07873526679589518,-0.9621022118495864,-0.045814391040456495,0.004629365798643605
Americas,2020-05-11,1026788511,0.4493223688475006,0.44950898580968907,0.4493223688475006,0.4493223688475006,0.44740058842822666,0.4466980455091524,0.4435695972096609,21.542931588406738,0.4488110747584737,0.3162008500502203
Asia,2020-05-11,4679006159,0.026755385518508555,0.047686604522606584,0.026755385518508555,0.026755385518508555,0.0176498114781012,0.0176498114781012,0.0048788797213512565,-0.18766595634363137,-0.003679724634188851,0.007431407187425333
Africa,2020-05-11,1371693397,0.033979099379918026,0.033979099379918026,0.033979099379918026,0.033979099379918026,0.024961761869176327,-0.05228617246716029,-0.05668346955488528,0.9649545243106322,0.01754462771473877,0.0052283549776393655
Europe,2020-05-11,747993718,0.23273058887186293,0.2327321437782392,0.23273058887186293,0.23273058887186293,0.23272749281303498,0.23267687682980195,0.2326621163134107,11.405758737726622,0.23277058648421678,0.22017003089322737
Oceania,2020-05-11,43202462,-0.1163968626867229,-0.09548505389096511,-0.10741401934402352,-0.10741401934402352,-0.1163968626867229,-0.1163968626867229,-0.1217550983244305,-1.8442741584391154,-0.08782257897329121,6.619993092060355e-4
Americas,2020-05-18,1026788511,0.4298640508034354,0.42997929361681164,0.4298640508034354,0.4298640508034354,0.42943175328551164,0.4274204524213129,0.42614545934400566,20.625040523301088,0.42968834423543933,0.31375253671882974
Asia,2020-05-18,4679006159,0.05428650645031837,0.06092448158105397,0.05428650645031837,0.05428650645031837,0.03391776707212553,0.03391776707212553,0.024997160656176732,-0.12330448639633149,-0.0024177350273790485,0.007971778350463163
Africa,2020-05-18,1371693397,0.03844935865264141,0.03844935865264141,0.03844935865264141,0.03844935865264141,0.02965266321369076,-0.03847520828551573,-0.05772308379880428,1.145388432165916,0.020825244221198472,0.0050720518267538175
Europe,2020-05-18,747993718,0.17415826008327226,0.17415826008327226,0.17415826008327226,0.17415826008327226,0.1741420728768211,0.1741188219155147,0.17405220289365594,8.534798797391863,0.17417956729371148,0.17547941492203817
Oceania,2020-05-18,43202462,-0.11225865168248678,-0.0881919702288789,-0.10222862335621682,-0.10222862335621682,-0.11225865168248678,-0.11225865168248678,-0.1156448007554684,-1.7576124306884917,-0.08369583003278531,6.619993092060355e-4
Americas,2020-05-25,1026788511,0.42301779801484146,0.4232315148401963,0.42301779801484146,0.42301779801484146,0.4227813776392018,0.42162240404405127,0.41827874858612507,20.303082443714736,0.42298088424405694,0.3112480287578909
Asia,2020-05-25,4679006159,0.12465177178533206,0.12465177178533206,0.12465177178533206,0.12465177178533206,0.054728124346732875,0.054728124346732875,0.03675734509426765,-0.22323028531243236,-0.00437706441789083,0.008158035852673046
Africa,2020-05-25,1371693397,0.04016280727475923,0.04016280727475923,0.04016280727475923,0.04016280727475923,0.02559094741685622,-0.02396435846747099,-0.057684267037921996,1.023151619669667,0.018602756721266673,0.006748811374499895
Europe,2020-05-25,747993718,0.12790827444716132,0.12792038968948083,0.12791055436729812,0.12791055436729812,0.12790827444716132,0.12790827444716132,0.12786048637396616,6.270186195391361,0.12796298357941552,0.093221103763334
Oceania,2020-05-25,43202462,-0.13562238306230656,-0.11455233613812674,-0.1243480492386827,-0.12758227266502797,-0.13562238306230656,-0.13562238306230656,-0.13784825300761824,-2.230085504098058,-0.10619454781419323,9.929989638090533e-4
Americas,2020-06-01,1026788511,0.4111926124961303,0.4138298837305735,0.4111926124961303,0.4111926124961303,0.41004566625820654,0.41004566625820654,0.4073844688472799,19.486814843747048,0.4059753092447302,0.29883748864813703
Asia,2020-06-01,4679006159,0.18441206119318812,0.19985414144405844,0.18441206119318812,0.18441206119318812,0.13260380081899437,0.13260380081899437,0.11050240649153985,0.4020929918988779,0.007884176311742704,0.010682995127897629
Africa,2020-06-01,1371693397,0.13491894924513168,0.1436327775239695,0.1436327775239695,0.1436327775239695,0.13491894924513168,0.05678820981950138,0.043358717974646396,4.665867822017011,0.0848339604003093,0.00899843946686287
Europe,2020-06-01,747993718,0.1915720930961079,0.19160197760742306,0.19157600341070713,0.19157600341070713,0.1915720930961079,0.1915720930961079,0.1915631890998536,9.389306793277486,0.19161850598525482,0.10502427775737015
Oceania,2020-06-01,43202462,-0.16743926054756303,-0.14242014420136884,-0.15600014287214664,-0.16194091208773248,-0.16743926054756303,-0.16743926054756303,-0.17135533855569468,-2.956916841298388,-0.14080556387135182,3.3099965460301774e-4
Americas,2020-06-08,1026788511,0.41897777830929095,0.42384331733616354,0.4190549654903661,0.41897777830929095,0.4166741495447552,0.4166741495447552,0.41524670291175786,19.82840695681157,0.413091811600241,0.3270669630622698
Asia,2020-06-08,4679006159,0.23131391531073314,0.23131391531073314,0.23131391531073314,0.23131391531073314,0.1731685344508423,0.1731685344508423,0.12096799784381496,0.4590364030367498,0.009000713785034309,0.013412570504804072
Africa,2020-06-08,1371693397,0.1590698091899418,0.1590698091899418,0.1590698091899418,0.1590698091899418,0.14404958525940811,0.07600581101427446,0.04197415249978099,4.953531023683437,0.09006420043060795,0.010623000760861721
Europe,2020-06-08,747993718,0.1765802401530547,0.1766096332364404,0.1765802401530547,0.1765802401530547,0.17656128369468815,0.17656128369468815,0.17654709597212326,8.653926285710181,0.17661074052469755,0.08137982784502476
Oceania,2020-06-08,43202462,-0.14508976536992216,-0.12391722487026766,-0.136479031807841,-0.1384131703109388,-0.14508976536992216,-0.14508976536992216,-0.1497872628375625,-2.4894434829513576,-0.11854492775958844,0
Americas,2020-06-15,1026788511,0.4239002550491786,0.42664129723543215,0.4243624787998575,0.4239002550491786,0.4209500642971412,0.4209500642971412,0.42067443416668665,19.99483989479311,0.41655916447485647,0.3077000732042667
Asia,2020-06-15,4679006159,0.21762715549141762,0.21762715549141762,0.21762715549141762,0.21762715549141762,0.21633607746258518,0.13472928762638842,0.09871857295759133,0.3500015268672566,0.006862775036612875,0.016819789785619727
Africa,2020-06-15,1371693397,0.23674756744266937,0.23674756744266937,0.23674756744266937,0.23674756744266937,0.18849476491545142,0.14966764407287883,0.11420719832343731,5.852607410253767,0.10641104382279576,0.01455974056861338
Europe,2020-06-15,747993718,0.13277174592323962,0.13278921672187477,0.1327767228359686,0.13277174592323962,0.1327564017927272,0.1327564017927272,0.1327394003036274,6.507303979451665,0.13280212202962582,0.06560442797729486
Oceania,2020-06-15,43202462,-0.18158344733205162,-0.15762007909846726,-0.17181502249433536,-0.17407607090821692,-0.18158344733205162,-0.18158344733205162,-0.18715431500949758,-3.2737043428995536,-0.15589068299521686,0
Americas,2020-06-22,1026788511,0.4307070144995811,0.43362635692005447,0.43091965343768507,0.4307070144995811,0.4289842878685028,0.4289842878685028,0.42894816327176283,20.289183440899006,0.42269132168539597,0.32626017569454474
Asia,2020-06-22,4679006159,0.2586157420291925,0.2586157420291925,0.2586157420291925,0.2586157420291925,0.20397483377774295,0.16085278505205605,0.1272579674191739,0.5856822009540072,0.011483964724588375,0.024107683590676804
Africa,2020-06-22,1371693397,0.24242680400550132,0.24242680400550132,0.24242680400550132,0.24242680400550132,0.21625366511850866,0.1666144102786948,0.14471472129136634,6.212673297484978,0.11295769631790868,0.016424078477939922
Europe,2020-06-22,747993718,0.2077519066747419,0.20777113520079982,0.20775934217824943,0.2077519066747419,0.20772962764719888,0.20772962764719888,0.20771455726458385,10.180706487893637,0.20776952016109462,0.08080629361649265
Oceania,2020-06-22,43202462,-0.2022283981172916,-0.18093561095676122,-0.18942628666491726,-0.19613306032062994,-0.2022283981172916,-0.2022283981172916,-0.20911124722487343,-3.719928912230827,-0.17713947201099173,0
Americas,2020-06-29,1026788511,0.4587704275285788,0.4592401175971125,0.4587704275285788,0.4587704275285788,0.4527569279318365,0.4527569279318365,0.4527569279318365,21.435492666457908,0.44657276388453976,0.31457325100514294
Asia,2020-06-29,4679006159,0.29555320417151476,0.29555320417151476,0.29555320417151476,0.29555320417151476,0.2099437310572001,0.18594604379922605,0.14778924282323821,0.5140521544906667,0.010079454009620913,0.02049274925949077
Africa,2020-06-29,1371693397,0.2728426446383675,0.2728426446383675,0.2728426446383675,0.2728426446383675,0.22805363699968798,0.17809179190665117,0.16088148559376642,6.571937256236835,0.11948976829521517,0.01602792580913765
Europe,2020-06-29,747993718,0.17731635772236481,0.1773397896216911,0.17732342705300735,0.1773212111356736,0.17731635772236481,0.17731635772236481,0.17730007859047958,8.689413214759536,0.17733496356652115,0.050688259924664233
Oceania,2020-06-29,43202462,-0.19455748066252654,-0.1741642095092521,-0.17468963398232235,-0.17468963398232235,-0.19455748066252654,-0.19455748066252654,-0.20133377096209953,-3.6153515388394664,-0.17215959708759362,6.619993092060355e-4
Americas,2020-07-06,1026788511,0.584310276282762,0.5848777468503608,0.584310276282762,0.584310276282762,0.5773511733006537,0.5773511733006537,0.5773511733006537,27.382702229277896,0.5704729631099561,0.3093418913410495
Asia,2020-07-06,4679006159,0.24689929713277925,0.24689929713277925,0.24689929713277925,0.24689929713277925,0.17838381569958095,0.16839449420605232,0.14400932475868838,1.0517730983828721,0.020623001929075926,0.0228864199706218
Africa,2020-07-06,1371693397,0.27213215498237137,0.27213215498237137,0.27213215498237137,0.27213215498237137,0.2361077833464045,0.1813404349590645,0.15904193406219874,6.307549874703616,0.1146827249946112,0.01804863977193877
Europe,2020-07-06,747993718,0.17114819083415786,0.1711597288074092,0.17115055098118598,0.17114819083415786,0.17114608471549353,0.17114608471549353,0.1711293530795559,8.387086326897503,0.1711650270795409,0.05003878922951061
Oceania,2020-07-06,43202462,-0.19142152305118634,-0.17740094088547673,-0.17892398711753402,-0.17892398711753402,-0.19142152305118634,-0.19142152305118634,-0.1986750609517135,-3.548177947757335,-0.1689608546551112,6.619993092060355e-4
Americas,2020-07-13,1026788511,0.6167615682029923,0.6167615682029923,0.6167615682029923,0.6167615682029923,0.6066916439557494,0.6066916439557494,0.6066916439557494,28.721823451402972,0.5983713219042286,0.3456822862717053
Asia,2020-07-13,4679006159,0.26074950694944127,0.26074950694944127,0.26074950694944127,0.26074950694944127,0.19826627317089965,0.17030497187385243,0.14956797926107265,1.1559840563761268,0.02266635404659072,0.024916765663099014
Africa,2020-07-13,1371693397,0.3202526450990637,0.3202526450990637,0.3202526450990637,0.3202526450990637,0.26210436274949656,0.2303101150062738,0.18680397531644902,7.249128470679859,0.1318023358305429,0.019298554660899924
Europe,2020-07-13,747993718,0.1669004481868802,0.16690603946609286,0.1669004481868802,0.1669004481868802,0.16689984060847107,0.16689894261860058,0.16688544552933365,8.178956236692782,0.16691747421822006,0.04690654367233603
Oceania,2020-07-13,43202462,-0.2068452738365564,-0.18347534484630515,-0.18347534484630515,-0.18347534484630515,-0.2068452738365564,-0.2068452738365564,-0.21103308040921837,-3.7863588180975825,-0.1803028008617896,6.619993092060355e-4
Americas,2020-07-20,1026788511,0.6299269603554059,0.6316189699664334,0.6299269603554059,0.6299269603554059,0.6190874031650175,0.6190874031650175,0.6190874031650175,29.31721104710336,0.6107752301479866,0.36631555181084413
Asia,2020-07-20,4679006159,0.26106076830093894,0.26106076830093894,0.26106076830093894,0.26106076830093894,0.2050084802832871,0.1868069601793218,0.15077067771601516,1.168904932110936,0.02291970455119482,0.03010105035427033
Africa,2020-07-20,1371693397,0.3210494911633515,0.3210494911633515,0.3210494911633515,0.3210494911633515,0.266600194598656,0.2326638883344316,0.18958526185123892,7.361856702635159,0.13385194004791198,0.020412943636849774
Europe,2020-07-20,747993718,0.16902399217063832,0.16903587137830448,0.16902399217063832,0.16902399217063832,0.16901179368675848,0.16901179368675848,0.16899991368312378,8.283021281795127,0.16904125064888018,0.04142521421550228
Oceania,2020-07-20,43202462,-0.17737717185313231,-0.16586695564559784,-0.17051911751923457,-0.17051911751923457,-0.17737717185313231,-0.17737717185313231,-0.18765715452957554,-3.1440343135357565,-0.14971591969217887,0.005951049734156355
Americas,2020-07-27,1026788511,0.6183125972102406,0.6219027882037106,0.6183125972102406,0.6183125972102406,0.608677183273895,0.608677183273895,0.607729467015018,28.711238436755714,0.5981508007657441,0.3883678047893545
Asia,2020-07-27,4679006159,0.2598057036459484,0.2598057036459484,0.2598057036459484,0.2598057036459484,0.2215966083396917,0.21474434166769862,0.15484542647743282,1.3117446060874611,0.025720482472303158,0.029875083564727574
Africa,2020-07-27,1371693397,0.2995133656807879,0.2995133656807879,0.2995133656807879,0.2995133656807879,0.257078937604386,0.1998819274303715,0.18805698613403773,6.670365231006908,0.12127936783648925,0.028661069657390795
Europe,2020-07-27,747993718,0.28926076942502166,0.28926955673261784,0.2892614038921797,0.28926076942502166,0.2892432717415776,0.2892432717415776,0.2892432717415776,14.174581456636028,0.2892771725844087,0.038140026197385796
Oceania,2020-07-27,43202462,-0.15089344150083528,-0.13623083832655694,-0.14823598091846873,-0.14823598091846873,-0.15089344150083528,-0.15089344150083528,-0.1601118104874521,-2.5779554636776143,-0.12275978398464829,0.013557097741327797
Americas,2020-08-03,1026788511,0.587065038157784,0.5873975420432624,0.587065038157784,0.587065038157784,0.5797499865806647,0.5797499865806647,0.5784142978127463,27.277059610991845,0.5682720752289967,0.3880617047535313
Asia,2020-08-03,4679006159,0.2437409647026968,0.2504283131038211,0.2437409647026968,0.2437409647026968,0.21089632762681318,0.21089632762681318,0.17451483277926422,1.258482548029153,0.024676128392728494,0.030116352749173632
Africa,2020-08-03,1371693397,0.20663143382579757,0.20663143382579757,0.20663143382579757,0.20663143382579757,0.1750748646710161,0.13142630457868207,0.11781065930283761,3.7115669571536287,0.06748303558461143,0.02552654993935208
Europe,2020-08-03,747993718,0.1928622479820439,0.19287402473470613,0.1928622479820439,0.1928622479820439,0.19283216305018902,0.19283216305018902,0.19283216305018902,9.451157450726246,0.19288076430053558,0.03913335004773396
Oceania,2020-08-03,43202462,-0.17141463638403157,-0.16586596505247236,-0.17141463638403157,-0.17141463638403157,-0.1754550191525015,-0.1754550191525015,-0.1829880475662672,-2.9655588219037967,-0.14121708675732367,0.02248714436691131
Americas,2020-08-10,1026788511,0.565320044779668,0.565320044779668,0.565320044779668,0.565320044779668,0.5559506597996173,0.5559506597996173,0.5550040982913754,26.19938045937094,0.5458204262368946,0.4046043518693014
Asia,2020-08-10,4679006159,0.25740862883767684,0.2932662417385278,0.28720640289707156,0.28720640289707156,0.25740862883767684,0.23736039368513956,0.1977322273284104,1.2089260535562523,0.023704432422671617,0.03146884081714243
Africa,2020-08-10,1371693397,0.19736748802566453,0.19736748802566453,0.19736748802566453,0.19736748802566453,0.16998518587330247,0.11285761410273984,0.09848762341374565,3.184127140159515,0.057893220730172994,0.03095254383585838
Europe,2020-08-10,747993718,0.32628633217077213,0.3263063992362731,0.326288208407336,0.32628633217077213,0.3262766985921336,0.3262766985921336,0.3262766985921336,15.988912892142872,0.32630434473760966,0.040584565444171286
Oceania,2020-08-10,43202462,-0.14237604196351508,-0.13747404982197464,-0.14237604196351508,-0.14237604196351508,-0.1456868030660326,-0.1456868030660326,-0.15115574704361318,-2.342677653696286,-0.1115560787474422,0.033067559899711274
Americas,2020-08-17,1026788511,0.5255044529450997,0.5255044529450997,0.5255044529450997,0.5255044529450997,0.5167246161196896,0.5167246161196896,0.5150110583562446,24.28352619943061,0.5059067958214711,0.3780300381643051
Asia,2020-08-17,4679006159,0.2855162501103072,0.33796915382138765,0.33796915382138765,0.33796915382138765,0.2855162501103072,0.24974979203334147,0.22844982717513032,1.2407813531203398,0.024329046139614504,0.03209779916855202
Africa,2020-08-17,1371693397,0.20294446409092273,0.20294446409092273,0.20294446409092273,0.20294446409092273,0.1853829553448425,0.11176792913342658,0.08808785348911659,3.1362405538207785,0.05702255552401415,0.02394332441333462
Europe,2020-08-17,747993718,0.24177803524288097,0.24179673159257487,0.24177803524288097,0.24177803524288097,0.2417639361019864,0.2417639361019864,0.2417639361019864,11.848022500333562,0.24179637755782776,0.04220837587301769
Oceania,2020-08-17,43202462,-0.19716106581813306,-0.19542096940205983,-0.19716106581813306,-0.19716106581813306,-0.19780562681701133,-0.19886522403070708,-0.205390678664804,-3.48469590256371,-0.16593790012208143,0.03538224279903308
Americas,2020-08-24,1026788511,0.4694538313798285,0.4694538313798285,0.4694538313798285,0.4694538313798285,0.459995443872981,0.459995443872981,0.4577504523302401,21.56712872867068,0.4493151818473059,0.37218677060168237
Asia,2020-08-24,4679006159,0.2884086033264772,0.3320425899696596,0.3320425899696596,0.3320425899696596,0.2884086033264772,0.24713364624694384,0.22618668131275219,1.1290900520287446,0.022139020628014597,0.03052543534811791
Africa,2020-08-24,1371693397,0.1590009376609551,0.1590009376609551,0.1590009376609551,0.1590009376609551,0.1333366223176401,0.06811365272357865,0.03197260427858076,2.581420607317196,0.04693492013303993,0.02195417727158455
Europe,2020-08-24,747993718,0.19943597732751436,0.19946024820699074,0.19944972636508226,0.19943597732751436,0.19942535145435888,0.19942535145435888,0.19942535145435888,9.773253738705964,0.1994541579327748,0.04190275833305862
Oceania,2020-08-24,43202462,-0.22606596688848626,-0.21720891593327357,-0.2254255890662943,-0.2254255890662943,-0.22606596688848626,-0.22606596688848626,-0.24029481631401528,-4.063412921052114,-0.19349585338343403,0.0291001934102737
Americas,2020-08-31,1026788511,0.4242196490495321,0.42567013587205593,0.4242196490495321,0.4242196490495321,0.4169208659953251,0.4169208659953251,0.4169208659953251,19.55863611235901,0.40747158567414615,0.3433452908979812
Asia,2020-08-31,4679006159,0.26718168170011614,0.3251859271587882,0.3251859271587882,0.3251859271587882,0.26718168170011614,0.2334935262386545,0.17331636363634478,0.9439032900208945,0.018507907647468517,0.03319078768496231
Africa,2020-08-31,1371693397,0.11105996174027377,0.13436921925385223,0.13436921925385223,0.13436921925385223,0.11105996174027377,0.03345856993976938,0.014235643763295938,2.3236578818096465,0.04224832512381176,0.018819511748367775
Europe,2020-08-31,747993718,0.17282523196983424,0.17289074031018822,0.17283817958268446,0.17282523196983424,0.172822654749251,0.172822654749251,0.172822654749251,8.469314980225683,0.1728431628617486,0.04144419833215765
Oceania,2020-08-31,43202462,-0.17781667339997995,-0.16732869784803645,-0.17157139889604778,-0.17157139889604778,-0.17781667339997995,-0.17781667339997995,-0.18153803132368507,-3.0352770708313708,-0.14453700337292244,0.044309974741717266
Americas,2020-09-07,1026788511,0.3609458507382352,0.3609458507382352,0.3609458507382352,0.3609458507382352,0.3489309136521987,0.3489309136521987,0.34756256236419875,16.291563924033234,0.3394075817506924,0.332367567755148
Asia,2020-09-07,4679006159,0.2920757034999593,0.34871656178006205,0.34871656178006205,0.34871656178006205,0.2920757034999593,0.273135252405125,0.23983212543269622,0.7610918867098831,0.014923370327644769,0.034827353173398544
Africa,2020-09-07,1371693397,0.08887357067780637,0.10453824478998373,0.10453824478998373,0.10453824478998373,0.08887357067780637,0.006377411513346103,-0.028564298955461132,1.3996541766974098,0.025448257758134727,0.017799021307091704
Europe,2020-09-07,747993718,0.3069312273465259,0.30701089531158043,0.3069455459843905,0.30693817550278324,0.3069312273465259,0.3069312273465259,0.3069312273465259,15.040516019074701,0.3069493065117285,0.04826230372164703
Oceania,2020-09-07,43202462,-0.18478091048668088,-0.15812020592455164,-0.1645504082540659,-0.1645504082540659,-0.18478091048668088,-0.18478091048668088,-0.1851747042882506,-3.2338455033732405,-0.15399264301777335,0.038027925352957896
Americas,2020-09-14,1026788511,0.3373726359479764,0.3373726359479764,0.3373726359479764,0.3373726359479764,0.32986851740328366,0.32986851740328366,0.3271729826406369,15.269236273822237,0.31810908903796326,0.28688624467867657
Asia,2020-09-14,4679006159,0.3220147627656261,0.35187025392424476,0.35187025392424476,0.35187025392424476,0.3220147627656261,0.2778843580329079,0.2371768498666357,0.7145904366081244,0.014011577188394596,0.03786214293803412
Africa,2020-09-14,1371693397,0.08350619025765249,0.08350619025765249,0.08350619025765249,0.08350619025765249,0.06303559929136371,-0.004295084517643022,-0.027097711466717255,1.3194613287617272,0.023990205977485947,0.013247566868618527
Europe,2020-09-14,747993718,0.3198044694980674,0.3198905495824137,0.31982358382882975,0.31980718011931647,0.3198044694980674,0.3198044694980674,0.3198044694980674,15.671269979497742,0.31982183631628047,0.05038224131181807
Oceania,2020-09-14,43202462,-0.20725684228771632,-0.18058876296676332,-0.18058876296676332,-0.18058876296676332,-0.20725684228771632,-0.20725684228771632,-0.20725684228771632,-3.698819004189018,-0.17613423829471514,0.016202780295252617
Americas,2020-09-21,1026788511,0.35086787928561697,0.35086787928561697,0.35086787928561697,0.35086787928561697,0.342408939896592,0.342408939896592,0.3396808886983998,15.870845765619249,0.33064262011706763,0.2759090084910387
