continent,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Americas,2021-06-14,1026782740,2481081.631525321,2517305.497796813,2513911.8901996794,2500719.5955235464,2476131.3166119284,2452197.6574842916,2444026.6637486937,109134218.9977891,2322004.6595274275,1829986.305
Asia,2021-06-14,4679006159,5821430.056805963,7653419.818100775,7558898.171953606,6405736.688430003,5091836.791767749,2306029.248130461,2170677.9981289054,11249447.135730842,220577.3948182518,752276.413
Africa,2021-06-14,1371693397,1352566.3785497951,1352566.3785497951,1352566.3785497951,1352566.3785497951,642810.8517379746,161838.90365704522,-42570.622844308586,19573060.045834363,355873.8190151702,134993.80299999999
Europe,2021-06-14,748121993,1694280.0268487216,1694505.8218468647,1694501.3886099996,1694280.0268487216,1692520.5113913747,1691180.0438919743,1691034.3358217417,82739298.30147041,1688557.108193274,1086848.364
Oceania,2021-06-14,43198762,-3960.0629839324833,3191.4917052129404,2102.081751593623,-1040.5025329118841,-5186.003111888692,-8011.729637744538,-8347.955025603796,-79035.77678208877,-3763.6084181947035,1106.049
Americas,2021-06-21,1026782740,2517335.2635727166,2553766.69445727,2551571.3143159263,2537676.2880949,2512604.7128860755,2488831.692466261,2479827.8716693097,110498999.227832,2351042.536762383,1861089.321
Asia,2021-06-21,4679006159,6009848.595815365,7843853.04607303,7753500.983114114,6537426.602311298,5215642.179138616,2397739.013261672,2262819.2479895786,11725960.888093581,229920.8017273251,773034.4299999999
Africa,2021-06-21,1371693397,1396194.9255885694,1396194.9255885694,1396194.9255885694,1396194.9255885694,670831.2565801647,179966.48602397484,-19529.412143366804,19961757.812170003,362941.0511303637,137945.829
Europe,2021-06-21,748121993,1711875.4434140453,1712232.39460045,1712068.9936091667,1711875.4434140453,1709998.4571856742,1708503.4861648958,1708401.8846491193,83572201.81135282,1705555.1390072005,1093224.377
Oceania,2021-06-21,43198762,-3898.6498088573067,3373.1177195151986,2216.01563571213,-963.0305579194033,-5143.909626848439,-8081.855965403677,-8419.12958844054,-80328.76517098938,-3825.1792938566373,1117.053
Americas,2021-06-28,1026782740,2554934.017585738,2592163.403027544,2589906.986233032,2576261.634123663,2550279.500735813,2525940.508422491,2516646.833596547,111937385.37454155,2381646.497330671,1889474.321
Asia,2021-06-28,4679006159,6155671.309549474,8049353.892590982,7933124.291335755,6690448.903374658,5319424.308902831,2503299.571082846,2338102.688428048,12221501.720456319,239637.2886363984,790476.449
Africa,2021-06-28,1371693397,1443552.1714692016,1443552.1714692016,1443552.1714692016,1443552.1714692016,704376.5315929207,202922.2464744747,9123.652835503368,20435672.578505646,371557.68324555724,141631.847
Europe,2021-06-28,748121993,1727663.2859717202,1728038.5486727832,1727833.2664408397,1727663.2859717202,1725687.990516649,1724048.8723958272,1723994.223365035,84322097.36123523,1720859.1298211273,1100226.386
Oceania,2021-06-28,43198762,-3776.274625091325,3503.13160048654,2320.2163167938133,-801.009938015966,-5094.839725004567,-8135.752948206969,-8421.94367503434,-81768.75355989003,-3893.750169518573,1127.056
Americas,2021-07-05,1026782740,2583920.537417004,2622049.3366004,2620275.3598814937,2605805.342531597,2579195.860861793,2554073.7332650456,2544977.4627308557,112991228.48278657,2404068.6911231186,1915926.32
Asia,2021-07-05,4679006159,6303786.519606778,8272896.798153457,8086383.0699766,6827975.753703847,5440127.950554489,2605728.0800630385,2418422.364988285,12800867.690067854,250997.40568760497,806770.447
Africa,2021-07-05,1371693397,1489923.780245718,1489923.780245718,1489923.780245718,1489923.780245718,738908.0340660998,240451.44345013355,37218.2640860558,20833675.324268363,378794.0968048793,147036.876
Europe,2021-07-05,748121993,1748121.5438233833,1748564.1841060887,1748361.381846941,1748121.5438233833,1746060.933067642,1744349.8646990533,1744142.175570578,85292502.68591076,1740663.320120628,1107214.388
Oceania,2021-07-05,43198762,-3553.077809719297,3753.916503438421,2659.6901431385068,-352.6727106832125,-4894.3662449748845,-8085.56387331996,-8386.528068801535,-81547.17678750036,-3883.1988946428746,1143.058
Americas,2021-07-12,1026782740,2612560.968915795,2651594.0644350983,2649535.9375678524,2635037.261917324,2608042.3852773053,2582325.643417874,2572967.2401696066,114056617.14103158,2426736.5349155655,1938771.31
Asia,2021-07-12,4679006159,6455579.066077215,8534143.563471328,8292549.3606581725,7063012.962396769,5567455.975601178,2703464.141949618,2504804.702336412,13418701.939679386,263111.80273881153,828525.453
Africa,2021-07-12,1371693397,1541693.3248602485,1541693.3248602485,1541693.3248602485,1541693.3248602485,776607.5323942718,283599.9673679219,71471.10697140226,21398372.07003108,389061.31036420143,152395.866
Europe,2021-07-12,748121993,1771113.5100469347,1771616.2281110173,1771545.8493629121,1771113.5100469347,1768979.5905250162,1767077.3755401552,1766771.8934755842,86381084.2505863,1762879.2704201285,1113899.409
Oceania,2021-07-12,43198762,-3264.7770224347973,4078.578843392723,3070.684678287468,244.50592782706195,-4697.385094869162,-7937.249236809137,-8122.099682271262,-80519.20001511066,-3834.247619767175,1176.056
Americas,2021-07-19,1026782740,2643959.3097385513,2683378.817041011,2681262.2157230657,2667532.85789239,2639381.910741469,2613129.321534071,2604280.1374678053,115251243.26594326,2452154.112041346,1960133.315
Asia,2021-07-19,4679006159,6610836.880557641,8786661.72555358,8515273.810890147,7311896.755942235,5700858.115518763,2788127.4744975166,2580558.966502241,13959312.243159829,273712.00476783974,849597.455
Africa,2021-07-19,1371693397,1592591.6196210433,1592591.6196210433,1592591.6196210433,1592591.6196210433,811041.252496845,312632.78056726605,104630.6987094154,21921180.815793794,398566.9239235236,158614.876
Europe,2021-07-19,748121993,1793847.4019240013,1794435.924433912,1794353.6625743073,1793847.4019240013,1791648.4055085734,1789552.9080989151,1789277.7634444672,87464511.01526183,1784990.0207196292,1120655.4239999999
Oceania,2021-07-19,43198762,-2879.8273278324223,4445.315692731974,3666.6168270777666,656.6591020523425,-4483.270957114055,-7723.74303683944,-7918.16146352083,-80209.42324272105,-3819.4963448914787,1242.059
Americas,2021-07-26,1026782740,2678732.30562912,2718910.7729977905,2716091.622491641,2702660.2789102215,2674299.1338145644,2647286.2132523092,2638463.8872111393,116624265.72418827,2481367.355833793,1979788.307
Asia,2021-07-26,4679006159,6784123.6482457705,9059469.440705644,8754918.703170339,7561092.114556667,5850551.4945220025,2898949.0645931447,2682425.969876692,14611376.926640268,286497.586796868,877723.476
Africa,2021-07-26,1371693397,1642433.9270697467,1645498.9633000602,1642433.9270697467,1642433.9270697467,845203.6113035509,337266.33859626896,136311.569349474,22387768.56155651,407050.33748284564,165237.884
Europe,2021-07-26,748121993,1817043.0760540061,1817679.0039577545,1817600.1292455923,1817043.0760540061,1814805.600990415,1812439.4419758848,1812202.6692463264,88565778.67993736,1807464.8710191299,1127722.442
Oceania,2021-07-26,43198762,-2557.010773146037,4825.554469527373,4093.0455422903087,1273.0336959188332,-4290.7151700296135,-7512.7235897006,-7638.849931300476,-80008.84647033138,-3809.94507001578,1336.055
Americas,2021-08-02,1026782740,2716280.6560458015,2757476.539448317,2753498.735667617,2739649.8301505153,2711159.9430365902,2683391.495240725,2674724.9543937235,118094745.9421107,2512654.168981079,2000085.29
Asia,2021-08-02,4679006159,6980011.542241392,9356582.255261075,9023424.967773948,7773418.002286411,6023008.795113297,3031616.9838358313,2792508.018420869,15395864.217008196,301879.6905295725,907733.477
Africa,2021-08-02,1371693397,1699428.7116869579,1699428.7116869579,1699428.7116869579,1699428.7116869579,876310.5103920827,358223.2271050087,164892.14098081551,22736997.307319228,413399.9510421678,171857.875
Europe,2021-08-02,748121993,1839688.1794942578,1840367.562594976,1840263.9234189044,1839688.1794942578,1837422.4906602574,1834846.0231608849,1834655.2869544537,89644510.4226774,1829479.8045444367,1135326.444
Oceania,2021-08-02,43198762,-2100.620142343696,5325.554719718962,4515.135988496145,1652.5489515659754,-4137.107319127338,-7155.721994205141,-7448.822097091974,-79983.17937536103,-3808.722827398144,1398.061
Americas,2021-08-09,1026782740,2758413.477543113,2800593.0922919377,2795295.862116551,2781489.355938596,2752235.1846511895,2724232.377565054,2715462.1413962888,119788030.44336647,2548681.498795031,2020115.293
Asia,2021-08-09,4679006159,7164746.533093021,9632977.11954753,9284139.460500238,7942544.016447365,6195781.079059751,3160795.8572311224,2901773.859423177,16170955.267376123,317077.5542622769,940405.487
Africa,2021-08-09,1371693397,1753095.5757198667,1753095.5757198667,1753095.5757198667,1753095.5757198667,908609.3387618153,380817.0491653649,190258.7864596817,22995322.053081945,418096.76460148994,178231.872
Europe,2021-08-09,748121993,1865387.8539988592,1866106.3169643648,1866026.345680989,1865387.8539988592,1863084.4060223398,1860154.249728089,1859995.6979146618,90864197.52541745,1854371.378069744,1143381.449
Oceania,2021-08-09,43198762,-1705.4275117716536,5792.6559534247945,4878.514854287311,1978.7405302314862,-3793.2683529491424,-6812.800688325953,-7330.693873642647,-81045.31228039073,-3859.300584780511,1479.058
Americas,2021-08-16,1026782740,2805154.094279401,2848453.1202179617,2842250.3579564253,2828300.2337644044,2798253.472232096,2769934.708238629,2761096.8739952464,121717355.99462223,2589730.9786089836,2040233.293
Asia,2021-08-16,4679006159,7342806.371418849,9937584.676088663,9514866.756437378,8126887.711134362,6412272.250134836,3272015.7532068556,3008897.849057022,17056850.95774405,334448.05799498135,974268.512
Africa,2021-08-16,1371693397,1806916.2739508618,1806916.2739508618,1806916.2739508618,1806916.2739508618,940156.7205644485,405955.06559797574,216672.54888563562,23276086.79884466,423201.57816081203,184428.881
Europe,2021-08-16,748121993,1890737.8740493706,1891419.774812321,1891379.9195244613,1890737.8740493706,1888304.399808377,1885099.4677139332,1884939.6989066831,92061599.4281575,1878808.151595051,1151963.449
Oceania,2021-08-16,43198762,-1325.9507273902325,6257.236964433193,5420.948949388387,2337.550673447049,-3553.203029462613,-6511.750931291546,-7270.468123937716,-82107.44518542038,-3909.8783421628755,1580.061
Americas,2021-08-23,1026782740,2853758.32135511,2897435.395738314,2891036.1678899536,2876868.6013453472,2846226.2436239016,2816707.114017865,2808485.0939524523,123700844.34587799,2631932.858422936,2063238.303
Asia,2021-08-23,4679006159,7526335.348061558,10181506.077990102,9733514.211267093,8367900.652852592,6609706.884859581,3401135.3093897416,3136969.7488327646,18138774.328111976,355662.2417276858,1006108.523
Africa,2021-08-23,1371693397,1866232.967542271,1866232.967542271,1866232.967542271,1866232.967542271,977059.9211589152,432606.1576750221,245327.01074383492,23518802.54460738,427614.59172013414,189956.9
Europe,2021-08-23,748121993,1915239.8572713914,1916093.6335718208,1915834.7700509608,1915239.8572713914,1912654.0132038756,1909173.868960471,1908977.6007206198,93213196.13089755,1902310.125120358,1161651.463
Oceania,2021-08-23,43198762,-1086.6235748526549,6403.119032032747,6138.29954969584,2445.511407295387,-3284.449610588561,-6293.065051815013,-7328.764371230564,-85601.37809045013,-4076.2560995452445,1647.065
Americas,2021-08-30,1026782740,2900872.495739083,2945523.2547960975,2939751.452106716,2924463.298707635,2892848.451122256,2862199.8513096836,2854419.220490643,125660864.0304671,2673635.4049035553,2086937.293
Asia,2021-08-30,4679006159,7692697.067872671,10362332.962048156,9947199.869787777,8575203.703319803,6792636.44462105,3504870.5272557028,3228817.109599133,19094753.198479902,374406.9254603903,1035281.52
Africa,2021-08-30,1371693397,1918820.8236811948,1918820.8236811948,1918820.8236811948,1918820.8236811948,1013184.4542762892,454256.3198826599,270182.3161582865,23751992.290370096,431854.4052794563,195497.88999999998
Europe,2021-08-30,748121993,1939900.63276667,1940743.776376884,1940609.908328242,1939900.63276667,1937159.453338619,1933385.1856620016,1933158.613797982,94366394.15363759,1925844.7786456652,1172116.47
Oceania,2021-08-30,43198762,-607.4218144843247,7119.180524626891,7007.747796005833,3273.8190095051755,-2714.3548859616567,-5755.6769003254685,-7058.1643811430495,-83732.71324267173,-3987.2720591748443,1714.069
Americas,2021-09-06,1026782740,2944573.932726521,2991613.5342636923,2983967.0472820103,2968977.9765397827,2935395.554631851,2904241.572830349,2896901.369192834,127392397.48994508,2710476.542339257,2110556.301
Asia,2021-09-06,4679006159,7854879.894813638,10527923.368896507,10133846.141771995,8757595.343174066,6959870.315170508,3617120.019217323,3313458.642441375,19904044.19988808,390275.3764683937,1062139.54
Africa,2021-09-06,1371693397,1969026.3388460858,1969026.3388460858,1969026.3388460858,1969026.3388460858,1039845.6248121343,471513.963014055,290490.2401670087,23914562.036132812,434810.2188387784,199802.897
Europe,2021-09-06,748121993,1973789.6513557157,1974683.005177939,1974538.5686121138,1973789.6513557157,1970716.2825558847,1966771.507125747,1966408.7922932177,95953615.05584,1958237.0419559183,1182838.475
Oceania,2021-09-06,43198762,-203.36383107021774,7902.789655878237,7668.924601364145,3976.8302499718993,-2254.3284618269777,-5390.46703616967,-6854.6993427234265,-82854.2638787643,-3945.441137084014,1792.07
Americas,2021-09-13,1026782740,2985167.149474486,3033833.60487422,3025195.9510189327,3009483.565032411,2975528.3406005916,2943347.3967647664,2936250.002228093,128991961.21608974,2744509.8131082924,2135914.305
Asia,2021-09-13,4679006159,8010641.672780275,10681460.162237532,10286059.49760413,8925743.613486517,7086815.4225390125,3709605.5762613565,3393524.9354732875,20628893.481296256,404488.1074763972,1085404.551
Africa,2021-09-13,1371693397,2015522.5478920476,2015522.5478920476,2015522.5478920476,2015522.5478920476,1064332.408764519,488116.3267689203,309762.2645158649,24022868.78189553,436779.4323981005,203314.895
Europe,2021-09-13,748121993,2005711.3707624807,2006441.1293119472,2006351.8181422432,2005711.3707624807,2002223.2109134404,1998227.5933760095,1997644.8036536912,97441515.89804241,1988602.3652661717,1193986.486
Oceania,2021-09-13,43198762,106.51443744749227,8570.152001329012,8075.822473212019,4453.218211727643,-2203.6143993280634,-5162.1064698329255,-6811.461871401684,-83886.81451485684,-3994.610214993183,1864.065
Americas,2021-09-20,1026782740,3022743.0263317884,3073565.042557384,3063024.062214605,3046700.4576005735,3012838.5058557317,2979565.0287362793,2972715.5115005863,130455166.97556773,2775641.850543994,2161612.292
Asia,2021-09-20,4679006159,8149964.36441088,10818722.189725708,10432082.01677454,9066324.295222806,7200272.969288338,3799120.2431017174,3456083.9138765116,21273884.255279113,417134.9853976297,1105177.556
Africa,2021-09-20,1371693397,2061767.316109655,2061767.316109655,2061767.316109655,2061767.316109655,1088894.0114492632,507547.82570210885,329764.2073231853,24116061.527658246,438473.84595742263,206336.907
Europe,2021-09-20,748121993,2035918.3325609101,2036668.1083315334,2036420.1786365216,2035918.3325609101,2032199.3327023273,2027826.269619852,2027315.5724195198,98839433.14024483,2017131.288576425,1205883.497
Oceania,2021-09-20,43198762,473.11473852790164,9343.9619194330935,8555.627408262751,4968.114862073975,-1917.409568473407,-4900.393945678731,-6626.577162784022,-84381.7651509494,-4018.1792929023527,1984.066
Americas,2021-09-27,1026782740,3054912.1067645554,3107378.4531961204,3095064.606710086,3079050.7172595724,3045354.5065846983,3011247.5702198455,3004806.1083748816,131684042.0801768,2801788.1293654637,2187019.275
Asia,2021-09-27,4679006159,8283866.885179237,10948855.121428924,10601861.264532648,9211611.567577561,7340949.458755975,3886500.8618791713,3519694.1172476397,21832408.60926197,428086.4433188622,1120531.559
Africa,2021-09-27,1371693397,2104225.4880248774,2104225.4880248774,2104225.4880248774,2104225.4880248774,1110334.1547850634,526238.1830987454,347789.04517721984,24179983.27342096,439636.05951674475,209208.93
Europe,2021-09-27,748121993,2066784.280795591,2067494.2562660975,2067239.3988030397,2066784.280795591,2062792.0548329528,2058067.0581092811,2057667.347183244,100262594.20244724,2046175.3918866783,1218465.514
Oceania,2021-09-27,43198762,885.5114980870435,10172.398232428875,9128.282588049233,5639.172313379649,-1623.2917656404095,-4723.714932781248,-6420.395611385722,-84570.11578704197,-4027.1483708115225,2103.066
Americas,2021-10-04,1026782740,3078761.7733960557,3134002.1518737394,3120493.116735595,3103310.749458967,3068501.972004507,3034392.4237736776,3029292.9491837146,132548467.4357734,2820180.1582079446,2210268.284
Asia,2021-10-04,4679006159,8410582.413479464,11061724.444873521,10784865.68609447,9358286.053866565,7461970.616868327,3975114.629850854,3588684.929817642,21997842.830566294,431330.25157973124,1134118.545
Africa,2021-10-04,1371693397,2142631.653187271,2142631.653187271,2142631.653187271,2142631.653187271,1134804.7747726706,540213.2461744976,364602.32584567205,24220486.019183677,440372.4730760669,212237.935
Europe,2021-10-04,748121993,2110272.855536011,2112323.5819884664,2111829.4411771595,2110272.855536011,2105805.106933562,2100589.6495453003,2100317.340535253,102050122.47706059,2082655.5607563385,1231947.514
Oceania,2021-10-04,43198762,1258.2147939627332,11066.764807951162,10143.522674594347,6236.061467002619,-1427.6645189176697,-4407.107367486548,-6204.789609692951,-85674.07870838974,-4079.7180337328455,2253.069
Americas,2021-10-11,1026782740,3099473.1343571763,3157576.954101256,3141413.5298988903,3124482.101250746,3089478.6868686597,3054208.9581541633,3048824.4116609995,133282280.57470332,2835793.203717092,2229882.27
Asia,2021-10-11,4679006159,8533490.937851923,11174277.107933745,10928598.207481522,9487236.860718502,7593657.40905712,4061697.7799471808,3669362.304852065,22234741.311870616,435975.3198406003,1145372.557
Africa,2021-10-11,1371693397,2182086.8718486126,2182086.8718486126,2182086.8718486126,2182086.8718486126,1156054.0861791947,558888.6726290175,379528.67472545046,24282482.764946394,441499.686635389,214138.946
Europe,2021-10-11,748121993,2157137.564235797,2160929.3608196303,2160297.3193869274,2158476.2041424746,2152452.0935311685,2147241.8679093295,2146292.2536158026,103966401.19167393,2121763.2896259986,1247365.532
Oceania,2021-10-11,43198762,1626.893125775993,11870.264328744843,10731.437920750755,6745.398481627659,-1015.5631643870844,-4060.423747094795,-6003.015608543106,-86937.64162973753,-4139.887696654168,2388.064
Americas,2021-10-18,1026782740,3116868.2868338265,3178170.368768844,3162042.963537793,3142943.3799531716,3107076.7482112404,3071059.9580604993,3065577.997421836,133865555.06363325,2848203.2992262393,2249158.296
Asia,2021-10-18,4679006159,8653638.806659847,11279862.552511314,11068588.428320266,9600371.871351507,7688652.470231928,4145393.0628467975,3714477.769343137,22413848.633174937,439487.22810146934,1155594.545
Africa,2021-10-18,1371693397,2219167.3069665506,2219167.3069665506,2219167.3069665506,2219167.3069665506,1172882.977642413,572864.2905424632,395016.3491483865,24329420.51070911,442353.1001947111,215667.949
Europe,2021-10-18,748121993,2208956.7081080778,2214641.369786832,2214193.4751663157,2211057.4377469653,2204120.5165211577,2198336.673612834,2196237.873411506,106015182.89842212,2163575.161192288,1264317.551
Oceania,2021-10-18,43198762,2195.385514554738,12930.52520196404,11390.859287259658,7504.310989667233,-772.3727905794894,-3580.516534443681,-5340.360975029521,-86739.6045510853,-4130.457359575491,2559.067
Americas,2021-10-25,1026782740,3135158.4001063975,3202147.027666522,3191746.8075609086,3162076.426258723,3126042.0017358307,3088000.1679689554,3082990.882861804,134421216.42765677,2860025.8814395056,2267065.29
Asia,2021-10-25,4679006159,8769401.102337671,11471602.484179746,11215593.082083996,9728676.571265465,7783143.904466551,4231818.190668825,3842177.880135128,22558626.834479257,442326.0163623384,1166207.546
Africa,2021-10-25,1371693397,2253503.757947702,2253503.757947702,2253503.757947702,2253503.757947702,1192137.7543915042,587097.2085818765,410586.16179180687,24351883.256471828,442761.5137540332,217120.96
Europe,2021-10-25,748121993,2262738.169367076,2267998.8018635516,2267616.4489346715,2263279.98920522,2255644.425736885,2248439.939449818,2246144.341193839,107960681.13887817,2203279.206915881,1284013.57
Oceania,2021-10-25,43198762,2609.456984813164,13458.082799067559,11931.674938919849,7926.559401837835,-298.50989631438466,-3323.690334576267,-5066.7917683908145,-87410.96747243308,-4162.427022496813,2690.065
Americas,2021-11-01,1026782740,3153556.815069187,3231252.23171508,3224883.949088312,3181937.493847635,3144181.7098959316,3104044.795986378,3100745.2319273446,134835138.41831785,2868832.732304635,2282052.29
Asia,2021-11-01,4679006159,8889031.174788857,11644117.160087636,11371753.491161257,9892090.701196216,7873665.493932192,4313516.248138883,4023502.062407537,22781799.24622646,446701.94600444037,1177914.5489999999
Africa,2021-11-01,1371693397,2288100.6524736946,2288100.6524736946,2288100.6524736946,2288100.6524736946,1214559.3281228447,604554.8706273412,423606.8850896627,24407863.002234545,443779.32731335534,218393.966
Europe,2021-11-01,748121993,2322672.4501604973,2328590.415335138,2328078.732204881,2322672.4501604973,2312217.7708503627,2303236.0296636275,2302434.936756283,109869809.73206031,2242241.0149400067,1306408.565
Oceania,2021-11-01,43198762,3000.1889678007697,13783.364111171531,13055.427923129362,8406.858019376628,441.59592473477204,-2998.1680901121413,-4647.434570718229,-87989.93039378086,-4189.996685418136,2829.064
Americas,2021-11-08,1026782740,3170474.608213128,3258323.6403745497,3253120.1890859143,3200017.2309512105,3160623.8085074085,3119437.0863534063,3117996.4733829573,135176979.64231226,2876105.949836431,2295400.289
Asia,2021-11-08,4679006159,9003002.319814157,11818346.407928735,11515047.253908234,10130790.148432119,8023702.805816753,4406413.687671795,4185525.276487764,22965826.8772995,450310.3309274412,1187946.571
Africa,2021-11-08,1371693397,2322833.8683026303,2322833.8683026303,2322833.8683026303,2322833.8683026303,1238354.2553038704,652168.0474743388,435851.32938508457,24473742.74799726,444977.14087267744,219649.997
Europe,2021-11-08,748121993,2387840.1841186513,2396847.844996167,2394480.884576759,2387840.1841186513,2374828.2570332196,2364136.499948206,2361901.981741848,111890346.14569189,2283476.4519528956,1331288.56
Oceania,2021-11-08,43198762,3436.2357947798905,14143.565965824497,13945.243203778771,9245.58497206424,876.1056832213457,-2679.186802902577,-4303.554251304373,-88090.09331512863,-4194.766348339459,2956.065
Americas,2021-11-15,1026782740,3191316.9738649447,3290018.9359489055,3277220.5889154756,3220240.780748285,3178368.788692359,3140885.44258098,3138742.0096145426,135205023.24600592,2876702.622255445,2308907.3
Asia,2021-11-15,4679006159,9110529.40429473,11978722.113460554,11646252.582223997,10262329.786856705,8217791.271757667,4507802.995034608,4356480.016435851,23112020.66837254,453176.875850442,1197822.563
Africa,2021-11-15,1371693397,2354007.028305916,2375106.466820455,2354007.028305916,2354007.028305916,1259367.4006171124,703712.7998113349,448404.93074235937,24518073.49375998,445783.1544319996,220782.989
Europe,2021-11-15,748121993,2453495.0176277165,2466733.470075673,2464085.9795442554,2453779.16657144,2438006.1148035494,2425063.6073740963,2423600.3236874593,113808621.15595266,2322624.9215500546,1357529.537
Oceania,2021-11-15,43198762,3904.5634959531126,14964.524394373015,14521.4508991995,9951.151965318446,1273.9248549605925,-2356.006795823166,-3869.663299833963,-87845.85623647641,-4183.136011260782,3064.068
Americas,2021-11-22,1026782740,3209310.745548565,3317679.7410406773,3299510.658393992,3240168.985780522,3198071.411083081,3153149.7237963513,3151385.381986754,135232237.29969957,2877281.644674459,2321135.285
Asia,2021-11-22,4679006159,9214042.375744006,12142791.228515806,11785719.357029082,10370474.08415434,8303585.807227724,4609313.75255128,4531172.489273697,23273781.699445583,456348.66077344277,1207834.565
Africa,2021-11-22,1371693397,2389143.269858357,2456326.052966832,2389143.269858357,2389143.269858357,1279020.8929399862,755387.4500550575,463133.6928678169,24550755.23952269,446377.3679913217,221716.999
Europe,2021-11-22,748121993,2520780.934488356,2537909.9489603727,2531010.6270531653,2521629.4197498076,2504069.4300401197,2489200.235300815,2484598.1258835816,115690267.09711231,2361025.859124741,1384930.54
Oceania,2021-11-22,43198762,4341.6649881564645,15960.63443468714,14778.204030719224,10507.83062936576,1725.304318874524,-2275.8816940743204,-3686.1602550217244,-88958.21915782419,-4236.105674182104,3233.069
Americas,2021-11-29,1026782740,3230854.5215695235,3348150.4678518423,3323939.627023921,3261893.7817213405,3215827.4553853828,3169387.733009331,3164750.9146712306,135252785.18672657,2877718.8337601395,2331992.292
Asia,2021-11-29,4679006159,9313654.245089587,12301777.749138908,11965157.105552176,10568644.105954012,8394599.088282391,4709360.519906998,4632368.182807371,23419082.990518622,459197.70569644356,1218020.58
Africa,2021-11-29,1371693397,2432302.8869648343,2512382.91307293,2462422.468190308,2432302.8869648343,1309959.606969623,807059.3379211534,480692.5406721394,24638733.98528541,447976.9815506438,222737.032
Europe,2021-11-29,748121993,2584595.094877583,2602590.61905395,2597693.2964557265,2585772.7059972337,2566246.201130741,2549504.663390712,2544684.7292672587,117122826.55175507,2390261.766362348,1412084.534
Oceania,2021-11-29,43198762,4625.274500704216,17229.346961437284,14936.553728831244,11109.799267118444,1931.7198027545342,-2229.2794440868793,-3715.485580820355,-88958.21915782419,-4236.105674182104,3292.072
Americas,2021-12-06,1026782740,3254720.5380989797,3380300.3694839594,3352376.7017909917,3289770.1126151867,3246044.859988439,3187586.2589845,3181362.1890601334,135252785.18672657,2877718.8337601395,2347372.293
Asia,2021-12-06,4679006159,9464322.408182928,12520159.081190841,12258078.12648537,10728782.694735592,8480024.166982101,4818831.287753872,4722509.835002212,23419082.990518622,459197.70569644356,1229947.579
Africa,2021-12-06,1371693397,2481795.24459861,2570263.0476276246,2505266.2411219836,2481795.24459861,1335447.0764652425,853007.0920219594,505678.94036861765,24638733.98528541,447976.9815506438,223634.033
Europe,2021-12-06,748121993,2643010.440525044,2668853.050197707,2660026.9134354447,2643010.440525044,2618428.4379227934,2591301.3446660484,2589863.5593162416,117122826.55175507,2390261.766362348,1438727.535
Oceania,2021-12-06,43198762,5237.553466018806,18522.700323976784,15609.153241704222,11691.218232942014,2326.66913403176,-2061.5835526524756,-3586.8906882842125,-88958.21915782419,-4236.105674182104,3357.074
Americas,2021-12-13,1026782740,3278346.971289317,3414802.2980002896,3392623.420640821,3319065.517659057,3270551.681916257,3207015.8320307024,3195911.5568943284,135252785.18672657,2877718.8337601395,2359934.283
Asia,2021-12-13,4679006159,9611536.51728146,12813744.849212123,12595507.20432125,10972221.797556808,8648612.820490744,4898017.590921859,4765865.992837003,23419082.990518622,459197.70569644356,1238969.599
Africa,2021-12-13,1371693397,2540851.03644365,2666674.0010211086,2540851.03644365,2540851.03644365,1379835.7463965123,898849.0914261953,530306.0130191618,24638733.98528541,447976.9815506438,224484.036
Europe,2021-12-13,748121993,2700896.963429028,2742773.854459935,2729760.615767427,2700896.963429028,2669693.4873100487,2631279.365321622,2630348.7052795,117122826.55175507,2390261.766362348,1465717.54
Oceania,2021-12-13,43198762,5840.887684602958,20007.78472607271,16792.298876096884,12195.236810821107,2704.225458414759,-2023.7508334808601,-3465.5031552151668,-88958.21915782419,-4236.105674182104,3444.077
Americas,2021-12-14,1026782740,3282002.8353025597,3421648.930783897,3398140.5404457995,3323733.755571206,3272922.5594089883,3208806.2190311598,3197418.797953597,135252785.18672657,2877718.8337601395,2361779.712
Asia,2021-12-14,4679006159,9633008.083757007,12852661.663171425,12642117.233930413,11001751.99101073,8654204.31434009,4904934.576193595,4770137.368390368,23419082.990518622,459197.70569644356,1240266.458
Africa,2021-12-14,1371693397,2549836.263343461,2681181.1162949153,2549836.263343461,2549836.263343461,1386986.0594340165,904174.5412213556,533527.097838675,24638733.98528541,447976.9815506438,224615.607
Europe,2021-12-14,748121993,2709413.7175941956,2753474.948476728,2740449.1873792503,2710182.730286035,2677531.4901509844,2636828.2693371857,2636203.7372502806,117122826.55175507,2390261.766362348,1469519.255
Oceania,2021-12-14,43198762,5944.991318749199,20247.88528909977,16943.73671908876,12197.480872108534,2840.498134625182,-2018.3621903611524,-3428.6985178010423,-88958.21915782419,-4236.105674182104,3452.935
