continent,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Americas,2020-03-30,1026782740,34136.67803428277,36595.18605441393,35771.295774027654,34718.97330954041,33067.14346398976,31527.261113144326,31393.0679840706,1600902.2755652284,34061.75054394103,4901.015
Asia,2020-03-30,4679006159,-80689.26194786179,-63597.31683734666,-66537.13770442115,-80689.26194786179,-178126.63161949313,-302880.25259648927,-316138.9975434959,-4580833.192400214,-89820.258674514,6819.043
Africa,2020-03-30,1371693397,14619.858590532402,40709.383337447114,29704.197900543237,14619.858590532402,-41041.11845760482,-81820.91665946534,-95402.68942598195,144991.35870674916,2636.2065219408937,171.03099999999998
Europe,2020-03-30,748121993,50361.82908232238,50429.424944288614,50420.626844456194,50374.680110717294,50351.57905955037,50337.2180846955,50333.47311134102,2469310.2413462177,50394.08655808607,27928.039999999997
Oceania,2020-03-30,43198762,550.1238956489959,1605.2198930455165,1297.472977555466,881.6500572112477,368.2861899339066,115.559445079107,66.22997016553872,16523.012189211997,786.8101042481902,18.004
Americas,2020-04-06,1026782740,64645.499339806105,67326.80611889747,66504.6990401599,65274.55719944061,63467.66936009308,61361.236779004896,61293.538319597785,3040527.1489795498,64692.066999564886,16644.019
Asia,2020-04-06,4679006159,-87017.0041307015,-80927.63335130848,-87017.0041307015,-87017.0041307015,-199764.63991378894,-335520.1338187477,-359499.95037820906,-4700569.95539904,-92168.03834115765,8868.069
Africa,2020-04-06,1371693397,9062.534143311394,36474.22648503995,28753.777868660014,9062.534143311394,-52740.64141411427,-100178.31050144345,-116373.92697856243,97629.40704605138,1775.080128110025,485.051
Europe,2020-04-06,748121993,92363.1726357171,92443.60327368353,92427.9821485129,92376.98966114849,92354.49375236013,92340.14944966833,92332.77481428075,4527505.137004731,92398.06402050471,53770.045
Oceania,2020-04-06,43198762,684.0336731028045,1751.1517292646681,1496.3254203322667,1041.4031635500726,490.66533183669156,222.5594048794138,166.82419194915988,20052.73089753733,954.8919475017776,41.006
Americas,2020-04-13,1026782740,94310.16878832411,97223.083819153675,96353.16263252201,94990.34642637642,92845.43624161271,90437.70953354925,90257.64577890403,4441510.1890605325,94500.21678852197,34549.046
Asia,2020-04-13,4679006159,-96844.88045366736,-96844.88045366736,-96844.88045366736,-96844.88045366736,-221188.53970764083,-373973.4817466173,-397768.8859763868,-4843658.598397867,-94973.6980078013,11286.086
Africa,2020-04-13,1371693397,4169.880386163478,30339.510627074473,27950.061757738767,4169.880386163478,-64670.1255970816,-120869.43494473236,-137608.31041211562,40818.45538535363,742.1537342791572,831.082
Europe,2020-04-13,748121993,127965.71212444927,128053.1884477529,128036.39587314025,127981.11213555909,127958.68937271906,127943.70422742832,127937.011168262,6272158.83266324,128003.24148292326,81740.071
Oceania,2020-04-13,43198762,674.8349227950603,1755.7595410390059,1559.8102335923356,1055.9300233896258,452.2004102054895,172.7043086716655,124.42203494997928,20642.44960586267,982.973790755365,66.003
Americas,2020-04-20,1026782740,123553.70921194492,126941.32487763831,125878.67149759781,124228.59993552984,121762.26790625857,119145.6891645206,118818.90061995432,5823118.262474856,123896.13324414588,54294.065
Asia,2020-04-20,4679006159,-107005.55169338883,-107005.55169338883,-107005.55169338883,-107005.55169338883,-249696.8737512392,-422486.0534057802,-440517.95495049225,-5042468.821396693,-98871.93767444495,15086.106
Africa,2020-04-20,1371693397,-906.196493978342,26819.06920500146,24266.833582104275,-906.196493978342,-75442.31757101456,-142356.7656024087,-158649.72598965472,-41490.496275344,-754.3726595517088,1157.093
Europe,2020-04-20,748121993,153288.45248878375,153382.305506487,153365.43624842606,153305.5852591291,153284.11536101674,153266.6350141927,153261.14996371843,7513102.328321747,153328.61894534173,107019.08
Oceania,2020-04-20,43198762,690.9779359015286,1824.4158737410805,1693.6219705748395,1119.240976457291,454.23871981536104,146.25730486637164,108.83508438766857,21740.36831418801,1035.2556340089527,79.002
Americas,2020-04-27,1026782740,150066.5133821103,153882.98452259274,152735.9421177778,150953.2970504624,147983.20940495917,145017.52441829824,144677.82866364354,7076437.485889176,150562.49969976972,74763.073
Asia,2020-04-27,4679006159,-117074.12944648064,-117074.12944648064,-117074.12944648064,-117074.12944648064,-274296.54307483736,-468253.5049572218,-488048.3085988355,-5221946.984395518,-102391.1173410886,17554.124
Africa,2020-04-27,1371693397,-5479.126425395083,35173.85696619804,25975.956608979362,-5479.126425395083,-86007.25624862051,-167074.50449041027,-181627.40071634224,-148274.44793604163,-2695.8990533825745,1460.095
Europe,2020-04-27,748121993,169319.36040064227,169421.11759828276,169404.38979866414,169338.4653843481,169315.29166929112,169298.1030540131,169291.47807678906,8298793.683980261,169363.1364077604,127155.084
Oceania,2020-04-27,43198762,508.00589438858617,1680.0020218133945,1620.1715500122293,937.5237644692354,256.7330144613823,-56.605607909071175,-72.37815274409884,19390.087022513322,923.3374772625391,102.004
Americas,2020-05-04,1026782740,183496.50305285866,187504.82205987137,186786.95423776348,184354.7591738783,181148.5143348987,177772.5975514658,177419.13612447196,8646059.44704544,183958.7116392647,96727.08499999999
Asia,2020-05-04,4679006159,-105857.48055699909,-105857.48055699909,-105857.48055699909,-105857.48055699909,-276551.8898955297,-494611.6516483968,-506230.62708386604,-5281139.442878216,-103551.75378192579,20063.141
Africa,2020-05-04,1371693397,-6760.867716068616,37756.54479493721,32805.375479688,-6760.867716068616,-90563.51421303347,-190140.60395760057,-199507.0245751838,-62781.61680104028,-1141.483941837096,1840.104
Europe,2020-05-04,748121993,181375.18467183577,181485.24380828303,181466.28551997562,181394.7066105801,181367.47255361913,181349.55944597034,181338.47068403848,8889759.450606516,181423.66225727584,141833.104
Oceania,2020-05-04,43198762,411.7988548233337,1645.3155633633082,1592.5570893265333,888.0935709195928,159.99540201016444,-166.84442976059583,-182.38537547954593,18734.28895664509,892.1089979354804,116.004
Americas,2020-05-11,1026782740,216527.86311083462,220431.02887950515,220361.59986055407,217313.84662288468,214034.75961887432,210254.30276636477,209964.41560903084,10193853.824868355,216890.50691209265,119425.082
Asia,2020-05-11,4679006159,-90714.19989898095,-90714.19989898095,-90714.19989898095,-90714.19989898095,-270699.0115212594,-513992.593427389,-519506.52074552275,-5348325.641360912,-104869.13022276298,22497.153
Africa,2020-05-11,1371693397,-7115.035893318883,40136.12954446913,37492.618182255246,-7115.035893318883,-94242.5463858094,-207706.1002880984,-216830.780933743,27529.214333961114,500.53116970838425,2342.123
Europe,2020-05-11,748121993,193552.40510023883,193670.58167567427,193648.88098512118,193574.11243346095,193542.29521375048,193521.6937895996,193506.7606857312,9486673.817232773,193605.58810679126,153371.11299999998
Oceania,2020-05-11,43198762,198.01241229762107,1519.3041473615276,1497.2781549040583,720.9784023875144,-26.048933015424723,-388.40019605622103,-422.2659633458073,15713.890890776853,748.2805186084215,118.006
Americas,2020-05-18,1026782740,248433.68408346188,252939.45978309168,252367.22274881884,249128.90295946624,245642.31270529068,241703.0662791273,241143.97126102034,11687414.11935795,248668.38551825425,141971.10199999998
Asia,2020-05-18,4679006159,-69498.5332266129,-69498.5332266129,-69498.5332266129,-69498.5332266129,-268270.59763881844,-523967.6018334288,-535174.1160628013,-5394431.4998436095,-105773.16666360018,25108.153
Africa,2020-05-18,1371693397,-6844.591760284683,48164.61713679521,38182.67615298712,-6844.591760284683,-98335.05644530925,-224594.82605421665,-235362.58493382393,135220.04546896246,2458.546281253863,2829.134
Europe,2020-05-18,748121993,202662.61029536862,202788.34882835683,202763.9114524382,202685.08959787645,202650.22578428558,202627.5232975522,202615.76409712268,9933265.983859025,202719.71395630663,162581.13199999998
Oceania,2020-05-18,43198762,-5.833281381528272,1409.757627259715,1380.2293120528163,594.9098924825847,-237.26754132836555,-652.7436037941573,-661.0950180923566,12890.892824908637,613.8520392813635,120.008
Americas,2020-05-25,1026782740,279667.99688875605,284767.73422891734,283738.4843607983,280286.5437380235,276720.1338879408,272309.17184804776,271795.7751748144,13148658.780514216,279758.6974577493,164218.11
Asia,2020-05-25,4679006159,-33922.726905471514,-11993.633885928879,-33922.726905471514,-33922.726905471514,-257281.73772655678,-530485.5848709893,-543862.7863661173,-5473266.098326307,-107318.94310443738,27780.158
Africa,2020-05-25,1371693397,-6559.946403668264,56035.65376184288,39332.692145588415,-6559.946403668264,-101079.3151904169,-240780.07528616115,-256862.277836291,231118.87660396358,4202.1613927993385,3477.145
Europe,2020-05-25,748121993,209352.71238655495,209485.88889400917,209461.74419106773,209375.10412617467,209336.87674823735,209315.67761905087,209300.81949020043,10261284.030485276,209413.95980582194,167466.152
Oceania,2020-05-25,43198762,-273.2794098711181,1246.594246855457,1227.7361310672961,376.35249232175585,-509.0901076498191,-952.7699884149711,-997.5084118825553,8736.494759040432,416.0235599543061,123.011
Americas,2020-06-01,1026782740,310066.2198045857,315642.863587023,314553.7762013336,310641.0544114452,306861.202358238,301945.4017383609,301859.3201120574,14549051.9705952,309554.2972467064,185612.112
Asia,2020-06-01,4679006159,43041.19025298058,43489.05517849116,43041.19025298058,43041.19025298058,-220436.3983222396,-493503.8297873704,-522566.7234056759,-5344776.341325133,-104799.53610441436,31279.164
Africa,2020-06-01,1371693397,5701.930269538943,72540.30586436778,47350.320320045255,5701.930269538943,-99806.46562531531,-252138.88388584586,-268449.04535724135,630041.5916099328,11455.301665635143,4341.162
Europe,2020-06-01,748121993,219381.00004984785,219520.54325250312,219494.4802693219,219405.1762034174,219362.06076624832,219342.66791893754,219327.4892935177,10752809.276143786,219445.08726824052,172973.17799999999
Oceania,2020-06-01,43198762,-625.8429683795791,1000.3926891054579,971.835131750664,53.58474533420782,-842.4185067360066,-1327.8982192988317,-1361.7894199520736,2664.17346736579,126.86540320789466,124.012
Americas,2020-06-08,1026782740,341222.72419218917,346676.5908858893,346355.89491101675,341765.2383332528,337470.69638035,332640.4482334282,332074.38348719536,15975306.127342848,339900.13036899676,209029.114
Asia,2020-06-08,4679006159,112507.83041691333,122411.93863180454,113783.86890810438,112507.83041691333,-150905.65250202554,-444700.12692564976,-497991.9060247379,-5197584.884323959,-101913.42910439137,35672.189
Africa,2020-06-08,1371693397,18795.516834805236,87338.73749434075,56454.90682171416,18795.516834805236,-99671.68111249822,-262847.3141398588,-276080.86151622375,1056475.3066159023,19208.64193847095,5361.1669999999995
Europe,2020-06-08,748121993,228623.7876349276,228769.45804344298,228742.32341243155,228649.29908351717,228604.71422628334,228581.25307351977,228570.107491984,11205830.321802296,228690.41473065907,177239.188
Oceania,2020-06-08,43198762,-915.9668545398223,796.5549448350293,761.7959394512687,-168.1082506381695,-1127.1896260716626,-1618.619768724775,-1665.9084511195447,-2097.7478243088717,-99.8927535385178,124.012
Americas,2020-06-15,1026782740,372582.6774830067,378524.26948738046,377867.93663277343,373336.1806196364,368236.43039616686,363674.632030786,362764.09131146583,17410400.20075718,370434.04682462086,231151.116
Asia,2020-06-15,4679006159,170108.5010310791,201074.15031049316,185017.71746843876,170108.5010310791,-104012.14254443948,-392337.84570432943,-473393.1473389517,-5086105.6673227865,-99727.56210436836,41181.182
Africa,2020-06-15,1371693397,37423.72502231102,100897.29055492142,72380.7895832681,37423.72502231102,-91631.79434257628,-258561.4452573747,-277313.27372942725,1569292.0216218715,28532.582211306755,6759.172
Europe,2020-06-15,748121993,235573.19215990783,235724.4752724792,235696.5392123644,235600.31761098868,235554.79783724112,235527.5177572758,235519.3207478077,11546455.167460801,235641.9421930776,180677.21
Oceania,2020-06-15,43198762,-1307.9023862769648,536.0713470270729,453.27517291983577,-481.9813287373376,-1513.2470411505622,-2032.1411006301373,-2088.669820344373,-8997.469115983486,-428.450910284928,124.012
Americas,2020-06-22,1026782740,404559.0773954829,411476.1048304325,410542.2292148281,405409.09393199673,399940.3119500624,395035.6185743763,394589.8000457705,18876424.19083816,401626.0466135779,254663.129
Asia,2020-06-22,4679006159,245065.61193114775,293574.37164940085,289635.151152788,245065.61193114775,-57698.312686857265,-331403.30949627276,-439493.6254013568,-4897495.564970442,-96029.32480334201,49077.182
Africa,2020-06-22,1371693397,56971.474631905134,115010.97102532617,91890.70556099492,56971.474631905134,-80091.41145105114,-253663.49766740575,-258054.56064509443,2116736.7366278414,38486.12248414257,8336.188
Europe,2020-06-22,748121993,246448.3838419565,246604.9220987552,246575.93374169333,246475.15329152776,246430.18050365197,246402.07039944272,246393.80997273084,12079417.753119312,246518.72965549616,184907.191
Oceania,2020-06-22,43198762,-1760.3853742696565,187.28711095398018,63.37172898967011,-869.7153769277961,-1977.895940562201,-2548.749344272673,-2571.6268990948006,-17136.190407658123,-816.0090670313393,124.012
Americas,2020-06-29,1026782740,438086.76449542464,445328.150390113,445026.05417600606,439074.63445779367,433330.76019226003,428609.6631108947,427389.3201558645,20412842.430919148,434315.79640253505,277290.146
Asia,2020-06-29,4679006159,332846.5894079105,393123.88712086895,373679.50731631584,332846.5894079105,15451.97918332626,-295252.0653234757,-401368.59751669987,-4732346.482618098,-92791.10750231564,55789.181
Africa,2020-06-29,1371693397,75184.52869389727,128085.26091442446,111649.66637233006,75184.52869389727,-64199.680409804874,-249547.36185283115,-256389.70173766225,2698677.4516338105,49066.86275697838,9875.166
Europe,2020-06-29,748121993,255730.05750219015,255892.4846978264,255862.23410429322,255758.52433301936,255711.79956981726,255683.94866930798,255674.1810593556,12534296.878777824,255801.97711791476,187561.206
Oceania,2020-06-29,43198762,-2203.0411704724115,-71.89631953846049,-283.1925642622257,-1252.4882910719105,-2408.643654061693,-3044.1123028736224,-3065.524880466513,-24993.511699332783,-1190.1672237777516,126.014
Americas,2020-07-06,1026782740,481009.05748061347,489434.16035698046,487774.9659715917,482653.10868792416,476200.212468215,471625.79883461894,470161.3073175534,22383218.306591537,476238.687374288,299511.149
Asia,2020-07-06,4679006159,411490.06789436616,481908.1184305842,461784.2100630631,411490.06789436616,73502.00228457054,-257082.77674869678,-355587.0110382175,-4392227.927362529,-86122.11622279468,63285.18
Africa,2020-07-06,1371693397,93192.20106397383,137335.05153451875,129577.06367664825,93192.20106397383,-52817.18020034597,-248657.458443892,-261428.43078778553,3091895.992446231,56216.29077174966,11608.17
Europe,2020-07-06,748121993,264681.8749342336,264849.90827030997,264818.51011472405,264711.93318755226,264662.67707229353,264635.96629499196,264625.3813651713,12973011.046694396,264755.3274835591,190182.216
Oceania,2020-07-06,43198762,-2645.247473211503,-403.6602546217809,-551.83250427316,-1665.5127179660678,-2860.2982923910695,-3512.0010305753012,-3594.1226940040647,-32749.748474878386,-1559.511832137066,128.016
Americas,2020-07-13,1026782740,525995.5028021433,535438.6207963738,534216.2060609465,527801.832729477,521105.31913211907,516550.1582400469,515824.57171763876,24443539.648930594,520075.31167937437,324317.14
Asia,2020-07-13,4679006159,489276.10222154635,571262.7017696765,558842.1929208253,489276.10222154635,124606.4209340884,-219564.83261201277,-294789.11124628806,-4017977.112106958,-78783.86494327369,71446.179
Africa,2020-07-13,1371693397,116684.62410522,157911.96151742327,153308.0258072149,116684.62410522,-40312.879956648845,-243496.0228514857,-261625.3410742602,3575523.533258652,65009.518786520945,13461.189
Europe,2020-07-13,748121993,273411.2639325893,273584.8661149249,273552.13009141426,273441.72394191363,273393.7384397166,273365.27767923434,273354.18457832205,13400827.614610976,273486.27784920356,192638.222
Oceania,2020-07-13,43198762,-3108.731840058595,-767.6455304764917,-855.0812833978101,-2067.45200996801,-3322.4563321573673,-4053.1920773903253,-4145.658229029902,-40993.18525042407,-1952.0564404963843,130.018
Americas,2020-07-20,1026782740,572341.6501765082,582319.4369847627,581586.3988149577,574460.882663523,567061.8626603658,562739.2828054406,562257.8386976868,26555075.324602984,565001.6026511273,350615.146
Asia,2020-07-20,4679006159,574921.6554215394,678280.6064583618,644735.540224462,574921.6554215394,195708.4208662048,-182020.68991513937,-244897.9941973543,-3639494.3168513887,-71362.63366375271,81305.189
Africa,2020-07-20,1371693397,146394.7304574886,188168.27420116757,170646.9800986973,146394.7304574886,-30061.911415094077,-233769.51277654624,-258220.65526629201,4069975.0740710725,73999.54680129222,15421.21
Europe,2020-07-20,748121993,282251.7175825611,282431.3612156503,282396.4476935958,282282.3918549103,282233.86273026007,282205.2376181116,282192.81939362007,13834092.98252755,282328.428214848,194806.22699999998
Oceania,2020-07-20,43198762,-3495.0997620730413,-1067.6929804915142,-1119.6272029840773,-2397.5278991348146,-3703.7253523670984,-4525.287284639451,-4624.662211090861,-47518.8220259697,-2262.8010488557,148.015
Americas,2020-07-27,1026782740,617589.8202337075,628501.8189937238,627033.2062759475,620284.2958257749,612223.3368694326,608048.0204733601,607068.1862371165,28614805.25027537,608825.6436228802,378571.158
Asia,2020-07-27,4679006159,659064.2178006847,769747.8185572753,733964.9264178262,659064.2178006847,266512.10537250584,-130021.78902458795,-198469.05319652148,-3214227.181595819,-63024.062384231744,91090.188
Africa,2020-07-27,1371693397,173420.11095853685,212508.3384401679,186709.36223916232,173420.11095853685,-19959.70309234723,-226960.63255091285,-256486.29226681488,4498030.614883493,81782.37481606352,18173.204
Europe,2020-07-27,748121993,297387.797838474,297572.99266056303,297537.1763990014,297418.74348805996,297369.4486481161,297340.1384975437,297327.0044969235,14575837.850444123,297466.0785804923,196803.222
Oceania,2020-07-27,43198762,-3812.8520521318137,-1220.342267423038,-1389.3235162664628,-2658.094935266867,-3999.6614076520814,-4908.296095742858,-5045.084247054244,-52587.058801515304,-2504.1456572150146,189.014
Americas,2020-08-03,1026782740,660551.5277875443,672254.940166898,670211.6946431288,664012.9871015834,655029.609134051,650885.0925686938,649139.3268927321,30570404.123797216,650434.1302935578,406521.171
Asia,2020-08-03,4679006159,741250.3904178133,842979.384333074,818401.5141579402,741250.3904178133,341193.7290491677,-75318.15726538551,-149575.644037785,-2806580.6121467,-55030.99239503333,100954.20999999999
Africa,2020-08-03,1371693397,192446.04461354,235265.11307350034,213136.71786432347,192446.04461354,-13958.819874924457,-229404.0969935279,-262797.8707957809,4750675.8976313975,86375.92541147996,20624.226
Europe,2020-08-03,748121993,307481.1662222861,307672.4884748939,307635.24795788364,307511.18405151815,307461.18617059675,307430.9911820444,307417.2003793904,15070487.604812313,307560.9715267819,198850.225
Oceania,2020-08-03,43198762,-4178.381476527899,-1425.731461267583,-1602.5299388156948,-2981.7918177289926,-4427.998188647115,-5374.098579979585,-5475.459211222587,-58761.11493189964,-2798.1483300904592,257.019
Americas,2020-08-10,1026782740,702092.7580952839,714820.669505497,712174.811292248,705644.845034923,696275.8307485981,692309.181532879,689696.8250801202,32462748.04731907,690696.7669642356,435468.187
Asia,2020-08-10,4679006159,825935.8521647073,921738.9859692922,898799.565169618,825935.8521647073,415758.63136372215,-13766.902456078928,-86186.71743176268,-2415165.3026975817,-47356.18240583493,111261.213
Africa,2020-08-10,1371693397,206192.10854942506,248272.05796775877,235460.01838681565,206192.10854942506,-9328.017289604273,-231574.75234599595,-270662.6699816493,4952677.180379302,90048.67600689639,23596.244
Europe,2020-08-10,748121993,324560.52555511025,324758.09823787154,324721.663849827,324590.9296128585,324538.72844786337,324507.53348007816,324493.41019199195,15907451.359180499,324641.8644730714,200978.211
Oceania,2020-08-10,43198762,-4464.8187196112785,-1555.9924791667777,-1781.0146159480862,-3206.972329453713,-4762.891251922332,-5735.808841936524,-5847.910388686823,-63213.171062283946,-3010.1510029659025,357.021
Americas,2020-08-17,1026782740,740627.6074446406,754458.5445104262,751142.2575290006,744252.1934590198,734745.4257404837,730422.4189441416,727441.002053461,34219985.77084092,728084.8036349132,462690.172
Asia,2020-08-17,4679006159,915424.3346233894,1019405.8265248635,985717.2254211202,915424.3346233894,497400.46032328653,58579.95941530114,-27605.72325466381,-2013316.4132484624,-39476.79241663652,121774.219
Africa,2020-08-17,1371693397,218774.98530852006,259299.61516030988,256597.10694905109,218774.98530852006,-1856.0689914521631,-235806.6120794923,-277611.3022729664,5150080.463127206,93637.82660231284,25895.247
Europe,2020-08-17,748121993,337215.08488793456,337421.1587225702,337382.9921262676,337245.9205866147,337191.38226869085,337159.6000105446,337144.6187434664,16527599.913548693,337297.95741936105,203189.224
Oceania,2020-08-17,43198762,-4899.307105595975,-1817.0853436245022,-2098.547682597269,-3590.001924325253,-5208.934790664943,-6193.437122439628,-6414.977170940276,-70622.02719266835,-3362.9536758413496,464.023
Americas,2020-08-24,1026782740,775024.2065172786,789422.6017730412,786041.4360351748,778618.10782069,769064.5492212159,764344.8065671853,760993.508068967,35779337.8276961,761262.5069722574,489400.163
Asia,2020-08-24,4679006159,1003239.3273984767,1140502.1535395382,1087953.7526215157,1003239.3273984767,571284.7599097366,121638.56960276877,15821.10481359459,-1648049.823799344,-32314.702427438122,131772.228
Africa,2020-08-24,1371693397,228192.2421635985,279189.7231233473,265635.91969871515,228192.2421635985,-3839.5755905853002,-240031.69540573456,-284151.4263228895,5294210.745875111,96258.37719772928,28003.254999999997
Europe,2020-08-24,748121993,347652.7180572781,347866.35285919416,347827.5826540587,347683.2842206059,347627.7459449604,347594.9272957217,347580.15441419504,17039114.48791688,347737.03036565054,205387.231
Oceania,2020-08-24,43198762,-5411.128099011642,-2156.144630985623,-2500.467427523714,-4051.945637100609,-5684.518825226017,-6785.1899030542445,-7065.165337220242,-79731.88332305265,-3796.756348716793,552.027
Americas,2020-08-31,1026782740,806435.7621042712,820973.1254095924,817908.5215038186,810453.3375640978,800416.9553186233,795220.7974829989,792148.8033530348,37200288.20121795,791495.4936429352,514085.166
Asia,2020-08-31,4679006159,1091807.375363225,1243660.1239853448,1215637.2724884464,1091807.375363225,650655.3745706644,159348.70943411617,49969.42496546403,-1343437.5343502257,-26341.91243823972,142643.221
Africa,2020-08-31,1371693397,234934.57693228134,281852.64512831304,273056.94634421024,234934.57693228134,-4514.561263760647,-254542.15521883836,-294666.9332915056,5413591.028623015,98428.92779314572,29810.277
Europe,2020-08-31,748121993,356696.9685130082,356918.98173337866,356879.24856005365,356727.06182995584,356670.7552785172,356637.2298287377,356622.61570499867,17482355.402285066,356782.7633119401,207563.22999999998
Oceania,2020-08-31,43198762,-5780.949245848299,-2363.700420514979,-2735.248817046028,-4366.903403239069,-6052.43518951247,-7207.870285658191,-7496.847597090221,-85964.73945343701,-4093.559021592239,686.028
Americas,2020-09-07,1026782740,832951.7535395166,847714.5520010033,844951.6318093622,837233.9061627857,826865.5384713548,820982.5373852992,818719.6226523378,38383280.92768916,816665.5516529608,538266.148
Asia,2020-09-07,4679006159,1185042.0226026736,1348237.215612916,1342533.0542095166,1185042.0226026736,751146.4350945986,202307.4658125381,92204.16338210629,-1102405.5519978818,-21615.79513721337,154050.239
Africa,2020-09-07,1371693397,241097.18269002903,285960.0954659054,279310.96970112686,241097.18269002903,-6618.985667056326,-269609.3365110675,-305818.7947813637,5510057.376962317,100182.86139931485,31519.313
Europe,2020-09-07,748121993,372767.6288296633,372998.0894412003,372957.60794804455,372799.3197904885,372740.18137575657,372705.32544162316,372691.42485049955,18269889.811276905,372854.89410769194,210092.225
Oceania,2020-09-07,43198762,-6167.61978735248,-2589.7315534761956,-3000.11479799372,-4639.538836058478,-6368.195204947103,-7575.42367146919,-7931.3187378922485,-92800.62074511165,-4419.07717833865,801.0310000000001
Americas,2020-09-14,1026782740,857875.4097862295,872967.9596338704,870400.9951602864,862911.0980853023,851673.1201662719,845358.2198437758,843308.1636724442,39495875.48749371,840337.7763296533,558793.151
Asia,2020-09-14,4679006159,1280716.6964225604,1482207.2782320112,1451344.6861989445,1280716.6964225604,842328.5809040372,248530.4840661642,134278.18752058374,-876604.2096455371,-17188.317836187,166451.243
Africa,2020-09-14,1371693397,248000.12964620875,296676.9045324948,281089.7061312326,248000.12964620875,-10580.5270855666,-283177.9504023664,-316178.6104463373,5598878.725301619,101797.79500548397,32791.325
Europe,2020-09-14,748121993,389512.1691956494,389751.3416486665,389710.0187475228,389546.3663548793,389486.87842258374,389448.19008765166,389434.81814713834,19090450.220268752,389601.0249034439,212733.213
Oceania,2020-09-14,43198762,-6613.766052921008,-2881.3906243213814,-3311.816096566136,-4996.782749914936,-6777.284239539342,-8019.835355571792,-8420.236679271116,-100925.90203678631,-4805.995335085063,848.029
Americas,2020-09-21,1026782740,883633.4974950942,899128.906277959,896736.5738299474,889095.9943323459,877345.7394134295,870537.5328085498,868491.0089598595,40646667.73063159,864822.7176730125,578647.167
Asia,2020-09-21,4679006159,1374255.7084151388,1631121.8253595328,1571676.1861257767,1374255.7084151388,918443.9962785364,288126.27905849135,177767.54070299375,-639541.867727975,-12540.036622117157,179186.231
Africa,2020-09-21,1371693397,255702.5205554256,304294.4016505081,289612.91182648984,255702.5205554256,-13613.738181636914,-296431.38772891957,-324135.4938333632,5708358.073640921,103788.32861165311,34080.34
Europe,2020-09-21,748121993,403203.06401082856,403450.326079882,403407.82086669916,403238.8397992463,403180.5467223785,403136.4548062844,403124.0283896546,19761353.8492606,403292.93569919583,216481.23
Oceania,2020-09-21,43198762,-6820.791750111856,-2947.627974973678,-3397.4880018728977,-5146.069493550933,-6993.95619041657,-8218.676764303957,-8636.246569777173,-104447.98332846099,-4973.713491831476,888.034
Americas,2020-09-28,1026782740,906412.3354710054,922268.6973741663,920035.2294852316,911931.0043352467,899986.1064417148,892705.8270214689,890506.7675443422,41657204.92376948,886323.5090163719,598722.166
Asia,2020-09-28,4679006159,1471578.007490012,1780523.2871640774,1673659.3003509012,1471578.007490012,997870.8399976322,328536.239900214,229362.0768547268,-366977.4058104135,-7195.635408047325,191263.212
Africa,2020-09-28,1371693397,262716.3858429894,313645.6144259243,297838.9528095811,262716.3858429894,-17409.617893189243,-309016.48300343775,-331287.3863095023,5784584.421980223,105174.26221782224,35455.35
Europe,2020-09-28,748121993,418958.0758691166,419213.61107238836,419169.58097005135,418994.98917641514,418934.0904403204,418889.67121128156,418878.07163749053,20533418.95825244,419049.36649494775,220676.239
Oceania,2020-09-28,43198762,-6973.09857233533,-2979.4569893809744,-3456.4841656726094,-5240.258321288721,-7165.856725908768,-8413.17346638044,-8775.147959562506,-107247.66462013566,-5107.0316485778885,916.034
Americas,2020-10-05,1026782740,932903.6375637893,949208.6557174098,946936.860758143,938460.9626301177,926218.004876533,918592.7655482559,916201.4534744547,42835060.32347968,911384.2622016954,623470.162
Asia,2020-10-05,4679006159,1565070.4945108374,1915975.7759134702,1790907.7552980364,1565070.4945108374,1070849.7754630358,366225.7502156604,278860.5125561109,-103958.01615091629,-2038.3924735473797,203429.226
Africa,2020-10-05,1371693397,271048.1209694387,319521.75881777983,303190.08413110947,271048.1209694387,-21170.11931360645,-324085.8794580561,-341366.65641997976,5875681.22085716,106830.56765194837,36636.355
Europe,2020-10-05,748121993,444612.98228654254,444878.03175376286,444827.39401504153,444653.5166481608,444587.9807918002,444542.3924625182,444531.43249003054,21790548.544878695,444705.07234446314,225532.244
Oceania,2020-10-05,43198762,-7283.980969740788,-3138.7325171338857,-3643.793050575283,-5494.209592242339,-7469.127348770108,-8723.195167654687,-9156.713867740686,-112479.56591181035,-5356.169805324303,929.033
Americas,2020-10-12,1026782740,956574.1290856254,973293.0117302104,970924.0476146152,962003.0764261152,949599.9661175827,941833.190338488,939043.3738060719,43883320.27318989,933687.6653870189,641529.182
Asia,2020-10-12,4679006159,1643691.9965413415,2042175.8908124568,1866447.4034307685,1643691.9965413415,1139295.8184148222,403038.5387503111,319763.51682873553,209466.7135085808,4107.190460952564,214966.24099999998
