iso3c,date,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,daily_covid_deaths_per_100k,cumulative_covid_deaths_per_100k
SAU,2021-12-14,0.22161472600000034,1.2443663419999984,0.017632113000000033,286.9180440319996,737.7010255519999,61.39452442900032,0.003183300377921421,25.064599775669283
SDN,2021-12-14,0.874614201,1.0343390760000009,0.09430804099999968,490.6384347120005,653.2355146310008,109.25858823899979,0.014195261917723995,7.2412536088530874
SEN,2021-12-14,0.24889646600000023,0.6853150710000007,-0.01269849499999976,112.01855375900008,168.96210923199996,-14.693561916000098,0,10.96747045935674
SGP,2021-12-14,0.31076824599999986,0.7157098749999996,-0.03207420499999995,23.769858602864808,47.84934956586483,11.49408395886468,0.07793017456359103,14.815901422913305
SHN,2021-12-14,1.3135058339999974,2.0216273190000016,-0.2915958959999992,175.9733034679997,419.1515619970002,-78.15863149899994,NA,NA
SLB,2021-12-14,0.3916268359999987,2.266094081999992,-0.02305843799999988,32.96246652200005,243.2732952180001,-20.679384930999824,NA,NA
SLE,2021-12-14,0.38889938999999946,1.268321111999996,-0.05371396599999986,78.67279015199999,110.87048452299979,-87.67681902099993,0,1.4862412749346146
SLV,2021-12-14,0.18139740799999976,0.6284075939999993,-0.03237505399999982,290.810318897143,413.63793548914396,164.22722624114255,0.023011429009741506,58.32630206335813
SMR,2021-12-14,0.39444269600000004,1.067331176999998,0.016107847000000113,378.32764429355734,394.4686943785573,365.9119849495574,0,276.38929726551015
SOM,2021-12-14,0.880826782,0.9999811690000029,0.04355053900000003,188.41416717500016,196.88406017399998,-48.015808175999915,0.0015281640636938781,8.148170787615758
SRB,2021-12-14,1.251454417,1.903028527999996,0.6058129509999992,698.8087768319391,714.2180942869393,656.0443968059391,0.4911557761301785,179.086310549866
SSD,2021-12-14,1.0732230010000015,1.4933479170000008,0.05510146000000004,300.1166235310003,312.8591447620004,8.170143155000137,0,1.1685756477445568
STP,2021-12-14,0.467454405,0.7640914689999986,0.06010219500000025,120.53324770000015,194.78608520400016,-48.654693270000024,0,25.518883974140863
SUR,2021-12-14,0.2805293650000006,0.7674798400000006,0.055464634000000165,242.10301719499992,410.97688517300014,176.02015166600003,0.08448828823348507,199.2233836545578
SVK,2021-12-14,2.0289733319999965,2.612243367999995,1.1542545710000014,444.4464475141251,456.3848945901251,412.98315850012506,1.4535613030208805,288.0569360191301
SVN,2021-12-14,0.9084747449999996,1.8235883000000042,0.6149025129999981,264.79260643337665,283.42754919037657,257.0015763803765,0.5893041064153329,262.27640719807306
SWE,2021-12-14,0.22270981799999978,0.9594031410000027,-0.02435530800000016,112.23937340828549,121.87372481228546,108.08796362628547,0.05167241969343196,149.8598594766086
SWZ,2021-12-14,0.9784335029999995,1.1972440639999995,0.2223869660000008,433.606610211,433.606610211,148.4197949650001,0.07463520444501688,107.04820751828136
SXM,2021-12-14,1.0551636170000007,1.4692706989999986,-0.054670487999999885,247.02563516099977,449.8884637440005,-45.125010011000356,NA,NA
SYC,2021-12-14,0.39374219499999963,0.88753077499999955,0.15093981300000012,-16.8557734864782,56.119904589521774,-31.552357959478233,0.505510059650187,132.443635628349
SYR,2021-12-14,0.6893912140000005,1.2144458659999993,0.04390940000000013,134.45270441500014,423.7536456060006,69.82904254399978,0.02735872719321784,15.501454827677227
TCA,2021-12-14,1.0399806030000003,1.7905087559999995,-0.06352546399999977,371.7990277999998,411.49967948799997,-36.1530983629999,NA,NA
TCD,2021-12-14,1.0768772519999976,1.694262127000003,3.7363100000017594e-4,251.935025184,360.64487116499964,-79.01842756599996,0,1.0700571120813882
TGO,2021-12-14,0.8134323289999993,1.1615151280000016,-0.00792761899999999,145.81431823300008,188.65889721300016,-40.02564101500032,0.0014743622557600975,2.8779551232437104
THA,2021-12-14,0.25212174900000073,0.7432900190000005,0.02612108400000009,79.1362691394162,86.36618871541621,75.9164923044162,0.04342335026007692,30.488552790013514
TJK,2021-12-14,1.1415225590000038,1.9559975100000009,-0.083111994,237.65255451516555,338.04901885216566,123.40185614316542,0,1.282100593612575
TKL,2021-12-14,1.2421209069999934,2.3216581919999957,-0.06358650200000009,268.16134298699967,455.12048301900023,-32.1941080689998,NA,NA
TKM,2021-12-14,1.2466087040000033,2.037612876999998,-0.30239130499999944,148.86798877800027,275.18019925300007,17.435338558000016,NA,NA
TLS,2021-12-14,0.42044856599999975,1.032348709000002,0.019990871000000254,155.4210031490001,234.71979918999978,10.295630619000027,0,9.078225281369175
TON,2021-12-14,1.2169734239999996,2.1001435910000055,-0.03792576199999967,170.42352038100017,256.85353821499945,-49.993681882000196,NA,NA
TTO,2021-12-14,1.4988816070000042,2.1000709619999975,1.0645582310000055,218.75899125399977,356.2341686389991,165.77688890200062,1.6300002707760015,178.35587662305272
TUN,2021-12-14,0.16285622100000008,0.7390200949999998,0.030487124000000313,227.36607491764042,326.8232382226402,188.46138675863986,0.038749090548372105,213.22472528779892
TUR,2021-12-14,0.9150203099999977,1.5081111930000026,0.22102421700000074,337.7013303029997,449.75257950799994,168.54372122400002,0.18946356570654077,93.71288336725196
TUV,2021-12-14,1.1989947669999996,1.9894776979999984,-0.01701984599999992,249.26531019400014,319.4177893829996,-10.064086369000112,NA,NA
TWN,2021-12-14,0.20643720999999923,0.8317210149999986,-0.015414981999999895,-17.083524303379924,-7.360508226379919,-21.37264587937991,5.239989858733227e-4,3.559001112051608
TZA,2021-12-14,0.9169080870000028,1.6449863650000043,-0.04972759799999993,125.34515265,174.5861473749998,-43.867575794999894,0,1.1935262485853706
UGA,2021-12-14,0.39428834599999973,0.8836977220000005,-0.014136152999999868,129.81767200900003,162.08018972799982,-43.515082540999984,0.002652602469343714,6.941330141778631
UKR,2021-12-14,1.8832475949999936,2.724593458000009,1.2020549909999958,434.11921531176256,477.0884228177639,383.3927579747632,0.8966609061044307,225.68247570526322
URY,2021-12-14,0.17326850499999957,0.5470256040000013,-0.1307186860000003,83.11158322731266,94.05357845031259,76.62795966931267,0.03945308554691446,176.43419856580144
USA,2021-12-14,0.521989457999997,0.859267001999999,0.3164993229999999,315.17870224814396,325.617416269144,309.83113543614394,0.39131601472632627,241.3985015289515
UZB,2021-12-14,1.3289767610000014,1.435831378999998,-0.052219210000000266,147.33370459491675,180.57216547691675,109.19562928991671,0.008840230948086775,4.269831547925912
VAT,2021-12-14,1.2270391079999978,2.1266730010000097,-0.2214812279999995,72.5721241639998,704.8044873119995,-147.18698196599985,NA,NA
VCT,2021-12-14,0.6526828470000011,1.0546146679999981,0.11473080399999944,128.32767065100012,292.44439283099985,51.77100324400001,0.11234036434226964,69.2016644348381
VEN,2021-12-14,0.5377147059999995,1.0709820740000031,0.013358625000000065,200.67455150799995,344.3245152679995,66.75181299400005,0.02177325044355595,18.31740013315475
VGB,2021-12-14,1.1054967969999983,1.8105163809999976,-0.106747351,378.5063532169999,558.1048247509996,-83.72819876399986,NA,NA
VNM,2021-12-14,0.8286096019999991,1.3700584899999995,0.3966331429999988,145.03212501599987,246.48696520599987,70.58533046200019,0.24536810966747907,29.39527780248861
VUT,2021-12-14,0.7914347340000012,2.0694650939999955,-0.04813044499999977,38.32506743700006,259.48541743200025,-37.85578612599982,0,0.3180014246463824
WLF,2021-12-14,1.244235834999994,2.200665924999996,-0.10390288700000029,184.81152025299917,404.5843663519988,-51.17893207899983,NA,NA
WSM,2021-12-14,1.232111927999999,2.158431689000007,-0.05692585699999972,247.91067595499996,298.4877507689996,-26.702867137000165,NA,NA
YEM,2021-12-14,0.8504687460000028,1.6399904870000033,0.06429614399999953,272.5398423660007,424.01162474199964,80.53929805199988,0.00696935213460105,6.47083847603194
ZAF,2021-12-14,1.3621124770000024,1.9172786779999986,0.06396595599999971,400.82131250785335,405.23694117885333,384.8925202768533,0.04663402595743153,150.33144467748875
ZMB,2021-12-14,0.28131093099999943,0.7459338659999992,-0.014407722999999963,163.11982085600027,193.57471700999994,42.82088508200009,0.003303267957344188,19.41264513172032
ZWE,2021-12-14,0.881903386000001,1.3827388689999993,0.21880385800000018,260.86957824900026,320.9774446890002,90.03469308299996,0.03230151579915176,31.532905371930916
