iso3c,location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths,demography_adjusted_ifr_percent,aged_65_older_pct
AFG,Afghanistan,2021-09-27,94650.16113038684,174554.5720573834,172.982,105.866,42691.46964888208,1.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-11-15,35837.33803733455,188162.81855000395,152.381,48.014,19927.9603502894,1.25,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-01-04,8919.402456494934,106844.73831316628,83.202,11.95,0,9,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-09-07,61224.420527105445,166280.7999879067,119.525,62.658,16841.623182288848,1.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-05-24,197368.83611472434,340492.03103022836,285.504,159.412,56589.31682377209,8.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-05-18,55465.24819620044,94470.28029423494,74.311,17.476,0,6.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-06-28,163913.9861645138,287832.4760418911,288.867,197.617,112787.52344777822,76,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-04-13,30132.652432732808,62599.277374374375,40.371,-21.898,0,1.5,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-06-29,79635.7092630352,161485.22167970755,140.664,85.787,23774.87250600278,19,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-11-29,51033.9099213711,262338.65928004665,180.824,68.374,7816.979240742382,0.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-01-20,0,13052.183326922755,4.569,-11.96,0,NA,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-07-13,77355.4770869187,173100.59749794807,156.934,93.568,34978.98549968022,18.5,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-04-19,169480.58896957984,262450.61830669723,227.066,91.403,14259.101634215836,3.125,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-12-14,224295.72841769597,329411.07296586654,300.506,66.835,14824.121522045683,1.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-06-21,164705.1632861778,279966.98122293345,282.902,195.005,99691.30290370624,86,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-08-30,148386.76195510256,235951.40948553072,210.962,126.863,54486.7263032745,5.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-02-24,0,28141.274545374778,12.595,-25.453,0,NA,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-03-16,48108.04735823636,111308.17150896875,64.454,-3.782,0,NA,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-10-12,80454.50294460633,155967.88084636774,131.948,74.221,27392.641853838006,2.125,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-08-31,86422.6654585924,126992.13835569077,115.787,36.911,6065.1936704165555,2.125,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-05-25,39040.11259305168,94748.68507383934,58.208,10.869,0,6.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-10-26,92340.81960734121,176169.02122168452,134.42,79.221,16328.850840229263,2.25,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-01-18,9565.032843513187,99733.84733383346,81.497,12.815,0,8.25,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-03-08,6260.748770299541,111059.6224698045,71.647,8.388,0,1,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-11-30,67620.26652289667,160240.9836968643,156.204,83.146,15978.792283568502,11,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-04-27,31806.813077914238,39794.71643267648,42.614,-26.409,0,2.5,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-11-09,74498.28272679633,159469.9591999974,142.513,75.146,18844.196972311936,3.25,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-05-03,175815.23069746874,307700.7249113002,235.553,108.574,16076.569833509993,7.5,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-10-11,98797.12347752374,176085.4251484521,165.459,111.844,42198.849931619596,2.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-09-28,80305.22424240557,131495.8768010875,134.323,73.567,29406.41154652615,1.875,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-07-26,196481.37423014085,311516.28853955143,269.148,178.468,88097.57249728484,41.25,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-05-10,193850.33710385262,350817.6388614544,259.716,110.78,25775.207115492856,7.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-03-09,0,48176.71556124872,21.25,-18.765,0,NA,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-07-19,185999.77015511505,297311.67363163887,251.306,163.349,83384.84386880709,61.125,FALSE,0.133977584914315,2.581
